job_id,date_posted,skill,type,bloom,confidence_score,confidence_tier,source,semantic_density,context_agreement,composite_score,verification_level,threshold_source,is_verified
in-77696a202803c29b,,cost efficiency.,Hard,Apply,0.491,Low,BERT (standalone),0.83,0.84,0.5804,Verified_HIGH,calibrated,True
in-77696a202803c29b,,Lead initiatives,Hard,Apply,0.497,Low,BERT (standalone),0.83,0.84,0.5828,Verified_HIGH,calibrated,True
in-77696a202803c29b,,digitize,Hard,Apply,0.484,Low,BERT (standalone),0.84,0.84,0.34745999999999994,Low_Confidence,calibrated,False
in-27d3e2e8b7c41d36,,access content,Hard,Remember,0.672,Medium,LLM,0.8,0.9,0.6663,Verified_HIGH,calibrated,True
in-27d3e2e8b7c41d36,,add ancillaries,Hard,Apply,0.569,Medium Low,LLM,0.81,0.9,0.6266,Verified_HIGH,calibrated,True
in-5368a337ff9c506e,,build innovative products,Hard,Create,0.677,Medium,LLM,0.83,0.9,0.6728,Verified_HIGH,calibrated,True
in-82265fcf199f7655,,lead product designers,Soft,,0.636,Medium,LLM,0.8,0.9,0.6518999999999999,Verified_HIGH,calibrated,True
in-82265fcf199f7655,,collaborate with engineering,Soft,,0.644,Medium,LLM,0.86,0.9,0.6716000000000001,Verified_HIGH,calibrated,True
in-82265fcf199f7655,,collaborate with product management,Soft,,0.641,Medium,LLM,0.84,0.9,0.6674,Verified_HIGH,calibrated,True
in-82265fcf199f7655,,collaborate with stakeholder leadership,Soft,,0.645,Medium,LLM,0.87,0.9,0.6659999999999999,Verified_HIGH,calibrated,True
in-82265fcf199f7655,,ship impactful work,Soft,,0.527,Medium Low,BERT+LLM,0.8,0.9,0.6083000000000001,Verified_HIGH,calibrated,True
in-82265fcf199f7655,,improve how we work,Soft,,0.625,Medium,LLM,0.72,0.9,0.6355,Verified_HIGH,calibrated,True
in-82265fcf199f7655,,resourceful,Hard,Apply,0.276,Very Low,BERT (standalone),0.9,0.81,0.30204000000000003,Low_Confidence,calibrated,False
in-82265fcf199f7655,,problem,Hard,Apply,0.316,Very Low,BERT (standalone),0.81,0.81,0.33504,Low_Confidence,calibrated,False
in-e3d8d5c1ebc47e7c,,mentor team,Soft,,0.751,Medium High,LLM,0.75,1.03,0.7293999999999998,Verified_HIGH,calibrated,True
in-e3d8d5c1ebc47e7c,,provide professional advice,Soft,,0.859,High,BERT+LLM,0.86,1.33,0.8791,Verified_HIGH,calibrated,True
in-e3d8d5c1ebc47e7c,,make critical decisions under pressure,Soft,,0.83,High,BERT+LLM,0.81,1.33,0.8600000000000001,Verified_HIGH,calibrated,True
in-8ad8e7c8de4037c3,,build AWS cloud security capabilities,Hard,Create,1.0,Very High,BERT+LLM,0.79,1.25,0.901,Verified_HIGH,calibrated,True
in-8ad8e7c8de4037c3,,deploy infrastructure in code,Hard,Analyze,1.0,Very High,BERT+LLM,0.81,1.25,0.9039999999999999,Verified_HIGH,calibrated,True
in-8ad8e7c8de4037c3,,implement enterprise security solutions,Hard,Apply,0.764,Medium High,LLM,0.87,0.97,0.7345999999999999,Verified_HIGH,calibrated,True
in-8ad8e7c8de4037c3,,support internal customers,Soft,,0.658,Medium,LLM,0.84,0.97,0.6877,Verified_HIGH,calibrated,True
in-8ad8e7c8de4037c3,,support external customers,Soft,,0.613,Medium,BERT+LLM,0.86,0.97,0.6727,Verified_HIGH,calibrated,True
in-8ad8e7c8de4037c3,,code,Hard,Apply,0.626,Medium,BERT (standalone),0.72,0.87,0.38964000000000004,Low_Confidence,calibrated,False
in-8ad8e7c8de4037c3,,Implementation,Hard,Apply,0.509,Medium Low,BERT (standalone),0.9,0.87,0.36426,Low_Confidence,calibrated,False
in-8ad8e7c8de4037c3,,supporting internal,Hard,Evaluate,0.561,Medium Low,BERT (standalone),0.87,0.87,0.6234000000000001,Verified_HIGH,calibrated,True
in-cd349d1d935d2e5e,,manage database infrastructure,Hard,Analyze,0.634,Medium,LLM,1.0,0.97,0.7021,Verified_HIGH,calibrated,True
in-cd349d1d935d2e5e,,optimise database infrastructure,Hard,Analyze,1.0,Very High,BERT+LLM,1.0,1.24,0.9295,Verified_HIGH,calibrated,True
in-cd349d1d935d2e5e,,ensure data is stored accurately,Hard,Evaluate,0.987,Very High,BERT+LLM,0.77,1.25,0.8928,Verified_HIGH,calibrated,True
in-cd349d1d935d2e5e,,ensure data is readily accessible,Hard,Analyze,0.717,Medium High,LLM,0.77,0.97,0.7007999999999999,Verified_HIGH,calibrated,True
in-cd349d1d935d2e5e,,protect data against loss,Hard,Apply,0.604,Medium,LLM,0.77,0.97,0.6556,Verified_HIGH,calibrated,True
in-cd349d1d935d2e5e,,protect data against unauthorised access,Hard,Create,0.638,Medium,LLM,0.82,0.97,0.6767,Verified_HIGH,calibrated,True
in-cd349d1d935d2e5e,,manage,Hard,Apply,0.693,Medium,BERT (standalone),0.78,0.87,0.40212,Low_Confidence,calibrated,False
in-cd349d1d935d2e5e,,readily accessible,Hard,Remember,0.52,Medium Low,BERT (standalone),0.86,0.87,0.6055,Verified_HIGH,calibrated,True
in-cd349d1d935d2e5e,,protected,Hard,Apply,0.484,Low,BERT (standalone),0.87,0.87,0.35556,Low_Confidence,calibrated,False
in-7433c244aa75bf36,,type documents,Hard,Apply,0.671,Medium,LLM,0.8,1.02,0.7019,Verified_HIGH,calibrated,True
in-7433c244aa75bf36,,use computers,Hard,Apply,1.0,Very High,BERT+LLM,0.76,1.31,0.9145,Verified_HIGH,calibrated,True
in-7433c244aa75bf36,,prepare meeting minutes,Hard,Apply,1.0,Very High,BERT+LLM,0.81,1.3,0.919,Verified_HIGH,calibrated,True
in-7433c244aa75bf36,,file documents,Hard,Apply,0.671,Medium,LLM,0.8,1.02,0.7019,Verified_HIGH,calibrated,True
in-7433c244aa75bf36,,fulfill legal notification responsibilities,Hard,Apply,1.0,Very High,BERT+LLM,0.89,1.31,0.9339999999999999,Verified_HIGH,calibrated,True
in-7433c244aa75bf36,,operate office machines,Hard,Evaluate,1.0,Very High,BERT+LLM,0.8,1.3,0.9175,Verified_HIGH,calibrated,True
in-7433c244aa75bf36,,pay invoices,Hard,Apply,1.0,Very High,BERT+LLM,0.79,1.32,0.9219999999999999,Verified_HIGH,calibrated,True
in-7433c244aa75bf36,,manage budget,Hard,Apply,1.0,Very High,BERT+LLM,0.78,1.31,0.9325,Verified_HIGH,calibrated,True
in-7433c244aa75bf36,,interact with customers by phone,Soft,,0.716,Medium High,LLM,0.77,1.02,0.7154,Verified_HIGH,calibrated,True
in-7433c244aa75bf36,,interact with customers by email,Soft,,0.716,Medium High,LLM,0.77,1.02,0.7154,Verified_HIGH,calibrated,True
in-7433c244aa75bf36,,interact with customers in person,Soft,,0.847,High,BERT+LLM,0.81,1.3,0.8577999999999999,Verified_HIGH,calibrated,True
in-7433c244aa75bf36,,skilled,Hard,Apply,0.484,Low,BERT (standalone),0.81,0.92,0.38615999999999995,Low_Confidence,calibrated,False
in-7433c244aa75bf36,,typing,Hard,Apply,0.535,Medium Low,BERT (standalone),0.78,0.92,0.3687,Low_Confidence,calibrated,False
in-7433c244aa75bf36,,filing,Hard,Apply,0.5,Medium Low,BERT (standalone),0.78,0.92,0.3603,Low_Confidence,calibrated,False
in-db50373d77abc3a2,,drive business transformation,Soft,,0.93,Very High,BERT+LLM,0.87,1.43,0.9390000000000001,Verified_HIGH,calibrated,True
in-6727fdf72c571305,,execute strategic initiatives,Soft,,0.645,Medium,LLM,0.87,0.9,0.6659999999999999,Verified_HIGH,calibrated,True
in-6727fdf72c571305,,streamline internal communications,Soft,,0.706,Medium High,LLM,0.9,0.9,0.6949,Verified_HIGH,calibrated,True
in-6727fdf72c571305,,meet organizational goals,Soft,,0.64,Medium,LLM,0.83,0.9,0.6579999999999999,Verified_HIGH,calibrated,True
in-69b68bde3423c7fc,,develop Salesforce applications,Hard,Create,0.784,Medium High,LLM,0.89,1.03,0.7636000000000001,Verified_HIGH,calibrated,True
in-69b68bde3423c7fc,,customize Salesforce applications,Hard,Create,1.0,Very High,BERT+LLM,0.9,1.34,0.9445,Verified_HIGH,calibrated,True
in-69b68bde3423c7fc,,deliver complex features,Hard,Apply,1.0,Very High,BERT+LLM,0.84,1.32,0.9295,Verified_HIGH,calibrated,True
in-69b68bde3423c7fc,,developing,Hard,Create,0.598,Medium Low,BERT (standalone),0.9,0.93,0.41441999999999996,Verified_MEDIUM,calibrated,True
in-33f7ac68b9c721cf,,mentor junior team members,Soft,,1.0,Very High,BERT+LLM,0.77,1.36,0.9385000000000001,Verified_HIGH,calibrated,True
in-33f7ac68b9c721cf,,provide guidance in research design,Soft,,0.919,Very High,BERT+LLM,0.79,1.36,0.9016,Verified_HIGH,calibrated,True
in-33f7ac68b9c721cf,,provide guidance in technical areas,Soft,,0.703,Medium High,LLM,0.79,1.04,0.7191999999999998,Verified_HIGH,calibrated,True
in-33f7ac68b9c721cf,,provide guidance in stakeholder engagement,Soft,,0.836,High,BERT+LLM,0.86,1.32,0.8669,Verified_HIGH,calibrated,True
in-33f7ac68b9c721cf,,technical areas,Hard,Apply,0.55,Medium Low,BERT (standalone),0.81,0.94,0.631,Verified_HIGH,calibrated,True
in-9af59d2bfaa79ff6,,collaborate with development teams,Soft,,1.0,Very High,BERT+LLM,0.84,1.4,0.9535,Verified_HIGH,calibrated,True
in-9af59d2bfaa79ff6,,lead security initiatives,Soft,,0.896,High,BERT+LLM,0.85,1.38,0.9074,Verified_HIGH,calibrated,True
in-9af59d2bfaa79ff6,,ensure compliance with industry standards,Hard,Analyze,1.0,Very High,BERT+LLM,0.83,1.4,0.952,Verified_HIGH,calibrated,True
in-bfafddc5c4fcdca4,,drive Sales CRM operational excellence,Hard,Apply,0.717,Medium High,BERT+LLM,0.77,0.98,0.7038,Verified_HIGH,calibrated,True
in-bfafddc5c4fcdca4,,drive Salesforce operational excellence,Hard,Apply,0.84,High,BERT+LLM,0.89,1.15,0.8220000000000001,Verified_HIGH,calibrated,True
in-bfafddc5c4fcdca4,,foster alignment between Sales leadership objectives and system functionality,Soft,,0.816,High,BERT+LLM,0.84,1.25,0.8349,Verified_HIGH,calibrated,True
in-bfafddc5c4fcdca4,,system functionality.,Hard,Apply,0.53,Medium Low,BERT (standalone),0.9,0.88,0.6185,Verified_HIGH,calibrated,True
in-b43f970b349508c3,,lead administration of Dayforce HCM platform,Hard,Apply,0.63,Medium,LLM,0.8,1.0,0.6795,Verified_HIGH,calibrated,True
in-b43f970b349508c3,,optimize Dayforce HCM platform,Hard,Evaluate,0.747,Medium High,LLM,0.8,1.0,0.7263,Verified_HIGH,calibrated,True
in-b43f970b349508c3,,ensure compliant data,Hard,Analyze,1.0,Very High,BERT+LLM,0.79,1.3,0.9159999999999999,Verified_HIGH,calibrated,True
in-b43f970b349508c3,,enable data-driven decision-making,Soft,,0.854,High,BERT+LLM,0.85,1.3,0.8666,Verified_HIGH,calibrated,True
in-a8c9ec23b2864f1d,,design electrical distribution systems,Hard,Create,0.711,Medium High,LLM,0.86,0.9,0.6909,Verified_HIGH,calibrated,True
in-47bbd47e0472b0e6,,support Directors,Soft,,0.838,High,BERT+LLM,0.82,1.21,0.8286999999999999,Verified_HIGH,calibrated,True
in-47bbd47e0472b0e6,,improve internal communication,Soft,,1.0,Very High,BERT+LLM,0.88,1.25,0.9145,Verified_HIGH,calibrated,True
in-47bbd47e0472b0e6,,strengthen collaboration with parent company,Soft,,0.686,Medium,LLM,0.84,0.96,0.6959,Verified_HIGH,calibrated,True
in-47bbd47e0472b0e6,,organised,Hard,Apply,0.513,Medium Low,BERT (standalone),0.87,0.87,0.37152,Low_Confidence,calibrated,False
in-47bbd47e0472b0e6,,tech,Hard,Apply,0.484,Low,BERT (standalone),0.72,0.87,0.34206000000000003,Low_Confidence,calibrated,False
in-47bbd47e0472b0e6,,-savvy,Hard,Apply,0.428,Low,BERT (standalone),0.78,0.87,0.33402,Low_Confidence,calibrated,False
in-47bbd47e0472b0e6,,strengthen collaboration,Hard,Apply,0.45,Low,BERT (standalone),0.9,0.87,0.5835000000000001,Verified_HIGH,calibrated,True
in-0e1bdbb226a3d5af,,lead initiatives,Soft,,0.868,High,BERT+LLM,0.83,1.34,0.8887,Verified_HIGH,calibrated,True
in-0e1bdbb226a3d5af,,mentor junior engineers,Soft,,0.918,Very High,BERT+LLM,0.81,1.34,0.9132,Verified_HIGH,calibrated,True
in-0e1bdbb226a3d5af,,collaborate with senior leadership,Soft,,0.913,Very High,BERT+LLM,0.83,1.34,0.8992,Verified_HIGH,calibrated,True
in-0e1bdbb226a3d5af,,shape infrastructure strategy,Soft,,0.921,Very High,BERT+LLM,0.88,1.34,0.9099,Verified_HIGH,calibrated,True
in-0e1bdbb226a3d5af,,work with Kubernetes,Hard,Apply,0.649,Medium,LLM,0.78,1.03,0.6930999999999999,Verified_HIGH,calibrated,True
in-0e1bdbb226a3d5af,,automate complex deployments,Hard,Create,1.0,Very High,BERT+LLM,0.86,1.34,0.9385,Verified_HIGH,calibrated,True
in-0e1bdbb226a3d5af,,apply DevOps principles,Hard,Apply,0.773,Medium High,LLM,0.81,1.03,0.7472000000000001,Verified_HIGH,calibrated,True
in-0e1bdbb226a3d5af,,strengthen pipelines,Hard,Apply,1.0,Very High,BERT+LLM,0.89,1.34,0.9430000000000001,Verified_HIGH,calibrated,True
in-0e1bdbb226a3d5af,,strengthen monitoring,Hard,Analyze,0.695,Medium,LLM,0.9,1.03,0.7294999999999999,Verified_HIGH,calibrated,True
in-0e1bdbb226a3d5af,,work,Hard,Apply,0.431,Low,BERT (standalone),0.72,0.93,0.35364,Low_Confidence,calibrated,False
in-0e1bdbb226a3d5af,,apply,Hard,Apply,0.684,Medium,BERT (standalone),0.75,0.93,0.4035599999999999,Low_Confidence,calibrated,False
in-0e1bdbb226a3d5af,,monitoring.,Hard,Analyze,0.602,Medium,BERT (standalone),0.9,0.93,0.39738,Low_Confidence,calibrated,False
in-8a05d38449430198,,create accessible products,Hard,Create,0.678,Medium,LLM,0.84,0.9,0.6747000000000001,Verified_HIGH,calibrated,True
in-8a05d38449430198,,create accessible services,Hard,Create,0.678,Medium,LLM,0.84,0.9,0.6747000000000001,Verified_HIGH,calibrated,True
in-5234a3e36083c4a4,,manage risk of derivatives book,Hard,Apply,0.638,Medium,LLM,0.76,0.9,0.6467,Verified_HIGH,calibrated,True
in-5234a3e36083c4a4,,develop front end systems,Hard,Create,0.667,Medium,LLM,0.77,0.9,0.6597999999999999,Verified_HIGH,calibrated,True
in-5234a3e36083c4a4,,managing,Hard,Apply,0.283,Very Low,BERT (standalone),0.84,0.81,0.30732,Low_Confidence,calibrated,False
in-f8a19f5383c52abe,,collaborate smoothly,Soft,,0.647,Medium,LLM,0.89,0.9,0.6698,Verified_HIGH,calibrated,True
in-f8a19f5383c52abe,,provide direct feedback,Soft,,0.637,Medium,LLM,0.81,0.9,0.6537999999999999,Verified_HIGH,calibrated,True
in-f8a19f5383c52abe,,provide actionable feedback,Soft,,0.643,Medium,LLM,0.85,0.9,0.6622000000000001,Verified_HIGH,calibrated,True
in-f8a19f5383c52abe,,lead with empathy,Soft,,0.684,Medium,LLM,0.75,0.9,0.6636,Verified_HIGH,calibrated,True
in-f8a19f5383c52abe,,lead with a growth mindset,Soft,,0.627,Medium,LLM,0.73,0.9,0.6378,Verified_HIGH,calibrated,True
in-7c677818edebe75f,,operate as program manager,Soft,,0.808,High,BERT+LLM,0.75,1.2,0.8031999999999999,Verified_HIGH,calibrated,True
in-7c677818edebe75f,,operate as solution orchestrator,Soft,,0.737,Medium High,BERT+LLM,0.86,1.21,0.7942999999999999,Verified_HIGH,calibrated,True
in-7c677818edebe75f,,operate as trusted advisor,Soft,,0.665,Medium,LLM,0.77,0.95,0.6739999999999999,Verified_HIGH,calibrated,True
in-7c677818edebe75f,,drive assessment,Soft,,0.672,Medium,LLM,0.83,0.95,0.6858,Verified_HIGH,calibrated,True
in-7c677818edebe75f,,drive planning,Soft,,0.668,Medium,LLM,0.8,0.95,0.6797,Verified_HIGH,calibrated,True
in-7c677818edebe75f,,drive execution,Soft,,0.67,Medium,LLM,0.81,0.95,0.6819999999999999,Verified_HIGH,calibrated,True
in-7c677818edebe75f,,drive cutover,Soft,,0.666,Medium,LLM,0.78,0.95,0.6759,Verified_HIGH,calibrated,True
in-7c677818edebe75f,,drive stabilization,Soft,,0.678,Medium,LLM,0.87,0.95,0.6941999999999999,Verified_HIGH,calibrated,True
in-7c677818edebe75f,,driving all facets of assessment,Hard,Evaluate,0.536,Medium Low,BERT (standalone),0.77,0.85,0.5924,Verified_HIGH,calibrated,True
in-7c677818edebe75f,,planning,Hard,Create,0.544,Medium Low,BERT (standalone),0.84,0.85,0.38166,Low_Confidence,calibrated,False
in-7c677818edebe75f,,execution,Hard,Apply,0.509,Medium Low,BERT (standalone),0.87,0.85,0.36246000000000006,Low_Confidence,calibrated,False
in-7c677818edebe75f,,cutover,Hard,Apply,0.503,Medium Low,BERT (standalone),0.81,0.85,0.35112000000000004,Low_Confidence,calibrated,False
in-7c677818edebe75f,,stabilization.,Hard,Apply,0.512,Medium Low,BERT (standalone),0.9,0.85,0.36138000000000003,Low_Confidence,calibrated,False
in-cd4536bf094c8252,,collaborate with industrial designers,Soft,,0.884,High,BERT+LLM,0.85,1.29,0.8755999999999999,Verified_HIGH,calibrated,True
in-cd4536bf094c8252,,deliver best -in -class hardware products.,Hard,Apply,0.512,Medium Low,BERT (standalone),0.79,0.9,0.6008,Verified_HIGH,calibrated,True
in-342b32d766851b29,,serve as technical point person,Soft,,0.603,Medium,LLM,0.76,0.9,0.6326999999999999,Verified_HIGH,calibrated,True
in-342b32d766851b29,,set up AV equipment,Hard,Apply,0.582,Medium Low,LLM,0.72,0.9,0.6183,Verified_HIGH,calibrated,True
in-342b32d766851b29,,test AV equipment,Hard,Evaluate,0.694,Medium,LLM,0.75,0.9,0.6676,Verified_HIGH,calibrated,True
in-342b32d766851b29,,perform maintenance tasks on AV equipment,Hard,Apply,0.699,Medium,LLM,0.78,0.9,0.6741,Verified_HIGH,calibrated,True
in-342b32d766851b29,,Serve as technical point person for corporate events,Hard,Evaluate,0.511,Medium Low,BERT (standalone),0.77,0.81,0.5704,Verified_HIGH,calibrated,True
in-342b32d766851b29,,Set up,Hard,Apply,0.453,Low,BERT (standalone),0.68,0.81,0.5412,Verified_HIGH,calibrated,True
in-342b32d766851b29,,testing of event -day AV equipment,Hard,Evaluate,0.496,Low,BERT (standalone),0.75,0.81,0.5614,Verified_HIGH,calibrated,True
in-f6f38be2ac0d3b85,,protect Aotearoa,Soft,,0.639,Medium,LLM,0.83,0.9,0.6576,Verified_HIGH,calibrated,True
in-f6f38be2ac0d3b85,,maintain core systems,Hard,Analyze,0.671,Medium,LLM,0.79,0.9,0.6643999999999999,Verified_HIGH,calibrated,True
in-f6f38be2ac0d3b85,,protect nature,Soft,,0.635,Medium,LLM,0.8,0.9,0.6515,Verified_HIGH,calibrated,True
in-f6f38be2ac0d3b85,,restore nature,Soft,,0.635,Medium,LLM,0.8,0.9,0.6515,Verified_HIGH,calibrated,True
in-66d09a7cc5a289f5,,collaborate with team,Soft,,0.735,Medium High,LLM,0.79,1.0,0.8325,Verified_HIGH,calibrated,True
in-66d09a7cc5a289f5,,create human-centred digital experiences,Soft,,0.853,High,BERT+LLM,0.86,1.29,0.8646999999999999,Verified_HIGH,calibrated,True
in-66d09a7cc5a289f5,,collaboration skills,Hard,Apply,0.532,Medium Low,BERT (standalone),0.89,0.9,0.6238,Verified_HIGH,calibrated,True
in-a4adb73384054d6f,,maintain database,Hard,Analyze,0.7,Medium High,LLM,1.0,0.9,0.7075,Verified_HIGH,calibrated,True
in-a4adb73384054d6f,,update database,Hard,Apply,0.591,Medium Low,LLM,1.0,0.9,0.6638999999999999,Verified_HIGH,calibrated,True
in-a4adb73384054d6f,,Maintain,Hard,Analyze,0.606,Medium,BERT (standalone),0.84,0.81,0.37583999999999995,Low_Confidence,calibrated,False
in-a4adb73384054d6f,,update a database of preferred suppliers,Hard,Apply,0.464,Low,BERT (standalone),0.88,0.81,0.5681,Verified_HIGH,calibrated,True
in-a4adb73384054d6f,,part numbers and,Hard,Apply,0.451,Low,BERT (standalone),0.74,0.81,0.5419,Verified_HIGH,calibrated,True
in-c8b3a591976a74f1,,"implement clean, testable code",Hard,Evaluate,0.665,Medium,LLM,0.8,0.97,0.6844999999999999,Verified_HIGH,calibrated,True
in-c8b3a591976a74f1,,architect event-driven systems,Hard,Create,1.0,Very High,BERT+LLM,0.84,1.26,0.9115,Verified_HIGH,calibrated,True
in-c8b3a591976a74f1,,Implement clean,Hard,Apply,0.677,Medium,BERT (standalone),0.81,0.87,0.6608,Verified_HIGH,calibrated,True
in-c8b3a591976a74f1,,testable code,Hard,Evaluate,0.551,Medium Low,BERT (standalone),0.78,0.87,0.6059000000000001,Verified_HIGH,calibrated,True
in-66f4c39e32e33eee,,solve problems,Soft,,0.608,Medium,LLM,0.8,0.9,0.7832,Verified_HIGH,calibrated,True
in-66f4c39e32e33eee,,share knowledge,Soft,,0.61,Medium,LLM,0.81,0.9,0.643,Verified_HIGH,calibrated,True
in-3f4b9ac6571c8e8a,,guide transformation,Soft,,0.647,Medium,LLM,0.89,0.9,0.6698,Verified_HIGH,calibrated,True
in-3f4b9ac6571c8e8a,,develop advertising solutions,Hard,Create,0.682,Medium,LLM,0.87,0.9,0.6808000000000001,Verified_HIGH,calibrated,True
in-3f4b9ac6571c8e8a,,guide the transformation of the detail page,Hard,Understand,0.599,Medium Low,BERT (standalone),0.67,0.81,0.5906,Verified_HIGH,calibrated,True
in-deb73d430b786346,,design middleware infrastructure,Hard,Create,1.0,Very High,BERT+LLM,0.9,1.43,0.9714999999999999,Verified_HIGH,calibrated,True
in-7d12206e33578a17,,provide administrative support,Soft,,0.657,Medium,LLM,0.88,0.96,0.6978,Verified_HIGH,calibrated,True
in-7d12206e33578a17,,provide technical support,Soft,,0.65,Medium,LLM,0.83,0.96,0.71,Verified_HIGH,calibrated,True
in-7d12206e33578a17,,conduct legal research,Hard,Remember,0.657,Medium,LLM,0.8,0.96,0.6782999999999999,Verified_HIGH,calibrated,True
in-7d12206e33578a17,,conduct factual research,Hard,Remember,0.997,Very High,BERT+LLM,0.82,1.21,0.8923,Verified_HIGH,calibrated,True
in-7d12206e33578a17,,prepare evidence,Hard,Apply,1.0,Very High,BERT+LLM,0.84,1.22,0.8995,Verified_HIGH,calibrated,True
in-7d12206e33578a17,,prepare exhibits,Hard,Apply,1.0,Very High,BERT+LLM,0.83,1.21,0.8949999999999999,Verified_HIGH,calibrated,True
in-7d12206e33578a17,,draft legal documents,Hard,Create,0.744,Medium High,LLM,0.79,0.96,0.7191000000000001,Verified_HIGH,calibrated,True
in-7d12206e33578a17,,prepare grand jury subpoenas,Hard,Apply,0.787,Medium High,BERT+LLM,0.78,0.96,0.7273,Verified_HIGH,calibrated,True
in-7d12206e33578a17,,prepare trial subpoenas,Hard,Apply,1.0,Very High,BERT+LLM,0.81,1.23,0.8979999999999999,Verified_HIGH,calibrated,True
in-7d12206e33578a17,,prepare technical documents,Hard,Apply,0.753,Medium High,LLM,0.85,0.96,0.7242,Verified_HIGH,calibrated,True
in-7d12206e33578a17,,provide in-courtroom presentation of exhibits,Soft,,1.0,Very High,BERT+LLM,0.83,1.24,0.9039999999999999,Verified_HIGH,calibrated,True
in-7d12206e33578a17,,provide trial support,Soft,,0.869,High,BERT+LLM,0.79,1.23,0.8426,Verified_HIGH,calibrated,True
in-7d12206e33578a17,,interact with law enforcement partners,Soft,,0.647,Medium,LLM,0.8,0.96,0.6742999999999999,Verified_HIGH,calibrated,True
in-7d12206e33578a17,,interact with court personnel,Soft,,0.645,Medium,LLM,0.8,0.96,0.6735,Verified_HIGH,calibrated,True
in-7d12206e33578a17,,maintain legal databases,Hard,Analyze,0.748,Medium High,LLM,0.82,0.96,0.7176999999999999,Verified_HIGH,calibrated,True
in-7d12206e33578a17,,perform tasks using legal software systems,Hard,Apply,0.829,High,BERT+LLM,0.79,0.96,0.7455999999999998,Verified_HIGH,calibrated,True
in-7d12206e33578a17,,providing attorneys administrative,Hard,Apply,0.517,Medium Low,BERT (standalone),0.9,0.86,0.6073,Verified_HIGH,calibrated,True
in-7d12206e33578a17,,technical support for investigations,Hard,Evaluate,0.673,Medium,BERT (standalone),0.85,0.86,0.6622000000000001,Verified_HIGH,calibrated,True
in-7d12206e33578a17,,prosecutions,Hard,Apply,0.517,Medium Low,BERT (standalone),0.9,0.86,0.36438,Low_Confidence,calibrated,False
in-7d12206e33578a17,,conducting legal,Hard,Apply,0.511,Medium Low,BERT (standalone),0.83,0.86,0.5944,Verified_HIGH,calibrated,True
in-7d12206e33578a17,,drafting legal documents for review,Hard,Create,0.545,Medium Low,BERT (standalone),0.79,0.86,0.6020000000000001,Verified_HIGH,calibrated,True
in-7d12206e33578a17,,attachments to subpoenas,Hard,Apply,0.491,Low,BERT (standalone),0.82,0.86,0.5849,Verified_HIGH,calibrated,True
in-7d12206e33578a17,,other technical documents,Hard,Apply,0.53,Medium Low,BERT (standalone),0.83,0.86,0.602,Verified_HIGH,calibrated,True
in-7d12206e33578a17,,interacting with internal,Hard,Apply,0.503,Medium Low,BERT (standalone),0.83,0.86,0.5912000000000001,Verified_HIGH,calibrated,True
in-7d12206e33578a17,,external law enforcement partners,Hard,Apply,0.503,Medium Low,BERT (standalone),0.83,0.86,0.5912000000000001,Verified_HIGH,calibrated,True
in-7d12206e33578a17,,court personnel,Hard,Apply,0.501,Medium Low,BERT (standalone),0.81,0.86,0.5874,Verified_HIGH,calibrated,True
in-7d12206e33578a17,,maintains,Hard,Analyze,0.55,Medium Low,BERT (standalone),0.87,0.86,0.36960000000000004,Low_Confidence,calibrated,False
in-7d12206e33578a17,,software systems.,Hard,Apply,0.508,Medium Low,BERT (standalone),0.84,0.86,0.5947,Verified_HIGH,calibrated,True
in-32dc997e3646c5ee,,design projects,Hard,Create,0.674,Medium,LLM,0.81,0.9,0.6761000000000001,Verified_HIGH,calibrated,True
in-9af9d6b51de4f3e4,,collaborate with stakeholders,Soft,,0.617,Medium,LLM,0.87,0.9,0.6848000000000001,Verified_HIGH,calibrated,True
in-7699fde68b752b85,,passionate,Hard,Apply,0.292,Very Low,BERT (standalone),0.9,0.81,0.33738,Low_Confidence,calibrated,False
in-7699fde68b752b85,,learning new things,Hard,Apply,0.459,Low,BERT (standalone),0.77,0.81,0.5496,Verified_HIGH,calibrated,True
in-66e2f2f3d3633e25,,build code,Hard,Create,0.808,High,BERT+LLM,0.74,0.94,0.7236999999999999,Verified_HIGH,calibrated,True
in-66e2f2f3d3633e25,,ship code,Hard,Apply,0.719,Medium High,LLM,0.72,0.94,0.6850999999999999,Verified_HIGH,calibrated,True
in-66e2f2f3d3633e25,,maintain code,Hard,Analyze,0.728,Medium High,LLM,0.78,0.94,0.6976999999999999,Verified_HIGH,calibrated,True
in-66e2f2f3d3633e25,,share knowledge with colleagues,Soft,,0.805,High,BERT+LLM,0.81,1.21,0.8140000000000001,Verified_HIGH,calibrated,True
in-66e2f2f3d3633e25,,ensure efficient processes,Soft,,0.748,Medium High,BERT+LLM,0.81,1.19,0.7851999999999999,Verified_HIGH,calibrated,True
in-66e2f2f3d3633e25,,ensure productive processes,Soft,,0.64,Medium,LLM,0.85,0.94,0.673,Verified_HIGH,calibrated,True
in-66e2f2f3d3633e25,,deliver results for customers,Soft,,0.633,Medium,LLM,0.8,0.94,0.6627,Verified_HIGH,calibrated,True
in-66e2f2f3d3633e25,,self,Hard,Apply,0.49,Low,BERT (standalone),0.72,0.84,0.3876,Low_Confidence,calibrated,False
