knowledge,freq,mean_confidence,best_domain_id,best_future_domain,trend_label,trend_score,similarity,top1_similarity,top2_similarity,top3_similarity,mapping_margin,top2_domain_id,top3_domain_id,domain_source,future_weight
interfacing technology,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.37250695,0.37250695,0.31553906,0.2847088,0.056967884,ONET03,WEF07,McKinsey_FutureOfWork_2025,0.14900277853012087
Information Technology,2,0.8414999999999999,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.37011856,0.37011856,0.36762258,0.35462487,0.0024959743,ONET06,WEF05,McKinsey_FutureOfWork_2025,0.14804742336273194
Microsoft technologies,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.36991972,0.36991972,0.34629178,0.34454125,0.023627937,WEF01,ONET03,McKinsey_FutureOfWork_2025,0.14796788692474366
SAP technologies,1,0.831,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3681644,0.3681644,0.32728055,0.32347974,0.04088384,ESCO02,ONET02,McKinsey_FutureOfWork_2025,0.1472657561302185
-end technologies,1,0.492,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3667214,0.3667214,0.3564345,0.32859692,0.010286897,DEC02,WEF07,McKinsey_FutureOfWork_2025,0.14668855667114258
"narrative development,",1,0.531,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.36508018,0.36508018,0.31556708,0.28557876,0.0495131,MCK03,ONET04,McKinsey_FutureOfWork_2025,0.14603207111358643
technology,13,0.7287692307692308,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3645239,0.3645239,0.35894325,0.32160714,0.005580634,WEF08,ONET06,McKinsey_FutureOfWork_2025,0.14580955505371093
enterprise,2,0.5445,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3640957,0.3640957,0.33376834,0.31267253,0.03032735,ONET02,WEF05,McKinsey_FutureOfWork_2025,0.1456382751464844
Enterprise Integration,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3626051,0.3626051,0.3491964,0.30564603,0.013408691,ONET02,WEF05,McKinsey_FutureOfWork_2025,0.1450420379638672
technical reports,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3589813,0.3589813,0.31008646,0.3077686,0.048894852,ONET03,DEC03,McKinsey_FutureOfWork_2025,0.14359252452850343
resource development,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.35883948,0.35883948,0.33251745,0.33202395,0.026322037,MCK03,MCK05,McKinsey_FutureOfWork_2025,0.1435357928276062
study protocols,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.35631832,0.35631832,0.33575526,0.3257545,0.020563066,ESCO02,ONET02,McKinsey_FutureOfWork_2025,0.14252732992172243
technology portfolio,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3554119,0.3554119,0.34090304,0.33801422,0.014508843,WEF06,DEC02,McKinsey_FutureOfWork_2025,0.14216475486755373
SAP platform interdependencies,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.35082588,0.35082588,0.3423066,0.3049994,0.008519262,ONET02,WEF05,McKinsey_FutureOfWork_2025,0.14033035039901734
project delivery,2,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3502003,0.3502003,0.31982547,0.240154,0.030374825,ESCO01,DEC03,McKinsey_FutureOfWork_2025,0.14008011817932128
consultancy,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.35009187,0.35009187,0.24816956,0.23907167,0.10192232,ESCO02,ESCO01,McKinsey_FutureOfWork_2025,0.14003674983978273
Public Sector Unified I &IT Project Methodology,1,0.809,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.35004607,0.35004607,0.3316888,0.31938758,0.018357277,ESCO02,ESCO01,McKinsey_FutureOfWork_2025,0.14001842737197875
special projects,2,0.7955,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.34861377,0.34861377,0.34848508,0.30223623,0.00012868643,DEC03,DEC02,McKinsey_FutureOfWork_2025,0.1394455075263977
emerging technologies,2,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.34438616,0.34438616,0.31197968,0.27658713,0.03240648,WEF06,WEF05,McKinsey_FutureOfWork_2025,0.1377544641494751
Communication,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.34409434,0.34409434,0.20732276,0.17847268,0.13677157,WEF07,ONET06,McKinsey_FutureOfWork_2025,0.13763773441314697
High-tech innovation,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3433668,0.3433668,0.29960656,0.25505704,0.04376024,WEF08,ONET03,McKinsey_FutureOfWork_2025,0.1373467206954956
interoperability,1,0.732,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3422779,0.3422779,0.32249972,0.31171906,0.019778192,ONET02,ONET03,McKinsey_FutureOfWork_2025,0.13691116571426393
Specialty underwriting,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.34016266,0.34016266,0.3035717,0.27642912,0.036590964,DEC01,ESCO02,McKinsey_FutureOfWork_2025,0.1360650658607483
"Building Rapport,",1,0.522,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33972237,0.33972237,0.3129188,0.25877145,0.026803553,MCK03,MCK05,McKinsey_FutureOfWork_2025,0.13588894605636598
ICT solutions,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3396159,0.3396159,0.32093063,0.28797168,0.018685281,WEF08,WEF05,McKinsey_FutureOfWork_2025,0.13584636449813844
communications,4,0.69525,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33748102,0.33748102,0.2133318,0.20830607,0.12414922,WEF07,ONET03,McKinsey_FutureOfWork_2025,0.13499240875244142
sourcing,2,0.645,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33734086,0.33734086,0.2647295,0.25906807,0.07261136,WEF05,ESCO02,McKinsey_FutureOfWork_2025,0.13493634462356568
Operational Technology,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33436036,0.33436036,0.2989807,0.28410205,0.03537965,ONET03,DEC03,McKinsey_FutureOfWork_2025,0.13374414443969726
employee experience solutions,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3343147,0.3343147,0.31827673,0.30909654,0.01603797,MCK03,ESCO02,McKinsey_FutureOfWork_2025,0.13372588157653809
ICT transformation programme,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33228415,0.33228415,0.3086123,0.28379893,0.023671865,WEF08,WEF05,McKinsey_FutureOfWork_2025,0.1329136610031128
Proposal Coordination,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3302052,0.3302052,0.32421237,0.20598263,0.00599283,WEF07,ESCO01,McKinsey_FutureOfWork_2025,0.13208208084106446
international consultancy,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.32788813,0.32788813,0.22975422,0.21687856,0.09813391,WEF07,ESCO02,McKinsey_FutureOfWork_2025,0.13115525245666504
Trading desk activities,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.32740682,0.32740682,0.30841318,0.25027457,0.018993646,DEC01,ONET03,McKinsey_FutureOfWork_2025,0.13096272945404053
"procurement,",3,0.6936666666666667,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.32587692,0.32587692,0.26370195,0.25057265,0.062174976,WEF05,ONET06,McKinsey_FutureOfWork_2025,0.1303507685661316
package engineers,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.32578418,0.32578418,0.31363514,0.30960122,0.012149036,DEC03,ESCO02,McKinsey_FutureOfWork_2025,0.1303136706352234
modern technologies,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.32562655,0.32562655,0.31687132,0.2637514,0.008755237,DEC02,ONET06,McKinsey_FutureOfWork_2025,0.13025062084198
Business Technology (BT),1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3250859,0.3250859,0.31886366,0.28465924,0.006222248,ESCO02,WEF05,McKinsey_FutureOfWork_2025,0.1300343632698059
Partner agreements,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.32366484,0.32366484,0.21050344,0.21010636,0.1131614,ESCO02,WEF05,McKinsey_FutureOfWork_2025,0.12946593761444092
diverse and inclusive workforce,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3230785,0.3230785,0.28618032,0.2736298,0.036898196,MCK05,MCK03,McKinsey_FutureOfWork_2025,0.12923140525817872
research and development processes,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3190153,0.3190153,0.303037,0.29129964,0.015978307,MCK03,ESCO02,McKinsey_FutureOfWork_2025,0.1276061177253723
enterprise-wide reporting,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3176397,0.3176397,0.25605318,0.24854381,0.06158653,DEC03,ONET02,McKinsey_FutureOfWork_2025,0.12705588340759277
Sourcing strategy,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.31761065,0.31761065,0.2621503,0.25239596,0.055460364,ESCO02,ESCO01,McKinsey_FutureOfWork_2025,0.12704426050186157
client engagement,1,0.838,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3175041,0.3175041,0.23872934,0.17658748,0.078774765,WEF05,DEC02,McKinsey_FutureOfWork_2025,0.12700164318084717
Salesforce Ventures,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.31680742,0.31680742,0.31365386,0.29030558,0.0031535625,WEF05,ONET02,McKinsey_FutureOfWork_2025,0.1267229676246643
port projects,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.31592867,0.31592867,0.28359967,0.25970772,0.032328993,DEC02,ONET03,McKinsey_FutureOfWork_2025,0.12637146711349487
message brokers,1,0.851,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.31522882,0.31522882,0.2770128,0.23367298,0.038216025,ONET02,WEF05,McKinsey_FutureOfWork_2025,0.1260915279388428
internal documentation,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3151349,0.3151349,0.3034581,0.27392188,0.011676818,DEC01,DEC03,McKinsey_FutureOfWork_2025,0.12605396509170533
community organising,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.31450227,0.31450227,0.2921076,0.274535,0.022394657,MCK03,ESCO01,McKinsey_FutureOfWork_2025,0.12580090761184692
professional services,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.312665,0.312665,0.2480319,0.24473178,0.06463309,DEC01,MCK03,McKinsey_FutureOfWork_2025,0.12506599426269532
deal sourcing,1,0.778,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.31243315,0.31243315,0.23472126,0.20538472,0.077711895,WEF05,ESCO02,McKinsey_FutureOfWork_2025,0.12497326135635377
communicative media,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.31120753,0.31120753,0.26161882,0.20423295,0.04958871,WEF08,WEF05,McKinsey_FutureOfWork_2025,0.12448301315307618
Enterprise Project policy,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.30897245,0.30897245,0.2965451,0.29146594,0.01242736,ESCO01,ESCO02,McKinsey_FutureOfWork_2025,0.12358897924423218
tender submissions,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.30780834,0.30780834,0.21087259,0.20406395,0.09693575,ONET06,DEC03,McKinsey_FutureOfWork_2025,0.12312333583831787
material development,1,0.848,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.30601457,0.30601457,0.30584195,0.28473166,0.00017261505,ONET03,DEC02,McKinsey_FutureOfWork_2025,0.12240582704544067
documentation reviewing,1,0.827,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.30384123,0.30384123,0.2795865,0.24453922,0.02425474,DEC03,ESCO02,McKinsey_FutureOfWork_2025,0.1215364933013916
ADVANCE programme,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.30378565,0.30378565,0.25622287,0.22232014,0.047562778,ESCO02,DEC03,McKinsey_FutureOfWork_2025,0.12151426076889038
transport/logistics,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.30247286,0.30247286,0.28914005,0.27524924,0.013332814,ESCO02,WEF04,McKinsey_FutureOfWork_2025,0.12098914384841919
Docusign Agreement Cloud,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.30027035,0.30027035,0.2450595,0.20760888,0.055210844,WEF04,WEF07,McKinsey_FutureOfWork_2025,0.1201081395149231
television,2,0.7889999999999999,ONET04,Game Development & Interactive Media,Moderate_Growth,0.6,0.20427988,0.20427988,0.17771173,0.17084326,0.02656816,ONET02,WEF05,ONET_BrightOutlook_2024,0.0
Notice of Action,1,0.75,DEC03,Routine Maintenance Coding,Decline,-0.3,0.15139894,0.15139894,0.08603846,0.07055846,0.06536048,MCK02,WEF07,McKinsey_FutureOfWork_2023,0.0
open government,1,0.755,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.23418595,0.23418595,0.14833753,0.14282592,0.08584842,WEF04,MCK03,ONET_BrightOutlook_2024,0.0
open,1,0.559,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.0963669,0.0963669,0.08419077,0.07507895,0.012176126,ONET06,MCK05,ONET_BrightOutlook_2024,0.0
Ontario Human Rights Code,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.13155468,0.13155468,0.12646262,0.10718431,0.0050920546,MCK01,ONET03,WEF_FutureOfJobs_2025,0.0
Ontario,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.14331418,0.14331418,0.11022375,0.106855154,0.033090435,WEF04,WEF05,ONET_BrightOutlook_2024,0.0
tenant,1,0.56,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.13481964,0.13481964,0.11363264,0.09103246,0.021187,DEC03,WEF04,WEF_FutureOfJobs_2025,0.0
Temporary works design schemes,1,0.75,DEC03,Routine Maintenance Coding,Decline,-0.3,0.2945698,0.2945698,0.28531837,0.26171803,0.009251416,DEC02,ONET03,McKinsey_FutureOfWork_2023,0.0
Online presence,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.21064414,0.21064414,0.20838162,0.18086186,0.0022625178,DEC02,WEF05,McKinsey_FutureOfWork_2025,0.0
North America Reliability Cooperation - Critical Infrastructure Protection (NERC CIP),1,0.75,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.19807586,0.19807586,0.19778828,0.19080392,0.0002875775,MCK02,WEF04,WEF_FutureOfJobs_2025,0.0
not for profit,1,0.75,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.048197206,0.048197206,0.04623366,0.045616098,0.0019635446,MCK04,ESCO01,WEF_FutureOfJobs_2025,0.0
Temporal,2,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.13590048,0.13590048,0.13530217,0.12952904,0.0005983114,MCK05,WEF07,ONET_BrightOutlook_2024,0.0
North Queensland,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.07238953,0.07238953,0.06966417,0.060749985,0.0027253553,DEC02,ONET03,McKinsey_FutureOfWork_2025,0.0
telephones,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.2169597,0.2169597,0.17950489,0.17621644,0.037454814,ONET03,DEC01,ONET_BrightOutlook_2024,0.0
ONNX,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.13471,0.13471,0.12643985,0.115264595,0.008270144,ONET06,ONET03,WEF_FutureOfJobs_2025,0.0
Te Oranga o te Ao Turoa,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.08282,0.08282,0.059233658,0.058694977,0.02358634,ONET02,WEF03,McKinsey_FutureOfWork_2025,0.0
Te Tiriti o Waitangi,2,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.08162863,0.08162863,0.07585662,0.07254011,0.0057720095,ESCO01,MCK05,McKinsey_FutureOfWork_2025,0.0
OpenMM,1,0.835,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.14600298,0.14600298,0.1317571,0.09425662,0.014245883,ONET03,WEF05,ONET_BrightOutlook_2024,0.0
OpenAPI,1,0.85,ONET01,Software Development & Engineering,Moderate_Growth,0.65,0.12917401,0.12917401,0.12341568,0.1051713,0.00575833,ONET02,MCK05,ONET_BrightOutlook_2024,0.0
OpenCL,1,0.85,DEC03,Routine Maintenance Coding,Decline,-0.3,0.16586114,0.16586114,0.12573393,0.1097677,0.040127218,ONET02,ONET05,McKinsey_FutureOfWork_2023,0.0
Workplace Ergonomics Program,1,0.75,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.23329856,0.23329856,0.23318048,0.21598378,0.0001180768,DEC01,ONET03,WEF_FutureOfJobs_2025,0.0
Operational strategy,1,0.75,ESCO01,Project Management & Agile Methodologies,Moderate_Growth,0.55,0.24883515,0.24883515,0.23635513,0.23150524,0.0124800205,MCK02,DEC03,ESCO_v1.2_2024,0.0
NodeJS,2,0.8465,DEC02,Legacy Web Development,Decline,-0.4,0.22773588,0.22773588,0.18297684,0.16949764,0.044759035,ONET02,ONET06,Expert_consensus,0.0
operational storage,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.2841696,0.2841696,0.21596922,0.18982418,0.068200395,DEC03,DEC01,ONET_BrightOutlook_2024,0.0
operational monitoring,1,0.832,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.29120144,0.29120144,0.24161763,0.20197278,0.049583808,DEC03,MCK01,ONET_BrightOutlook_2024,0.0
operational maturity,1,0.75,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.26116192,0.26116192,0.25944093,0.2581038,0.0017209947,MCK02,DEC02,WEF_FutureOfJobs_2025,0.0
operational excellence,3,0.75,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.24732128,0.24732128,0.2434462,0.22850981,0.0038750768,MCK02,MCK05,McKinsey_FutureOfWork_2025,0.0
TensorRT Plugins,1,0.844,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.21792583,0.21792583,0.13081782,0.12013736,0.087108016,ONET03,DEC02,WEF_FutureOfJobs_2025,0.0
operational accuracy,1,0.75,DEC01,Routine Data Entry & Clerical,Decline,-0.6,0.14178336,0.14178336,0.11344003,0.07020933,0.028343327,DEC03,WEF03,WEF_FutureOfJobs_2023,0.0
non,1,0.301,DEC02,Legacy Web Development,Decline,-0.4,0.12642092,0.12642092,0.11461118,0.077059776,0.0118097365,MCK05,MCK02,Expert_consensus,0.0
TensorRT,1,0.847,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.1968121,0.1968121,0.10783266,0.0872273,0.08897943,WEF07,ONET03,WEF_FutureOfJobs_2025,0.0
Te Aho o Te Kura Pounamu,1,0.75,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.09249247,0.09249247,0.09139018,0.07126079,0.001102291,ESCO01,MCK05,McKinsey_FutureOfWork_2025,0.0
non-allied health,1,0.75,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.16562451,0.16562451,0.15764412,0.1430329,0.007980391,MCK02,WEF07,WEF_FutureOfJobs_2025,0.0
operation,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.17692102,0.17692102,0.17210805,0.16882128,0.0048129708,ONET06,DEC03,ONET_BrightOutlook_2024,0.0
North America,2,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.17443982,0.17443982,0.15320495,0.14907451,0.02123487,ONET03,WEF04,ONET_BrightOutlook_2024,0.0
Te Kura,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.102244735,0.102244735,0.10038313,0.09182239,0.0018616021,MCK05,ESCO01,WEF_FutureOfJobs_2025,0.0
OpenTelemetry,1,0.852,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.14861304,0.14861304,0.1413887,0.14016616,0.0072243363,ESCO02,ONET02,ONET_BrightOutlook_2024,0.0
OpenStack Protected,1,0.75,WEF03,Cybersecurity,Strong_Growth,0.9,0.18771991,0.18771991,0.15909721,0.11622138,0.028622702,WEF04,MCK05,WEF_FutureOfJobs_2025,0.0
tenant-to-tenant migrations,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.23033962,0.23033962,0.1857761,0.15026248,0.044563517,WEF05,MCK05,WEF_FutureOfJobs_2025,0.0
OpenShift,1,0.732,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.19650452,0.19650452,0.18493643,0.17181292,0.011568084,ONET02,MCK05,WEF_FutureOfJobs_2025,0.0
Nottingham Centre for Transgender Health,1,0.75,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.12107821,0.12107821,0.10114007,0.07026006,0.019938141,MCK02,MCK01,McKinsey_FutureOfWork_2025,0.0
Teagasc Post-Doctoral Fellowship Programme,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.18426704,0.18426704,0.15566821,0.12908672,0.02859883,ONET02,MCK03,McKinsey_FutureOfWork_2025,0.0
telemetry,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.27555096,0.27555096,0.22390042,0.21533795,0.05165054,MCK01,WEF04,ONET_BrightOutlook_2024,0.0
vault strategies,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.22490875,0.22490875,0.21846311,0.21398921,0.0064456463,MCK05,WEF03,ONET_BrightOutlook_2024,0.0
of,1,0.535,MCK04,Critical Thinking & Problem Solving,Strong_Growth,0.8,0.16797696,0.16797696,0.1437718,0.13965069,0.024205163,ONET02,ONET01,McKinsey_FutureOfWork_2025,0.0
NVIDIA Elite Service Delivery Partner,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.14784482,0.14784482,0.12097003,0.105350256,0.026874788,WEF04,WEF05,McKinsey_FutureOfWork_2025,0.0
Nvidia Jetson,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.1429263,0.1429263,0.12909018,0.12017033,0.0138361305,ONET04,DEC03,ONET_BrightOutlook_2024,0.0
"Office 365,",1,0.438,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.29332235,0.29332235,0.2784971,0.25854895,0.014825255,DEC02,ONET06,WEF_FutureOfJobs_2025,0.0
telemedicine,1,0.75,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.2588294,0.2588294,0.24774124,0.22133823,0.011088178,ONET02,DEC01,McKinsey_FutureOfWork_2025,0.0
Technology Risk,1,0.482,WEF08,Technological Literacy & Digital Fluency,Strong_Growth,0.85,0.29226622,0.29226622,0.28690183,0.27980325,0.005364388,DEC02,WEF06,WEF_FutureOfJobs_2025,0.0
operational trends,1,0.75,DEC03,Routine Maintenance Coding,Decline,-0.3,0.28551325,0.28551325,0.27880314,0.24605201,0.006710112,ONET02,WEF04,McKinsey_FutureOfWork_2023,0.0
Nvidia NSight,1,0.827,ONET04,Game Development & Interactive Media,Moderate_Growth,0.6,0.11941175,0.11941175,0.117659956,0.081880346,0.0017517954,ONET02,ONET03,ONET_BrightOutlook_2024,0.0
vault logic,1,0.843,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.17986381,0.17986381,0.16902035,0.16654764,0.010843456,WEF03,WEF04,ONET_BrightOutlook_2024,0.0
Ofcom,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.21874852,0.21874852,0.15829782,0.124966905,0.060450703,ONET03,ESCO01,McKinsey_FutureOfWork_2025,0.0
NZ,1,0.521,WEF08,Technological Literacy & Digital Fluency,Strong_Growth,0.85,0.11425201,0.11425201,0.10523231,0.10019531,0.009019695,ONET04,DEC02,WEF_FutureOfJobs_2025,0.0
OCPP,1,0.852,DEC03,Routine Maintenance Coding,Decline,-0.3,0.11846462,0.11846462,0.11483321,0.104109295,0.0036314055,WEF05,WEF04,McKinsey_FutureOfWork_2023,0.0
office equipment,1,0.75,DEC01,Routine Data Entry & Clerical,Decline,-0.6,0.28848168,0.28848168,0.23746738,0.22656277,0.051014304,DEC03,MCK02,WEF_FutureOfJobs_2023,0.0
NZFIU,1,0.75,ESCO01,Project Management & Agile Methodologies,Moderate_Growth,0.55,0.10202471,0.10202471,0.09465421,0.07972465,0.0073705018,ONET04,MCK02,ESCO_v1.2_2024,0.0
variance analysis.,1,0.554,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.20258164,0.20258164,0.118181564,0.11463996,0.08440008,ONET03,MCK03,WEF_FutureOfJobs_2025,0.0
OAuth 2.0,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.09303029,0.09303029,0.081317134,0.072109185,0.011713155,ONET01,ONET03,WEF_FutureOfJobs_2025,0.0
object,1,0.56,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.14333309,0.14333309,0.116503924,0.094045214,0.026829168,WEF07,WEF01,ONET_BrightOutlook_2024,0.0
OCPI,1,0.849,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.13163412,0.13163412,0.12488545,0.118229784,0.006748669,WEF07,WEF05,ONET_BrightOutlook_2024,0.0
OCIO,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.1142821,0.1142821,0.081816606,0.06033123,0.032465495,MCK05,ONET02,WEF_FutureOfJobs_2025,0.0
Vascular,1,0.842,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.13605025,0.13605025,0.13387366,0.1282998,0.0021765977,WEF05,ONET01,ONET_BrightOutlook_2024,0.0
observability,2,0.7615000000000001,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.15537313,0.15537313,0.099587604,0.07877328,0.055785522,ONET06,WEF03,WEF_FutureOfJobs_2025,0.0
observability workflows,1,0.75,DEC03,Routine Maintenance Coding,Decline,-0.3,0.25306097,0.25306097,0.23753703,0.20021793,0.01552394,MCK01,ONET02,McKinsey_FutureOfWork_2023,0.0
Ochre Cards,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.12714817,0.12714817,0.11380379,0.10626921,0.013344377,DEC02,DEC03,McKinsey_FutureOfWork_2025,0.0
NVIDIA,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.16634808,0.16634808,0.13531402,0.12706122,0.031034067,ONET04,DEC02,ONET_BrightOutlook_2024,0.0
Office machines,1,0.75,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.29446387,0.29446387,0.25791144,0.25722414,0.03655243,WEF04,ONET02,McKinsey_FutureOfWork_2025,0.0
online health and fitness programs,1,0.75,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.24740042,0.24740042,0.21084917,0.15373796,0.036551252,WEF05,ONET03,WEF_FutureOfJobs_2025,0.0
NSight.,1,0.553,ONET04,Game Development & Interactive Media,Moderate_Growth,0.6,0.15606113,0.15606113,0.15122814,0.14766309,0.004832983,ONET02,ESCO01,ONET_BrightOutlook_2024,0.0
online booking,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.2439165,0.2439165,0.14704953,0.11400363,0.096866965,MCK02,ONET06,WEF_FutureOfJobs_2025,0.0
