skill,freq,mean_confidence,best_domain_id,best_future_domain,trend_label,trend_score,similarity,top1_similarity,top2_similarity,top3_similarity,mapping_margin,top2_domain_id,top3_domain_id,domain_source,future_weight
manage platforms,1,0.682,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.35054106,0.35054106,0.3320137,0.32279816,0.018527359,WEF04,ONET02,WEF_FutureOfJobs_2025,0.24537873864173887
operate mission critical corporate systems,1,0.597,MCK04,Critical Thinking & Problem Solving,Strong_Growth,0.8,0.30659854,0.30659854,0.27886918,0.2710149,0.027729362,MCK02,ESCO02,McKinsey_FutureOfWork_2025,0.24527883529663086
leadership qualities,1,0.517,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.44565192,0.44565192,0.30313936,0.21734165,0.14251256,MCK05,ESCO01,McKinsey_FutureOfWork_2025,0.24510855525732042
manage risk,1,0.732,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.32630798,0.32630798,0.26823372,0.19802943,0.058074266,ESCO01,MCK03,WEF_FutureOfJobs_2025,0.24473098665475845
manage potential impacts,1,0.541,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.3262392,0.3262392,0.29994708,0.27979293,0.026292115,ESCO01,MCK02,WEF_FutureOfJobs_2025,0.24467939883470535
motivate,2,0.493,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.32601997,0.32601997,0.22924545,0.21409076,0.09677452,DEC03,MCK03,WEF_FutureOfJobs_2025,0.24451497942209244
work in a team environment,1,1.0,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.44445896,0.44445896,0.41224012,0.315846,0.032218844,MCK02,MCK05,McKinsey_FutureOfWork_2025,0.24445242881774903
solutions,4,0.5065,MCK04,Critical Thinking & Problem Solving,Strong_Growth,0.8,0.30555674,0.30555674,0.21717466,0.17637771,0.08838208,DEC03,ESCO01,McKinsey_FutureOfWork_2025,0.24444539546966554
software systems.,1,0.508,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.48878777,0.48878777,0.42817214,0.40832594,0.06061563,ONET06,DEC03,ONET_BrightOutlook_2024,0.24439388513565063
evolving.,1,0.505,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.32584995,0.32584995,0.18482248,0.16244353,0.14102747,DEC02,DEC03,WEF_FutureOfJobs_2025,0.2443874627351761
give and solicit feedback from UX design peers,1,0.647,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.4441608,0.4441608,0.2979021,0.23014703,0.14625868,MCK02,DEC02,ONET_BrightOutlook_2024,0.24428843408823014
work in a dynamic environment,1,0.629,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.32531622,0.32531622,0.21022964,0.19691916,0.115086585,DEC03,DEC02,WEF_FutureOfJobs_2025,0.24398716539144516
implement test applications,1,1.0,ONET05,Quality Assurance & Testing,Moderate_Growth,0.55,0.4428861,0.4428861,0.27568036,0.23720552,0.16720575,ONET03,DEC03,ONET_BrightOutlook_2024,0.24358736276626589
collaborate with UI/UX designers,1,0.753,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.44285002,0.44285002,0.3640933,0.35064512,0.07875672,WEF07,MCK02,ONET_BrightOutlook_2024,0.24356751292943957
develop decentralized applications,1,0.686,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.4870912,0.4870912,0.30339867,0.2804842,0.18369254,WEF04,WEF05,ONET_BrightOutlook_2024,0.24354560673236847
manage teams,2,0.8220000000000001,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.44279018,0.44279018,0.29613534,0.29224113,0.14665484,MCK02,ESCO01,McKinsey_FutureOfWork_2025,0.24353459924459459
support lifelong learning,1,0.64,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.32468876,0.32468876,0.2494418,0.217036,0.07524696,DEC02,DEC03,WEF_FutureOfJobs_2025,0.24351657181978226
work in a complex environment,1,0.849,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.32407907,0.32407907,0.28059983,0.23612067,0.043479234,MCK02,DEC03,WEF_FutureOfJobs_2025,0.24305929988622665
understand distributed systems,1,0.618,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.4858923,0.4858923,0.31492406,0.24630612,0.17096823,ONET02,WEF04,ONET_BrightOutlook_2024,0.24294614791870117
guide teams to quality,1,0.68,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.44149816,0.44149816,0.35735804,0.26999626,0.08414012,MCK02,ONET05,McKinsey_FutureOfWork_2025,0.24282398819923404
create new capabilities,1,0.779,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.3234944,0.3234944,0.29997504,0.25389335,0.023519367,MCK02,MCK03,WEF_FutureOfJobs_2025,0.2426208034157753
coaching and,1,0.445,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.4411035,0.4411035,0.2896704,0.24656333,0.15143308,MCK02,ONET01,McKinsey_FutureOfWork_2025,0.2426069185137749
champion professional development,1,0.649,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.44057223,0.44057223,0.32234094,0.30715734,0.1182313,MCK02,MCK05,McKinsey_FutureOfWork_2025,0.2423147276043892
innovate,1,0.581,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.32308334,0.32308334,0.22853568,0.2257861,0.09454766,DEC03,WEF08,WEF_FutureOfJobs_2025,0.2423125058412552
foster strong working relationships,1,1.0,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.3229701,0.3229701,0.26957557,0.23505776,0.053394526,MCK03,MCK02,WEF_FutureOfJobs_2025,0.24222756922245026
think in stories,1,0.471,MCK04,Critical Thinking & Problem Solving,Strong_Growth,0.8,0.30255115,0.30255115,0.16880725,0.15760377,0.1337439,MCK05,ESCO01,McKinsey_FutureOfWork_2025,0.24204092025756838
perform automated testing,1,0.623,ONET05,Quality Assurance & Testing,Moderate_Growth,0.55,0.43996125,0.43996125,0.26609516,0.260922,0.1738661,DEC03,MCK01,ONET_BrightOutlook_2024,0.24197869002819064
develop APIs,1,0.759,ONET01,Software Development & Engineering,Moderate_Growth,0.65,0.37218618,0.37218618,0.29433313,0.28307015,0.077853054,DEC03,ONET03,ONET_BrightOutlook_2024,0.2419210195541382
gain experience,1,0.637,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.32232144,0.32232144,0.25555456,0.25459823,0.06676689,MCK02,ESCO02,WEF_FutureOfJobs_2025,0.24174108356237411
integrate flexibility products,1,0.714,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.32222676,0.32222676,0.21679783,0.18821715,0.105428934,MCK02,WEF05,WEF_FutureOfJobs_2025,0.24167007207870483
comprehensive testing,1,0.367,ONET05,Quality Assurance & Testing,Moderate_Growth,0.55,0.43882373,0.43882373,0.3190147,0.20954086,0.11980903,DEC03,ONET03,ONET_BrightOutlook_2024,0.24135305136442187
make lasting impact,1,0.632,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.32160947,0.32160947,0.16270986,0.15706931,0.1588996,MCK02,ESCO01,WEF_FutureOfJobs_2025,0.24120710045099258
sell complex solutions,1,0.671,MCK04,Critical Thinking & Problem Solving,Strong_Growth,0.8,0.30115855,0.30115855,0.22807893,0.2217567,0.073079616,MCK02,ONET06,McKinsey_FutureOfWork_2025,0.24092683792114258
designing,12,0.5566666666666666,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.43778345,0.43778345,0.34654585,0.29234934,0.091237605,DEC02,ESCO02,ONET_BrightOutlook_2024,0.24078089743852618
data services.,1,0.475,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.4811402,0.4811402,0.4372922,0.39248648,0.043848008,WEF02,DEC01,ONET_BrightOutlook_2024,0.2405700981616974
-motivation,2,0.502,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.32075712,0.32075712,0.21928045,0.18205456,0.10147667,MCK03,MCK04,WEF_FutureOfJobs_2025,0.24056784063577652
develop automated unit tests,1,1.0,ONET05,Quality Assurance & Testing,Moderate_Growth,0.55,0.43724796,0.43724796,0.2778169,0.26007938,0.15943107,DEC03,MCK01,ONET_BrightOutlook_2024,0.240486378967762
lead a team,6,0.7706666666666666,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.43711728,0.43711728,0.20132133,0.19470699,0.23579594,ESCO01,MCK02,McKinsey_FutureOfWork_2025,0.24041450321674349
manage a team of engagement and community officers,1,0.658,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.43649033,0.43649033,0.35515544,0.26918915,0.08133489,MCK02,ESCO01,McKinsey_FutureOfWork_2025,0.24006967991590503
work in a team,4,0.70325,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.4363815,0.4363815,0.29770756,0.24039736,0.13867393,MCK02,MCK05,McKinsey_FutureOfWork_2025,0.24000981897115709
reward growth,1,0.633,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.31986055,0.31986055,0.22435835,0.12898129,0.0955022,MCK03,ESCO01,WEF_FutureOfJobs_2025,0.23989541083574295
develop digital ad content,1,1.0,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.34270036,0.34270036,0.2934179,0.28944537,0.04928246,DEC02,ONET03,WEF_FutureOfJobs_2025,0.23989025354385374
provide training to team members,1,0.699,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.43564066,0.43564066,0.35812715,0.24137227,0.077513516,MCK02,WEF07,McKinsey_FutureOfWork_2025,0.23960236459970477
design technology solutions,1,0.935,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.4348973,0.4348973,0.39815646,0.35716712,0.03674084,DEC02,MCK02,ONET_BrightOutlook_2024,0.2391935169696808
manage systems administration,1,0.696,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.47796184,0.47796184,0.30936444,0.28221536,0.1685974,ESCO01,ONET06,ONET_BrightOutlook_2024,0.23898091912269592
thrive with minimal supervision,1,0.823,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.3182563,0.3182563,0.18026748,0.16915227,0.1379888,MCK03,MCK02,WEF_FutureOfJobs_2025,0.23869221657514572
value unique talents,1,0.633,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.31770548,0.31770548,0.2859784,0.18482187,0.031727076,MCK03,MCK02,WEF_FutureOfJobs_2025,0.23827911168336868
implement automation,1,1.0,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.47651973,0.47651973,0.3972661,0.3225722,0.079253644,WEF07,DEC03,McKinsey_FutureOfWork_2025,0.23825986683368683
align platform with organizational financial programs,1,0.598,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.33961463,0.33961463,0.29098472,0.26107135,0.04862991,ONET06,MCK02,WEF_FutureOfJobs_2025,0.23773024082183836
take on vital role in software development quality assurance process,1,0.605,ONET05,Quality Assurance & Testing,Moderate_Growth,0.55,0.43191147,0.43191147,0.34255743,0.32861856,0.08935404,ONET01,ESCO02,ONET_BrightOutlook_2024,0.23755130767822266
enhance team effectiveness,1,1.0,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.43183383,0.43183383,0.35481477,0.27085263,0.077019066,MCK02,MCK05,McKinsey_FutureOfWork_2025,0.2375086084008217
lead teams,4,0.74175,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.43175054,0.43175054,0.22288989,0.21134637,0.20886065,ESCO01,MCK02,McKinsey_FutureOfWork_2025,0.2374627947807312
empower youth,1,0.731,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.31655058,0.31655058,0.27547005,0.10777385,0.041080534,MCK03,DEC02,WEF_FutureOfJobs_2025,0.2374129369854927
learn new skills,3,0.8283333333333333,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.31645378,0.31645378,0.27386892,0.26845792,0.042584866,DEC03,MCK03,WEF_FutureOfJobs_2025,0.23734033852815628
demonstrate leadership,1,0.68,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.43142152,0.43142152,0.23210618,0.20234627,0.19931534,MCK02,ESCO01,McKinsey_FutureOfWork_2025,0.23728183507919312
ensuring that our platform meets all customer expectations,1,0.393,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.3380676,0.3380676,0.24692117,0.228932,0.091146424,DEC03,MCK02,WEF_FutureOfJobs_2025,0.23664731383323667
smart contracts.,1,0.481,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.47312236,0.47312236,0.2982281,0.28698483,0.17489424,DEC03,MCK02,ONET_BrightOutlook_2024,0.23656117916107178
work with a team,1,0.649,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.43011105,0.43011105,0.33786136,0.2143079,0.09224969,MCK02,MCK05,McKinsey_FutureOfWork_2025,0.23656107783317568
design products,1,0.674,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.42999458,0.42999458,0.33304986,0.32130617,0.09694472,DEC02,ESCO02,ONET_BrightOutlook_2024,0.23649702072143555
work in teams,1,0.651,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.42996514,0.42996514,0.31948832,0.21085855,0.11047682,MCK02,MCK05,McKinsey_FutureOfWork_2025,0.2364808261394501
data collection tools.,1,0.459,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.47259948,0.47259948,0.3829041,0.3823604,0.089695364,DEC01,WEF02,ONET_BrightOutlook_2024,0.23629973828792572
build high-performing teams,1,0.711,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.42957807,0.42957807,0.3554941,0.2622708,0.074083954,MCK02,ESCO01,McKinsey_FutureOfWork_2025,0.23626793622970582
guide career goals,1,0.631,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.4290398,0.4290398,0.37448177,0.30729577,0.05455804,MCK05,ESCO01,McKinsey_FutureOfWork_2025,0.23597189337015154
coach a team,1,0.717,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.4285857,0.4285857,0.18069153,0.17530532,0.24789418,MCK02,MCK05,McKinsey_FutureOfWork_2025,0.23572213947772983
lead the development,1,0.551,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.42836243,0.42836243,0.3192425,0.28513062,0.10911992,MCK02,ESCO01,McKinsey_FutureOfWork_2025,0.23559933602809907
apply Civil Engineering project experience,1,0.676,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.47098792,0.47098792,0.31598845,0.30236718,0.15499946,ONET01,MCK02,ESCO_v1.2_2024,0.2354939579963684
usability,1,0.508,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.4279892,0.4279892,0.35353655,0.29865196,0.07445267,DEC02,DEC03,ONET_BrightOutlook_2024,0.23539406806230548
disciplined,1,0.531,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.31322646,0.31322646,0.19706358,0.12853715,0.11616288,MCK03,DEC03,WEF_FutureOfJobs_2025,0.23491984605789185
operate mission critical gaming systems,1,0.594,ONET04,Game Development & Interactive Media,Moderate_Growth,0.6,0.39121115,0.39121115,0.29322842,0.269595,0.097982734,ONET02,MCK04,ONET_BrightOutlook_2024,0.2347266912460327
apply new skills,1,0.912,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.31232366,0.31232366,0.29216895,0.27833965,0.020154715,MCK03,WEF08,WEF_FutureOfJobs_2025,0.234242744743824
understand quality assurance,1,0.585,ONET05,Quality Assurance & Testing,Moderate_Growth,0.55,0.42561647,0.42561647,0.2436398,0.18025275,0.18197668,ESCO02,ONET02,ONET_BrightOutlook_2024,0.23408906012773514
plan complex projects,1,0.709,ESCO01,Project Management & Agile Methodologies,Moderate_Growth,0.55,0.4249762,0.4249762,0.36440966,0.31259185,0.060566545,MCK04,ESCO02,ESCO_v1.2_2024,0.23373690992593768
teamwork,1,0.595,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.42422825,0.42422825,0.4188595,0.30376208,0.0053687394,MCK02,DEC03,McKinsey_FutureOfWork_2025,0.23332553803920747
collaborate with team leads,1,0.661,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.4236508,0.4236508,0.39132997,0.33567506,0.032320827,MCK02,WEF07,McKinsey_FutureOfWork_2025,0.23300794064998628
manage team performance,1,0.694,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.42359173,0.42359173,0.2684515,0.26470876,0.15514022,MCK02,ESCO01,McKinsey_FutureOfWork_2025,0.23297545313835147
grow influence in leadership,1,0.634,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.42342058,0.42342058,0.29913452,0.18426761,0.124286056,MCK05,ESCO01,McKinsey_FutureOfWork_2025,0.23288131803274156
perform testing,2,0.607,ONET05,Quality Assurance & Testing,Moderate_Growth,0.55,0.42325518,0.42325518,0.18670294,0.14076914,0.23655224,DEC03,MCK04,ONET_BrightOutlook_2024,0.23279034644365312
improve software development methodologies,1,1.0,ESCO01,Project Management & Agile Methodologies,Moderate_Growth,0.55,0.42265525,0.42265525,0.40053937,0.3590028,0.022115886,ONET01,DEC03,ESCO_v1.2_2024,0.23246039003133775
scalable decentralized applications (DApps),1,0.488,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.46460512,0.46460512,0.3248693,0.30158028,0.13973582,WEF04,ONET02,ONET_BrightOutlook_2024,0.23230256140232086
step into engineering tasks,1,0.508,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.4643828,0.4643828,0.35562053,0.34441403,0.108762264,DEC03,MCK04,ESCO_v1.2_2024,0.23219139873981476
aid agency leaders in recruiting talented individuals,1,0.701,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.42138433,0.42138433,0.23601192,0.19712618,0.18537241,WEF07,MCK05,McKinsey_FutureOfWork_2025,0.23176138401031496
conduct usability tests,1,0.594,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.4213821,0.4213821,0.35262805,0.2544744,0.06875405,ONET05,ESCO02,ONET_BrightOutlook_2024,0.23176015466451647
gather functional requirements,1,0.602,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.46337625,0.46337625,0.3123275,0.2863565,0.15104875,ONET03,DEC03,ESCO_v1.2_2024,0.23168812692165375
develop automated acceptance tests,1,0.785,ONET05,Quality Assurance & Testing,Moderate_Growth,0.55,0.42124176,0.42124176,0.24425171,0.23916587,0.17699005,ESCO02,ONET03,ONET_BrightOutlook_2024,0.23168296813964845
develop advertising solutions,1,0.682,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.3309721,0.3309721,0.27409253,0.1806245,0.05687958,ESCO02,MCK04,WEF_FutureOfJobs_2025,0.23168047368526457
lead product engineering teams,1,1.0,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.4209428,0.4209428,0.4190168,0.36707115,0.0019260049,MCK02,ESCO02,McKinsey_FutureOfWork_2025,0.23151854723691942
gather requirements for projects,1,0.618,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.46276888,0.46276888,0.37722808,0.32890403,0.0855408,ESCO01,MCK02,ESCO_v1.2_2024,0.23138444125652313
build a well-rounded career,1,0.658,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.30817574,0.30817574,0.28582376,0.23600268,0.02235198,MCK03,MCK02,WEF_FutureOfJobs_2025,0.23113180696964264
architect solutions for multi-tenant enterprise SaaS products,1,0.677,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.3292739,0.3292739,0.32729423,0.3029748,0.0019796789,MCK02,WEF04,WEF_FutureOfJobs_2025,0.23049173653125762
apply analytical technical skills,1,1.0,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.4609159,0.4609159,0.39917165,0.3933943,0.061744243,MCK02,MCK04,ESCO_v1.2_2024,0.23045794665813446
do impactful work,1,0.4,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.30723825,0.30723825,0.24833721,0.16312307,0.05890104,MCK02,ESCO01,WEF_FutureOfJobs_2025,0.23042868822813034
create joy in work,1,0.649,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.30715778,0.30715778,0.20182844,0.19360939,0.10532935,MCK03,MCK02,WEF_FutureOfJobs_2025,0.23036833852529526
develop automation scripts,1,0.971,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.46063027,0.46063027,0.34143284,0.33781898,0.11919743,DEC03,WEF07,McKinsey_FutureOfWork_2025,0.23031513392925262
provide technical design services,1,0.705,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.41863772,0.41863772,0.3778881,0.37032977,0.04074961,ESCO02,MCK02,ONET_BrightOutlook_2024,0.23025074750185015
develop test cases,1,1.0,ONET05,Quality Assurance & Testing,Moderate_Growth,0.55,0.41835,0.41835,0.3356783,0.26852462,0.0826717,ESCO02,ONET03,ONET_BrightOutlook_2024,0.2300925061106682
develop business cases,1,0.954,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.45956153,0.45956153,0.23604256,0.22397797,0.22351897,ONET06,MCK02,ESCO_v1.2_2024,0.22978076338768005
provide engineering design input,1,0.675,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.41764876,0.41764876,0.38881722,0.2673257,0.028831542,ESCO02,MCK02,ONET_BrightOutlook_2024,0.22970681935548784
robustness.,1,0.52,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.30611596,0.30611596,0.1938885,0.16629045,0.112227455,DEC03,DEC02,WEF_FutureOfJobs_2025,0.22958696633577347
interact with engineering,1,0.612,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.45915452,0.45915452,0.4255763,0.36074233,0.033578217,ONET03,MCK02,ESCO_v1.2_2024,0.22957725822925568
profitability.,1,0.494,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.3060748,0.3060748,0.20958407,0.18493119,0.096490726,DEC03,DEC02,WEF_FutureOfJobs_2025,0.2295560985803604
create human-centred digital experiences,1,0.853,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.41699195,0.41699195,0.30908453,0.3011255,0.107907414,MCK02,ONET04,ONET_BrightOutlook_2024,0.2293455719947815
design software solutions,2,0.756,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.41682604,0.41682604,0.40852663,0.38538614,0.00829941,DEC03,DEC02,ONET_BrightOutlook_2024,0.22925432175397875
define project goals,1,0.68,ESCO01,Project Management & Agile Methodologies,Moderate_Growth,0.55,0.4166766,0.4166766,0.28346315,0.27818644,0.13321346,MCK03,MCK04,ESCO_v1.2_2024,0.2291721358895302
deliver high-performing database environments,1,0.661,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.45799243,0.45799243,0.2996306,0.29408622,0.15836182,DEC02,DEC03,ONET_BrightOutlook_2024,0.22899621725082397
manage risks,2,0.7545,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.30524856,0.30524856,0.24287902,0.19863656,0.06236954,ESCO01,MCK03,WEF_FutureOfJobs_2025,0.22893641889095306
develop multimedia content,1,0.748,ONET04,Game Development & Interactive Media,Moderate_Growth,0.6,0.38067767,0.38067767,0.36145413,0.27750394,0.019223541,DEC02,ONET03,ONET_BrightOutlook_2024,0.22840660214424133
develop graphics,1,1.0,ONET04,Game Development & Interactive Media,Moderate_Growth,0.6,0.38064682,0.38064682,0.33041152,0.28639865,0.0502353,ONET03,DEC02,ONET_BrightOutlook_2024,0.22838809490203857
analyze communications market data,1,0.696,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.32612905,0.32612905,0.2523433,0.23472643,0.07378575,ESCO02,WEF02,WEF_FutureOfJobs_2025,0.2282903343439102
value unique experiences,1,0.639,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.30409175,0.30409175,0.22934523,0.21559952,0.07474652,MCK02,ONET04,WEF_FutureOfJobs_2025,0.22806881368160248
administer SQL databases,1,0.675,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.4551491,0.4551491,0.27957046,0.18780957,0.17557865,DEC01,ESCO01,ONET_BrightOutlook_2024,0.22757455706596375
work on business development tasks,1,0.606,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.4545887,0.4545887,0.32923073,0.3142373,0.12535799,MCK02,ESCO01,ESCO_v1.2_2024,0.22729435563087463
apply engineering skills,1,0.675,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.4544835,0.4544835,0.31605643,0.29445985,0.13842708,ONET03,ONET01,ESCO_v1.2_2024,0.22724175453186035
work as part of a team,1,0.876,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.41277677,0.41277677,0.3353556,0.22726242,0.07742116,MCK02,MCK05,McKinsey_FutureOfWork_2025,0.22702722251415255
manage construction projects,1,0.601,ESCO01,Project Management & Agile Methodologies,Moderate_Growth,0.55,0.41269964,0.41269964,0.27492338,0.25745362,0.13777626,MCK02,MCK03,ESCO_v1.2_2024,0.2269848018884659
stable,2,0.48050000000000004,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.3025382,0.3025382,0.19147223,0.13680506,0.111065954,DEC02,DEC03,WEF_FutureOfJobs_2025,0.22690363973379135
plan career development,1,0.61,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.41252232,0.41252232,0.37630275,0.34710464,0.036219567,ESCO02,MCK04,McKinsey_FutureOfWork_2025,0.22688727378845217
manage design of projects,1,0.631,ESCO01,Project Management & Agile Methodologies,Moderate_Growth,0.55,0.4123249,0.4123249,0.29678386,0.2802889,0.11554104,MCK02,ONET03,ESCO_v1.2_2024,0.2267786979675293
identify opportunities,1,0.554,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.3013752,0.3013752,0.26449716,0.2523475,0.03687805,MCK03,MCK02,WEF_FutureOfJobs_2025,0.22603140771389008
foster joy in daily tasks,1,0.626,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.3012211,0.3012211,0.24969462,0.2152691,0.051526487,DEC03,MCK03,WEF_FutureOfJobs_2025,0.22591582685709
work closely with teams,1,0.657,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.41069883,0.41069883,0.38448757,0.21092586,0.026211262,MCK02,WEF07,McKinsey_FutureOfWork_2025,0.22588435709476473
gather requirements through workshops,1,0.704,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.45167184,0.45167184,0.41228193,0.3171152,0.03938991,MCK02,ONET03,ESCO_v1.2_2024,0.225835919380188
gather the requirements,1,0.489,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.451347,0.451347,0.33925694,0.3115855,0.11209005,MCK02,ONET03,ESCO_v1.2_2024,0.22567349672317505
oversee testing activities,1,0.715,ONET05,Quality Assurance & Testing,Moderate_Growth,0.55,0.41018623,0.41018623,0.25297552,0.24133037,0.15721071,MCK03,ONET02,ONET_BrightOutlook_2024,0.22560242712497713
ensure their data ecosystems,1,0.627,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.45110238,0.45110238,0.37728578,0.339511,0.0738166,WEF02,WEF04,ONET_BrightOutlook_2024,0.22555118799209595
manage schedule related to projects,1,0.694,ESCO01,Project Management & Agile Methodologies,Moderate_Growth,0.55,0.40934417,0.40934417,0.22791292,0.21136038,0.18143125,DEC03,MCK03,ESCO_v1.2_2024,0.22513929158449175
conduct thorough testing,1,0.64,ONET05,Quality Assurance & Testing,Moderate_Growth,0.55,0.4093377,0.4093377,0.19736029,0.1847496,0.2119774,DEC03,DEC01,ONET_BrightOutlook_2024,0.22513573467731476
visual design skills,1,0.559,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.40928876,0.40928876,0.30815196,0.2982979,0.1011368,ONET04,MCK02,ONET_BrightOutlook_2024,0.22510882019996645
integrate market context,1,0.655,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.320927,0.320927,0.25286007,0.20384377,0.068066925,ESCO02,ONET06,WEF_FutureOfJobs_2025,0.2246488958597183
