job_id,date_posted,knowledge,confidence_score,confidence_tier,source
in-d0947e6a5836b0db,11/10/2025,Diploma / Degree,0.375,Very Low,BERT (standalone)
in-db8c0715e57310d5,11/3/2025,Google Cloud,0.75,Medium High,LLM
in-db8c0715e57310d5,11/3/2025,GCP,0.75,Medium High,LLM
in-db8c0715e57310d5,11/3/2025,networking,0.744,Medium High,BERT+LLM
in-db8c0715e57310d5,11/3/2025,system administration,0.825,High,BERT+LLM
in-db8c0715e57310d5,11/3/2025,platform,0.806,High,BERT+LLM
in-db8c0715e57310d5,11/3/2025,debugging,0.75,Medium High,LLM
in-db8c0715e57310d5,11/3/2025,coding,0.75,Medium High,LLM
in-db8c0715e57310d5,11/3/2025,scripting,0.75,Medium High,LLM
in-db8c0715e57310d5,11/3/2025,incident management,0.75,Medium High,LLM
in-db8c0715e57310d5,11/3/2025,product technology,0.75,Medium High,LLM
in-db8c0715e57310d5,11/3/2025,underlying architectures,0.75,Medium High,LLM
in-db8c0715e57310d5,11/3/2025,production deployments,0.75,Medium High,LLM
in-db8c0715e57310d5,11/3/2025,technical escalations,0.75,Medium High,LLM
in-b8746aaa0ec7e651,11/10/2025,IP networking,0.841,High,BERT+LLM
in-b8746aaa0ec7e651,11/10/2025,infrastructure design,0.836,High,BERT+LLM
in-b8746aaa0ec7e651,11/10/2025,system implementation,0.818,High,BERT+LLM
in-b8746aaa0ec7e651,11/10/2025,presales,0.801,High,BERT+LLM
in-b8746aaa0ec7e651,11/10/2025,TCP/IP networking,0.75,Medium High,LLM
in-b8746aaa0ec7e651,11/10/2025,subnetting,0.849,High,BERT+LLM
in-b8746aaa0ec7e651,11/10/2025,routing,0.83,High,BERT+LLM
in-b8746aaa0ec7e651,11/10/2025,troubleshooting,0.789,Medium High,BERT+LLM
in-b8746aaa0ec7e651,11/10/2025,DNS,0.819,High,BERT+LLM
in-b8746aaa0ec7e651,11/10/2025,network equipment setup,0.85,High,BERT+LLM
in-b8746aaa0ec7e651,11/10/2025,infrastructure configuration,0.837,High,BERT+LLM
in-b8746aaa0ec7e651,11/10/2025,system integration,0.834,High,BERT+LLM
in-b8746aaa0ec7e651,11/10/2025,project management,0.75,Medium High,LLM
in-b8746aaa0ec7e651,11/10/2025,TCP,0.558,Medium Low,BERT (standalone)
in-22676c9b23589e66,11/16/2025,Information Technology,0.85,High,BERT+LLM
in-22676c9b23589e66,11/16/2025,Network Infrastructure,0.841,High,BERT+LLM
in-22676c9b23589e66,11/16/2025,Defence,0.84,High,BERT+LLM
in-e968964d563ad8f1,11/18/2025,shipping,0.75,Medium High,LLM
in-e968964d563ad8f1,11/18/2025,floating infrastructure,0.75,Medium High,LLM
in-e968964d563ad8f1,11/18/2025,deepwater oil & gas production,0.75,Medium High,LLM
in-e968964d563ad8f1,11/18/2025,sustainable technologies,0.75,Medium High,LLM
in-e968964d563ad8f1,11/18/2025,LNG,0.75,Medium High,LLM
in-e968964d563ad8f1,11/18/2025,LPG,0.75,Medium High,LLM
in-e968964d563ad8f1,11/18/2025,renewables,0.75,Medium High,LLM
in-e968964d563ad8f1,11/18/2025,solar,0.75,Medium High,LLM
in-e968964d563ad8f1,11/18/2025,wind,0.75,Medium High,LLM
in-e968964d563ad8f1,11/18/2025,batteries,0.75,Medium High,LLM
in-e968964d563ad8f1,11/18/2025,water treatment,0.75,Medium High,LLM
in-e968964d563ad8f1,11/18/2025,energy,0.75,Medium High,LLM
in-e968964d563ad8f1,11/18/2025,sustainability,0.75,Medium High,LLM
in-e968964d563ad8f1,11/18/2025,decarbonisation,0.75,Medium High,LLM
in-ffa4402a1eb0d717,8/28/2025,Building Compliance Testing,0.75,Medium High,LLM
in-ffa4402a1eb0d717,8/28/2025,energy-efficient building,0.75,Medium High,LLM
in-ffa4402a1eb0d717,8/28/2025,regulatory compliance,0.75,Medium High,LLM
in-e0e8649e3aea76ad,11/18/2025,Process Engineering,0.85,High,BERT+LLM
in-e0e8649e3aea76ad,11/18/2025,pharmaceutical manufacturing,0.75,Medium High,LLM
in-e0e8649e3aea76ad,11/18/2025,medical device manufacturing,0.75,Medium High,LLM
in-e0e8649e3aea76ad,11/18/2025,industry regulations,0.75,Medium High,LLM
in-e0e8649e3aea76ad,11/18/2025,standards,0.75,Medium High,LLM
in-e0e8649e3aea76ad,11/18/2025,lean manufacturing methodologies,0.75,Medium High,LLM
in-e0e8649e3aea76ad,11/18/2025,Six Sigma principles,0.75,Medium High,LLM
in-e0e8649e3aea76ad,11/18/2025,Standard Operating Procedures,0.75,Medium High,LLM
in-e0e8649e3aea76ad,11/18/2025,HSE,0.75,Medium High,LLM
in-e0e8649e3aea76ad,11/18/2025,Lean Sigma,0.75,Medium High,LLM
in-e0e8649e3aea76ad,11/18/2025,Lean,0.449,Low,BERT (standalone)
in-e0e8649e3aea76ad,11/18/2025,Sigma,0.316,Very Low,BERT (standalone)
in-e0e8649e3aea76ad,11/18/2025,Bachelor’s Degree in Engineering,0.428,Low,BERT (standalone)
in-003ddf7fdc1b05bf,10/21/2025,Microsoft Office,0.75,Medium High,LLM
in-003ddf7fdc1b05bf,10/21/2025,Email,0.842,High,BERT+LLM
in-003ddf7fdc1b05bf,10/21/2025,Internet,0.75,Medium High,LLM
in-003ddf7fdc1b05bf,10/21/2025,Sage,0.852,High,BERT+LLM
in-003ddf7fdc1b05bf,10/21/2025,CRM,0.673,Medium,BERT+LLM
in-003ddf7fdc1b05bf,10/21/2025,Customer Relationship Management,0.75,Medium High,LLM
in-003ddf7fdc1b05bf,10/21/2025,Customer Case Management,0.75,Medium High,LLM
in-003ddf7fdc1b05bf,10/21/2025,computer applications,0.497,Low,BERT (standalone)
in-003ddf7fdc1b05bf,10/21/2025,Microsoft,0.539,Medium Low,BERT (standalone)
in-003ddf7fdc1b05bf,10/21/2025,"Office,",0.35,Very Low,BERT (standalone)
in-003ddf7fdc1b05bf,10/21/2025,Internet.,0.558,Medium Low,BERT (standalone)
in-003ddf7fdc1b05bf,10/21/2025,Leaving certificate.,0.549,Medium Low,BERT (standalone)
in-003ddf7fdc1b05bf,10/21/2025,Leaving Certificate,0.46,Low,BERT (standalone)
in-003ddf7fdc1b05bf,10/21/2025,Customer service,0.541,Medium Low,BERT (standalone)
in-35e1eef86240c7a7,10/27/2025,Account Management,0.75,Medium High,LLM
in-35e1eef86240c7a7,10/27/2025,Marketing Management,0.75,Medium High,LLM
in-35e1eef86240c7a7,10/27/2025,Chemical Engineering,0.75,Medium High,LLM
in-35e1eef86240c7a7,10/27/2025,Coating,0.75,Medium High,LLM
in-35e1eef86240c7a7,10/27/2025,Sales,0.75,Medium High,LLM
in-35e1eef86240c7a7,10/27/2025,Marketing,0.75,Medium High,LLM
in-35e1eef86240c7a7,10/27/2025,Engineering,0.75,Medium High,LLM
in-35e1eef86240c7a7,10/27/2025,Manufacturing,0.75,Medium High,LLM
in-8de5f387cd77c5c8,8/22/2025,pricing inquiries,0.831,High,BERT+LLM
in-8de5f387cd77c5c8,8/22/2025,financial administration,0.848,High,BERT+LLM
in-8de5f387cd77c5c8,8/22/2025,sales reports,0.75,Medium High,LLM
in-8de5f387cd77c5c8,8/22/2025,customer call reports,0.75,Medium High,LLM
in-8de5f387cd77c5c8,8/22/2025,commercial agreements,0.75,Medium High,LLM
in-8de5f387cd77c5c8,8/22/2025,contract lifecycle,0.75,Medium High,LLM
in-8de5f387cd77c5c8,8/22/2025,medical gases,0.75,Medium High,LLM
in-8de5f387cd77c5c8,8/22/2025,home healthcare services,0.75,Medium High,LLM
in-7f6f6106b7ad9b74,11/3/2025,C++,0.75,Medium High,LLM
in-7f6f6106b7ad9b74,11/3/2025,Java,0.847,High,BERT+LLM
in-7f6f6106b7ad9b74,11/3/2025,JavaScript,0.844,High,BERT+LLM
in-7f6f6106b7ad9b74,11/3/2025,Python,0.851,High,BERT+LLM
in-7f6f6106b7ad9b74,11/3/2025,Power BI,0.75,Medium High,LLM
in-7f6f6106b7ad9b74,11/3/2025,HTML,0.75,Medium High,LLM
in-7f6f6106b7ad9b74,11/3/2025,CSS,0.75,Medium High,LLM
in-7f6f6106b7ad9b74,11/3/2025,Kubernetes,0.75,Medium High,LLM
in-7f6f6106b7ad9b74,11/3/2025,Azure,0.75,Medium High,LLM
in-7f6f6106b7ad9b74,11/3/2025,CI/CD,0.75,Medium High,LLM
in-7f6f6106b7ad9b74,11/3/2025,automation,0.75,Medium High,LLM
in-7f6f6106b7ad9b74,11/3/2025,data modeling,0.75,Medium High,LLM
in-7f6f6106b7ad9b74,11/3/2025,visualization,0.75,Medium High,LLM
in-7f6f6106b7ad9b74,11/3/2025,system design,0.75,Medium High,LLM
in-7f6f6106b7ad9b74,11/3/2025,architecture,0.75,Medium High,LLM
in-7f6f6106b7ad9b74,11/3/2025,web technologies,0.75,Medium High,LLM
in-7f6f6106b7ad9b74,11/3/2025,cloud technologies,0.75,Medium High,LLM
in-7f6f6106b7ad9b74,11/3/2025,Machine Learning,0.75,Medium High,LLM
in-7f6f6106b7ad9b74,11/3/2025,Master's Degree in Computer Science,0.501,Medium Low,BERT (standalone)
in-7f6f6106b7ad9b74,11/3/2025,Bachelor's Degree in Computer Science,0.454,Low,BERT (standalone)
in-8ea3eaf3c3c3dc23,11/28/2025,commonly used applications,0.75,Medium High,LLM
in-8ea3eaf3c3c3dc23,11/28/2025,systems,0.798,Medium High,BERT+LLM
in-8ea3eaf3c3c3dc23,11/28/2025,networks,0.631,Medium,BERT+LLM
in-301519d9d79ad6ea,8/19/2025,Amazon Web Services,0.75,Medium High,LLM
in-301519d9d79ad6ea,8/19/2025,cloud server platforms,0.75,Medium High,LLM
in-301519d9d79ad6ea,8/19/2025,machine learning hardware,0.75,Medium High,LLM
in-301519d9d79ad6ea,8/19/2025,design verification,0.849,High,BERT+LLM
in-301519d9d79ad6ea,8/19/2025,System Verilog,0.839,High,BERT+LLM
in-301519d9d79ad6ea,8/19/2025,UVM,0.845,High,BERT+LLM
in-301519d9d79ad6ea,8/19/2025,testbench development,0.844,High,BERT+LLM
in-301519d9d79ad6ea,8/19/2025,stimulus,0.849,High,BERT+LLM
in-301519d9d79ad6ea,8/19/2025,checkers,0.843,High,BERT+LLM
in-301519d9d79ad6ea,8/19/2025,assertions,0.821,High,BERT+LLM
in-301519d9d79ad6ea,8/19/2025,coverage,0.809,High,BERT+LLM
in-301519d9d79ad6ea,8/19/2025,IP blocks,0.849,High,BERT+LLM
in-301519d9d79ad6ea,8/19/2025,full subsystem testing,0.814,High,BERT+LLM
in-301519d9d79ad6ea,8/19/2025,C/C++,0.75,Medium High,LLM
in-301519d9d79ad6ea,8/19/2025,Object-Oriented Programming,0.75,Medium High,LLM
in-301519d9d79ad6ea,8/19/2025,Python,0.846,High,BERT+LLM
in-301519d9d79ad6ea,8/19/2025,Perl,0.85,High,BERT+LLM
in-301519d9d79ad6ea,8/19/2025,hardware,0.75,Medium High,LLM
in-301519d9d79ad6ea,8/19/2025,software,0.75,Medium High,LLM
in-301519d9d79ad6ea,8/19/2025,verification platforms,0.75,Medium High,LLM
in-301519d9d79ad6ea,8/19/2025,scripting language,0.75,Medium High,LLM
in-301519d9d79ad6ea,8/19/2025,cloud server,0.353,Very Low,BERT (standalone)
in-301519d9d79ad6ea,8/19/2025,machine learning,0.44,Low,BERT (standalone)
in-301519d9d79ad6ea,8/19/2025,Object,0.559,Medium Low,BERT (standalone)
in-df34b9492c6c5689,11/28/2025,fire engineering,0.704,Medium High,BERT+LLM
in-df34b9492c6c5689,11/28/2025,fire safety,0.75,Medium High,LLM
in-df34b9492c6c5689,11/28/2025,fire,0.39,Very Low,BERT (standalone)
in-3a538f62cc48fb76,11/28/2025,Australian Standards,0.844,High,BERT+LLM
in-3a538f62cc48fb76,11/28/2025,AS5100,0.697,Medium,BERT+LLM
in-3a538f62cc48fb76,11/28/2025,TfNSW,0.75,Medium High,LLM
in-3a538f62cc48fb76,11/28/2025,Sydney Trains,0.82,High,BERT+LLM
in-3a538f62cc48fb76,11/28/2025,Strand7,0.837,High,BERT+LLM
in-3a538f62cc48fb76,11/28/2025,Midas,0.846,High,BERT+LLM
in-3a538f62cc48fb76,11/28/2025,SpaceGass,0.844,High,BERT+LLM
in-3a538f62cc48fb76,11/28/2025,SAP2000,0.847,High,BERT+LLM
in-3a538f62cc48fb76,11/28/2025,GSA,0.842,High,BERT+LLM
in-3a538f62cc48fb76,11/28/2025,bridge design,0.75,Medium High,LLM
in-3a538f62cc48fb76,11/28/2025,civil structure design,0.842,High,BERT+LLM
in-3a538f62cc48fb76,11/28/2025,roads,0.75,Medium High,LLM
in-3a538f62cc48fb76,11/28/2025,rail,0.75,Medium High,LLM
in-3a538f62cc48fb76,11/28/2025,maritime,0.75,Medium High,LLM
in-3a538f62cc48fb76,11/28/2025,water,0.75,Medium High,LLM
in-3a538f62cc48fb76,11/28/2025,energy sectors,0.75,Medium High,LLM
in-3a538f62cc48fb76,11/28/2025,technical documentation,0.75,Medium High,LLM
in-3a538f62cc48fb76,11/28/2025,reports,0.75,Medium High,LLM
in-3a538f62cc48fb76,11/28/2025,drawings,0.75,Medium High,LLM
in-3a538f62cc48fb76,11/28/2025,specifications,0.75,Medium High,LLM
in-3a538f62cc48fb76,11/28/2025,quality,0.75,Medium High,LLM
in-3a538f62cc48fb76,11/28/2025,safety,0.75,Medium High,LLM
in-3a538f62cc48fb76,11/28/2025,engineering solutions,0.75,Medium High,LLM
in-3a538f62cc48fb76,11/28/2025,bridge,0.493,Low,BERT (standalone)
in-8a7ff6861c5ac674,11/28/2025,Electrical Engineering,0.847,High,BERT+LLM
in-8a7ff6861c5ac674,11/28/2025,secondary systems,0.841,High,BERT+LLM
in-8a7ff6861c5ac674,11/28/2025,protection,0.756,Medium High,BERT+LLM
in-8a7ff6861c5ac674,11/28/2025,high-voltage substations,0.798,Medium High,BERT+LLM
in-8a7ff6861c5ac674,11/28/2025,protection schemes,0.84,High,BERT+LLM
in-8a7ff6861c5ac674,11/28/2025,AutoCAD,0.848,High,BERT+LLM
in-8a7ff6861c5ac674,11/28/2025,Revit,0.848,High,BERT+LLM
in-8a7ff6861c5ac674,11/28/2025,protection coordination software,0.808,High,BERT+LLM
in-8a7ff6861c5ac674,11/28/2025,ETAP,0.844,High,BERT+LLM
in-8a7ff6861c5ac674,11/28/2025,DIgSILENT,0.83,High,BERT+LLM
in-8a7ff6861c5ac674,11/28/2025,IEC,0.786,Medium High,BERT+LLM
in-8a7ff6861c5ac674,11/28/2025,IEEE,0.821,High,BERT+LLM
in-8a7ff6861c5ac674,11/28/2025,Australian grid codes,0.75,Medium High,LLM
in-8a7ff6861c5ac674,11/28/2025,HV substations,0.816,High,BERT+LLM
in-8a7ff6861c5ac674,11/28/2025,protection single line diagrams,0.833,High,BERT+LLM
in-8a7ff6861c5ac674,11/28/2025,schematics,0.731,Medium High,BERT+LLM
in-8a7ff6861c5ac674,11/28/2025,wiring diagrams,0.75,Medium High,LLM
in-8a7ff6861c5ac674,11/28/2025,interface schedules,0.75,Medium High,LLM
in-8a7ff6861c5ac674,11/28/2025,detailed design,0.429,Low,BERT (standalone)
in-8a7ff6861c5ac674,11/28/2025,"wiring diagrams, and interface schedules,",0.435,Low,BERT (standalone)
in-8a7ff6861c5ac674,11/28/2025,industry,0.411,Low,BERT (standalone)
in-9d645cb78ac7c753,11/27/2025,Aircraft Maintenance Repair & Overhaul (MRO),0.75,Medium High,LLM
in-9d645cb78ac7c753,11/27/2025,Licenced Aircraft Maintenance Engineer (LAME),0.75,Medium High,LLM
in-a7da7dd532a5fac9,11/30/2025,stormwater engineering,0.75,Medium High,LLM
in-a7da7dd532a5fac9,11/30/2025,flood investigations,0.829,High,BERT+LLM
in-a7da7dd532a5fac9,11/30/2025,capital works,0.831,High,BERT+LLM
in-a7da7dd532a5fac9,11/30/2025,stormwater programs,0.802,High,BERT+LLM
in-a7da7dd532a5fac9,11/30/2025,sustainability,0.75,Medium High,LLM
in-a7da7dd532a5fac9,11/30/2025,flood resilience,0.75,Medium High,LLM
in-a7da7dd532a5fac9,11/30/2025,network capacity,0.75,Medium High,LLM
in-a7da7dd532a5fac9,11/30/2025,development applications,0.75,Medium High,LLM
in-a7da7dd532a5fac9,11/30/2025,infrastructure,0.75,Medium High,LLM
in-a7da7dd532a5fac9,11/30/2025,emerging technologies,0.75,Medium High,LLM
in-3fef819f16bff9d1,11/21/2025,AWS QuickSight,0.75,Medium High,LLM
in-3fef819f16bff9d1,11/21/2025,Tableau,0.848,High,BERT+LLM
in-3fef819f16bff9d1,11/21/2025,Power BI,0.842,High,BERT+LLM
in-3fef819f16bff9d1,11/21/2025,Looker,0.85,High,BERT+LLM
in-3fef819f16bff9d1,11/21/2025,Amazon QuickSight,0.75,Medium High,LLM
in-3fef819f16bff9d1,11/21/2025,SPICE,0.797,Medium High,BERT+LLM
in-3fef819f16bff9d1,11/21/2025,AWS,0.852,High,BERT+LLM
in-3fef819f16bff9d1,11/21/2025,Athena,0.75,Medium High,LLM
in-3fef819f16bff9d1,11/21/2025,Redshift,0.849,High,BERT+LLM
in-3fef819f16bff9d1,11/21/2025,RDS,0.847,High,BERT+LLM
in-3fef819f16bff9d1,11/21/2025,BI tools,0.75,Medium High,LLM
in-3fef819f16bff9d1,11/21/2025,data modeling,0.847,High,BERT+LLM
in-3fef819f16bff9d1,11/21/2025,data pipelines,0.851,High,BERT+LLM
in-3fef819f16bff9d1,11/21/2025,AWS-based analytics environments,0.75,Medium High,LLM
in-3fef819f16bff9d1,11/21/2025,Amazon,0.282,Very Low,BERT (standalone)
in-3fef819f16bff9d1,11/21/2025,QuickSight.,0.548,Medium Low,BERT (standalone)
in-3fef819f16bff9d1,11/21/2025,QuickSight,0.538,Medium Low,BERT (standalone)
in-3fef819f16bff9d1,11/21/2025,"S3,",0.556,Medium Low,BERT (standalone)
in-3fef819f16bff9d1,11/21/2025,QuickSight dashboard development.,0.542,Medium Low,BERT (standalone)
in-fce5ad60a8012e97,11/25/2025,Power BI,0.844,High,BERT+LLM
in-fce5ad60a8012e97,11/25/2025,data visualizations,0.75,Medium High,LLM
in-fce5ad60a8012e97,11/25/2025,data models,0.75,Medium High,LLM
in-fce5ad60a8012e97,11/25/2025,data pipelines,0.75,Medium High,LLM
in-fce5ad60a8012e97,11/25/2025,data protection regulations,0.75,Medium High,LLM
in-d675a9a31dc9aba0,3/19/2025,AWS Machine Learning accelerators,0.75,Medium High,LLM
in-d675a9a31dc9aba0,3/19/2025,Generative AI,0.75,Medium High,LLM
in-d675a9a31dc9aba0,3/19/2025,Trainium,0.75,Medium High,LLM
in-d675a9a31dc9aba0,3/19/2025,AWS Neuron Software Development Kit (SDK),0.75,Medium High,LLM
in-d675a9a31dc9aba0,3/19/2025,ML compiler,0.75,Medium High,LLM
in-d675a9a31dc9aba0,3/19/2025,runtime,0.75,Medium High,LLM
in-d675a9a31dc9aba0,3/19/2025,ML frameworks,0.75,Medium High,LLM
in-d675a9a31dc9aba0,3/19/2025,PyTorch,0.75,Medium High,LLM
in-d675a9a31dc9aba0,3/19/2025,TensorFlow,0.717,Medium High,BERT+LLM
in-d675a9a31dc9aba0,3/19/2025,JAX,0.652,Medium,BERT+LLM
in-d675a9a31dc9aba0,3/19/2025,deep learning compiler stack,0.75,Medium High,LLM
in-d675a9a31dc9aba0,3/19/2025,neural network,0.75,Medium High,LLM
in-d675a9a31dc9aba0,3/19/2025,compiler development,0.851,High,BERT+LLM
in-d675a9a31dc9aba0,3/19/2025,design patterns,0.75,Medium High,LLM
in-d675a9a31dc9aba0,3/19/2025,reliability,0.681,Medium,BERT+LLM
in-d675a9a31dc9aba0,3/19/2025,scaling,0.75,Medium High,LLM
in-d675a9a31dc9aba0,3/19/2025,C++,0.75,Medium High,LLM
in-d675a9a31dc9aba0,3/19/2025,Python,0.852,High,BERT+LLM
in-d675a9a31dc9aba0,3/19/2025,resource management,0.75,Medium High,LLM
in-d675a9a31dc9aba0,3/19/2025,scheduling,0.75,Medium High,LLM
in-d675a9a31dc9aba0,3/19/2025,code generation,0.75,Medium High,LLM
in-d675a9a31dc9aba0,3/19/2025,compute graph optimization,0.75,Medium High,LLM
in-d675a9a31dc9aba0,3/19/2025,toolchains,0.75,Medium High,LLM
in-d675a9a31dc9aba0,3/19/2025,Instruction Set Architectures,0.75,Medium High,LLM
in-d675a9a31dc9aba0,3/19/2025,PREFERRED,0.547,Medium Low,BERT (standalone)
in-305d409bb5f835bd,11/26/2025,Broadcast Media Solutions,0.75,Medium High,LLM
in-e237c8adb123cc79,7/24/2025,real-time lighting principles,0.75,Medium High,LLM
in-e237c8adb123cc79,7/24/2025,pre-rendered lighting principles,0.75,Medium High,LLM
in-e237c8adb123cc79,7/24/2025,visualization,0.75,Medium High,LLM
in-e237c8adb123cc79,7/24/2025,feature films,0.75,Medium High,LLM
in-e237c8adb123cc79,7/24/2025,television,0.75,Medium High,LLM
in-e237c8adb123cc79,7/24/2025,video games,0.75,Medium High,LLM
in-e237c8adb123cc79,7/24/2025,advertising,0.75,Medium High,LLM
in-e237c8adb123cc79,7/24/2025,lighting,0.75,Medium High,LLM
in-e237c8adb123cc79,7/24/2025,real,0.559,Medium Low,BERT (standalone)
in-e237c8adb123cc79,7/24/2025,pre,0.555,Medium Low,BERT (standalone)
in-cdbd35a35bbd9c3a,8/29/2025,sustainability measurement,0.818,High,BERT+LLM
in-cdbd35a35bbd9c3a,8/29/2025,planning,0.625,Medium,BERT+LLM
in-cdbd35a35bbd9c3a,8/29/2025,sustainability,0.778,Medium High,BERT+LLM
in-cdbd35a35bbd9c3a,8/29/2025,machine learning,0.833,High,BERT+LLM
in-cdbd35a35bbd9c3a,8/29/2025,systems simulation,0.846,High,BERT+LLM
in-cdbd35a35bbd9c3a,8/29/2025,optimization,0.792,Medium High,BERT+LLM
in-cdbd35a35bbd9c3a,8/29/2025,life cycle assessment (LCA),0.75,Medium High,LLM
in-cdbd35a35bbd9c3a,8/29/2025,carbon,0.75,Medium High,LLM
in-cdbd35a35bbd9c3a,8/29/2025,water,0.75,Medium High,LLM
in-cdbd35a35bbd9c3a,8/29/2025,waste,0.75,Medium High,LLM
in-cdbd35a35bbd9c3a,8/29/2025,biodiversity,0.75,Medium High,LLM
in-cdbd35a35bbd9c3a,8/29/2025,circularity,0.75,Medium High,LLM
in-cdbd35a35bbd9c3a,8/29/2025,environmental science,0.75,Medium High,LLM
in-cdbd35a35bbd9c3a,8/29/2025,generative AI,0.75,Medium High,LLM
in-cdbd35a35bbd9c3a,8/29/2025,AI and,0.5,Low,BERT (standalone)
in-cdbd35a35bbd9c3a,8/29/2025,life cycle assessment,0.537,Medium Low,BERT (standalone)
in-6babc414a8cc8cb1,11/25/2025,lighting control,0.668,Medium,BERT+LLM
in-6babc414a8cc8cb1,11/25/2025,energy monitoring solutions,0.846,High,BERT+LLM
in-6babc414a8cc8cb1,11/25/2025,managed networks,0.85,High,BERT+LLM
in-6babc414a8cc8cb1,11/25/2025,automation solutions,0.697,Medium,BERT+LLM
in-6babc414a8cc8cb1,11/25/2025,C-Bus,0.75,Medium High,LLM
in-6babc414a8cc8cb1,11/25/2025,Dynalite,0.85,High,BERT+LLM
in-6babc414a8cc8cb1,11/25/2025,DALI,0.85,High,BERT+LLM
in-6babc414a8cc8cb1,11/25/2025,KNX,0.85,High,BERT+LLM
in-6babc414a8cc8cb1,11/25/2025,Zen Control,0.836,High,BERT+LLM
in-6babc414a8cc8cb1,11/25/2025,Modbus,0.85,High,BERT+LLM
in-10fb3f7b41417371,11/18/2025,Mechanical Engineering,0.75,Medium High,LLM
in-10fb3f7b41417371,11/18/2025,critical communications networks,0.75,Medium High,LLM
in-10fb3f7b41417371,11/18/2025,emerging digital platforms,0.75,Medium High,LLM
in-10fb3f7b41417371,11/18/2025,converging communications technologies,0.75,Medium High,LLM
in-10fb3f7b41417371,11/18/2025,cutting-edge engineering solutions,0.75,Medium High,LLM
in-10fb3f7b41417371,11/18/2025,public safety,0.75,Medium High,LLM
in-10fb3f7b41417371,11/18/2025,transport,0.75,Medium High,LLM
in-10fb3f7b41417371,11/18/2025,utility,0.75,Medium High,LLM
in-e4a812d0a11cadb1,10/11/2025,IT solutions,0.75,Medium High,LLM
in-e4a812d0a11cadb1,10/11/2025,enterprise applications,0.75,Medium High,LLM
in-02bf25510d69cd06,9/29/2025,Unix,0.852,High,BERT+LLM
in-02bf25510d69cd06,9/29/2025,Linux,0.75,Medium High,LLM
in-02bf25510d69cd06,9/29/2025,VMware,0.707,Medium High,BERT+LLM
in-02bf25510d69cd06,9/29/2025,vSphere,0.846,High,BERT+LLM
in-02bf25510d69cd06,9/29/2025,ESXi,0.849,High,BERT+LLM
in-02bf25510d69cd06,9/29/2025,vCenter,0.85,High,BERT+LLM
in-02bf25510d69cd06,9/29/2025,TCP/IP,0.75,Medium High,LLM
in-02bf25510d69cd06,9/29/2025,DNS,0.845,High,BERT+LLM
in-02bf25510d69cd06,9/29/2025,NFS,0.848,High,BERT+LLM
in-02bf25510d69cd06,9/29/2025,SAN,0.75,Medium High,LLM
in-02bf25510d69cd06,9/29/2025,NAS,0.77,Medium High,BERT+LLM
in-02bf25510d69cd06,9/29/2025,backup solutions,0.843,High,BERT+LLM
in-02bf25510d69cd06,9/29/2025,ITIL,0.75,Medium High,LLM
in-02bf25510d69cd06,9/29/2025,change management,0.811,High,BERT+LLM
in-02bf25510d69cd06,9/29/2025,RHCSA,0.846,High,BERT+LLM
in-02bf25510d69cd06,9/29/2025,RHCE,0.846,High,BERT+LLM
in-02bf25510d69cd06,9/29/2025,CompTIA Linux+,0.763,Medium High,BERT+LLM
in-02bf25510d69cd06,9/29/2025,VCP,0.75,Medium High,LLM
in-02bf25510d69cd06,9/29/2025,virtualized,0.352,Very Low,BERT (standalone)
in-02bf25510d69cd06,9/29/2025,"Linux systems,",0.495,Low,BERT (standalone)
in-02bf25510d69cd06,9/29/2025,"VMware technologies,",0.53,Medium Low,BERT (standalone)
in-02bf25510d69cd06,9/29/2025,enterprise infrastructure tools and standards.,0.558,Medium Low,BERT (standalone)
in-02bf25510d69cd06,9/29/2025,Bachelor’s degree,0.553,Medium Low,BERT (standalone)
in-02bf25510d69cd06,9/29/2025,"Computer Science,",0.511,Medium Low,BERT (standalone)
in-02bf25510d69cd06,9/29/2025,"Information Technology,",0.554,Medium Low,BERT (standalone)
in-02bf25510d69cd06,9/29/2025,Linux system administration.,0.521,Medium Low,BERT (standalone)
in-02bf25510d69cd06,9/29/2025,networking concepts,0.552,Medium Low,BERT (standalone)
in-02bf25510d69cd06,9/29/2025,"IP,",0.558,Medium Low,BERT (standalone)
in-02bf25510d69cd06,9/29/2025,storage systems,0.559,Medium Low,BERT (standalone)
in-02bf25510d69cd06,9/29/2025,ITIL practices,0.533,Medium Low,BERT (standalone)
in-02bf25510d69cd06,9/29/2025,Linux Administration Certification,0.47,Low,BERT (standalone)
in-b4b1e4c5481eb021,9/16/2025,defence research and development,0.75,Medium High,LLM
in-b4b1e4c5481eb021,9/16/2025,national security,0.75,Medium High,LLM
in-b4b1e4c5481eb021,9/16/2025,"Chemical, Biological, Radiological and Nuclear defence",0.75,Medium High,LLM
in-b4b1e4c5481eb021,9/16/2025,human factor engineering,0.75,Medium High,LLM
in-b4b1e4c5481eb021,9/16/2025,behavioural science,0.75,Medium High,LLM
in-b4b1e4c5481eb021,9/16/2025,chemical and biological warfare,0.75,Medium High,LLM
in-b4b1e4c5481eb021,9/16/2025,training and development framework,0.75,Medium High,LLM
in-b8fe746f2911a117,9/5/2025,Java,0.845,High,BERT+LLM
in-b8fe746f2911a117,9/5/2025,SQL,0.851,High,BERT+LLM
in-b8fe746f2911a117,9/5/2025,Vue,0.851,High,BERT+LLM
