rank,skill,demand_freq,mean_confidence,skill_type,bloom_level,example_job_ids,demand_norm,trend_score_norm,trend_label,trend_q_value,future_weight,future_domain,mapping_margin,future_norm,coverage_gap,validity_score,priority_score,expert_priority
297,problem -solving skills.,1,0.433,Hard,Apply,['in-98f83ac9b5cc4d9c'],0.03225806451612903,0.0,Unknown,1.0,0.1574898838996887,Advanced Communication & Collaboration,0.07601932,0.2785837207778305,1.0,0.433,0.09647834203980077,
298,provide technical guidance,1,0.628,Soft,Unknown,['in-0ce4ee994f5986ef'],0.03225806451612903,0.0,Unknown,1.0,0.1574296951293945,Advanced Communication & Collaboration,0.06555846,0.2784772529135944,1.0,0.628,0.09644640168052993,
299,identify,4,0.68275,Hard,Analyze,"['in-f9890e281421a949', 'in-b230f99b8e113412', 'in-8f4c6e9b808d2c4f', 'in-c3253cb3e1779a73']",0.12903225806451613,0.0,Stable,1.0,0.0843843679875135,Human-AI Collaboration,0.0130125135,0.14926743627813183,1.0,0.68275,0.09639313410924599,
300,Communication,1,0.607,Soft,Unknown,['in-fb4287f97ca522e6'],0.03225806451612903,0.0,Unknown,1.0,0.1567966222763061,Advanced Communication & Collaboration,0.089930296,0.2773574108858414,1.0,0.607,0.09611044907220405,
301,lead complex projects,1,0.894,Soft,Unknown,['in-7767aaa55262dc17'],0.03225806451612903,0.0,Unknown,1.0,0.15603848695755,Advanced Communication & Collaboration,0.04643646,0.27601634596965485,1.0,0.894,0.09570812959734808,
302,creative and,1,0.48,Hard,Apply,['in-003b7148c1d9726c'],0.03225806451612903,0.0,Unknown,1.0,0.1550106212496757,UX/UI & Digital Design,0.002257347,0.2741981551991166,1.0,0.48,0.0951626723661866,
303,manage communications,1,0.998,Soft,Unknown,['in-8e1b2efd1265f8b9'],0.03225806451612903,0.0,Unknown,1.0,0.1548689484596252,Advanced Communication & Collaboration,0.08293527,0.27394755032210505,1.0,0.998,0.09508749090308313,
304,organizational,2,0.471,Hard,Apply,"['in-18c7f281c01e5126', 'in-6d5c8a6357865c73']",0.06451612903225806,0.0,Unknown,1.0,0.1296700596809387,Advanced Communication & Collaboration,0.014291137,0.22937325753829355,1.0,0.471,0.09461842887439129,
305,take risks,2,0.8505,Soft,Unknown,"['in-9bbde45aefa519e1', 'in-a091e0967c6f3e2f']",0.06451612903225806,0.0,Unknown,1.0,0.129459148645401,Human-AI Collaboration,0.0020076483,0.22900017718812565,1.0,0.8505,0.09450650476934092,
306,-solving skills.,1,0.406,Hard,Apply,['in-2bfe80c191b2c974'],0.03225806451612903,0.0,Unknown,1.0,0.1534943580627441,Advanced Communication & Collaboration,0.04511842,0.2715160385460692,1.0,0.406,0.09435803737027237,
307,performance.,3,0.5556666666666666,Hard,Apply,"['in-582782654d5ecc0d', 'in-21d2bb2db610842d', 'in-98f86719a70441b8']",0.0967741935483871,0.0,Unknown,1.0,0.1041364401578903,UX/UI & Digital Design,0.0037229806,0.18420685982739687,1.0,0.5556666666666666,0.0939717353675739,
308,resource,1,0.486,Hard,Apply,['in-16b8ccda0edc7185'],0.03225806451612903,0.0,Unknown,1.0,0.1526130363345146,UX/UI & Digital Design,0.03301671,0.2699570692956448,1.0,0.486,0.09389034659514504,
309,manage stakeholders,1,0.847,Soft,Unknown,['in-2bcb40cdeea56053'],0.03225806451612903,0.0,Unknown,1.0,0.1516502976417541,Advanced Communication & Collaboration,0.18845469,0.26825408164637565,1.0,0.847,0.0933794503003643,
310,writing,1,0.425,Hard,Apply,['in-e057b9be073de15d'],0.03225806451612903,0.0,Unknown,1.0,0.1513900756835937,Advanced Communication & Collaboration,0.11722502,0.26779377524740344,1.0,0.425,0.09324135838067264,
311,partner with clients,1,0.633,Soft,Unknown,['in-ceb9ec4905c662f3'],0.03225806451612903,0.0,Unknown,1.0,0.1507314801216125,Advanced Communication & Collaboration,0.09735295,0.26662878612174407,1.0,0.633,0.09289186164297483,
312,develop with Python,1,0.668,Hard,Create,['in-af9bdddc456cb0dd'],0.03225806451612903,0.0,Unknown,1.0,0.1505469381809234,Process Automation & RPA,0.029369175,0.2663023500408751,1.0,0.668,0.09279393081871415,
313,analyze business requirements,1,1.0,Hard,Analyze,['in-3bc924a81fb0f63e'],0.03225806451612903,0.0,Unknown,1.0,0.1502822190523147,Database & Systems Administration,0.022172242,0.2658340886009476,1.0,1.0,0.09265345238673589,
314,drive technical innovation,1,1.0,Hard,Apply,['in-b487c81a3e1668e8'],0.03225806451612903,0.0,Unknown,1.0,0.1500337839126587,Advanced Communication & Collaboration,0.078469455,0.26539463189513524,1.0,1.0,0.09252161537499219,
315,problem,3,0.4503333333333333,Hard,Apply,"['in-0f38cde44555d389', 'in-2bfe80c191b2c974', 'in-6d5c8a6357865c73']",0.0967741935483871,0.0,Stable,1.0,0.1007248640060424,Human-AI Collaboration,0.014185667,0.17817212569359023,1.0,0.4503333333333333,0.0921613151274319,
316,driven,1,0.472,Hard,Apply,['in-90d13fe4964a2e53'],0.03225806451612903,0.0,Stable,1.0,0.1493171319365501,Human-AI Collaboration,0.003353402,0.2641269468282374,1.0,0.472,0.09214130985492283,
317,advance career,1,0.635,Soft,Unknown,['in-50c423fa1f177b64'],0.03225806451612903,0.0,Unknown,1.0,0.148112940788269,Advanced Communication & Collaboration,0.043985665,0.26199685413714396,1.0,0.635,0.09150228204759481,
318,improve efficiency,1,0.71,Hard,Create,['in-154b65ffd10f99c2'],0.03225806451612903,0.0,Unknown,1.0,0.1472568869590759,Environmental & Sustainability Technology,0.05615388,0.26048258125168916,1.0,0.71,0.09104800018195837,
319,use Python,2,0.6835,Hard,Apply,"['in-918af191ba357cba', 'in-fdeeccbc0cd16011']",0.06451612903225806,0.0,Unknown,1.0,0.1220732778310775,Process Automation & RPA,0.033819884,0.21593531662889648,1.0,0.6835,0.09058704660157216,
320,collaborate with talented analysts,1,0.575,Hard,Evaluate,['in-f9866846b1ea3f63'],0.03225806451612903,0.0,Unknown,1.0,0.145961856842041,Advanced Communication & Collaboration,0.044335753,0.2581918035865489,1.0,0.575,0.09036076688241629,
321,prioritize,1,0.676,Hard,Evaluate,['in-d1e6da29868ba854'],0.03225806451612903,0.0,Unknown,1.0,0.14582936540246,Human-AI Collaboration,0.0033699423,0.25795743959252126,1.0,0.676,0.090290457684208,
322,manage editorial workflows,1,0.899,Soft,Unknown,['in-c61e70300ea947d2'],0.03225806451612903,0.0,Unknown,1.0,0.1442176848649978,Process Automation & RPA,0.027070314,0.25510653926982235,1.0,0.899,0.08943518758739832,
323,deliver actionable insights,2,1.0,Hard,Apply,"['in-8e38b6b31fa6d73e', 'in-c8be4c3c86736fab']",0.06451612903225806,0.0,Unknown,1.0,0.1192517638206482,Advanced Communication & Collaboration,0.0247176,0.2109443429117984,1.0,1.0,0.08908975448644274,
324,integrate APIs,2,0.672,Hard,Create,"['in-6cf6dfb8b66a2e6f', 'in-af9bdddc456cb0dd']",0.06451612903225806,0.0,Unknown,1.0,0.118241898715496,Database & Systems Administration,0.027432665,0.209157993392002,1.0,0.672,0.08855384963050382,
325,facilitation,1,0.518,Hard,Apply,['in-e758bf85ade6587f'],0.03225806451612903,0.0,Unknown,1.0,0.1425510048866272,Advanced Communication & Collaboration,0.003525436,0.25215835048319446,1.0,0.518,0.08855073095140996,
326,lead systems re-engineering initiatives,1,0.805,Hard,Create,['in-0f38cde44555d389'],0.03225806451612903,0.0,Unknown,1.0,0.1420781850814819,Advanced Communication & Collaboration,0.0074299574,0.2513219799347297,1.0,0.805,0.08829981978687053,
327,engage with business stakeholders,1,0.611,Soft,Unknown,['in-1d0ee99f0fa3a249'],0.03225806451612903,0.0,Unknown,1.0,0.1413704991340637,Advanced Communication & Collaboration,0.18576138,0.25007015486830503,1.0,0.611,0.08792427226694312,
328,develop reports,1,1.0,Hard,Create,['in-b83d81b3c6d88e5b'],0.03225806451612903,0.0,Unknown,1.0,0.1410855650901794,Advanced Communication & Collaboration,0.022605538,0.24956613528205576,1.0,1.0,0.08777306639106834,
329,partner with teams,1,0.658,Soft,Unknown,['in-6bffc74b1865b4f6'],0.03225806451612903,0.0,Unknown,1.0,0.140806245803833,Advanced Communication & Collaboration,0.0966641,0.24907204763560764,1.0,0.658,0.08762484009713391,
330,implement strategies,1,0.604,Hard,Evaluate,['in-2e43cfa3de5cdbea'],0.03225806451612903,0.0,Unknown,1.0,0.1403635069727897,UX/UI & Digital Design,0.0027847886,0.24828888729647483,1.0,0.604,0.08738989199539407,
331,documentation,1,0.474,Hard,Apply,['in-068fab73d00568ea'],0.03225806451612903,0.0,Unknown,1.0,0.1399565100669861,Advanced Communication & Collaboration,0.00059491396,0.24756895081829408,1.0,0.474,0.08717391105193983,
332,review applications,1,0.682,Hard,Evaluate,['in-d65773b17f419b71'],0.03225806451612903,0.0,Unknown,1.0,0.1395586431026458,Database & Systems Administration,0.007306695,0.2468651642857502,1.0,0.682,0.08696277509217668,
333,use Microsoft Office,1,0.741,Hard,Apply,['in-6d5c8a6357865c73'],0.03225806451612903,0.0,Unknown,1.0,0.1391006082296371,UX/UI & Digital Design,0.03349939,0.2460549467910822,1.0,0.741,0.08671970984377628,
334,manage resources,1,0.818,Soft,Unknown,['in-8e1b2efd1265f8b9'],0.03225806451612903,0.0,Unknown,1.0,0.1389942467212677,Database & Systems Administration,0.050848782,0.2458668040100007,1.0,0.818,0.08666326700945182,
335,collaborate with analysts and architects,1,0.708,Soft,Unknown,['in-f9866846b1ea3f63'],0.03225806451612903,0.0,Unknown,1.0,0.1389140725135803,Advanced Communication & Collaboration,0.006545216,0.24572498392267242,1.0,0.708,0.08662072098325334,
336,make payments smarter,1,0.566,Hard,Apply,['in-a9caf6044c5982a5'],0.03225806451612903,0.0,Unknown,1.0,0.1385555326938629,Digital Platforms & E-commerce,0.06471066,0.24509076314257772,1.0,0.566,0.08643045474922494,
337,manage schedules,1,0.927,Soft,Unknown,['in-c61e70300ea947d2'],0.03225806451612903,0.0,Unknown,1.0,0.1383820176124572,Database & Systems Administration,0.0100592375,0.24478383246365323,1.0,0.927,0.08633837554554759,
338,think big,1,0.625,Soft,Unknown,['in-ba10aed956e81412'],0.03225806451612903,0.0,Unknown,1.0,0.1383713006973266,Big Data & Analytics,0.033903398,0.2447648753216552,1.0,0.625,0.08633268840294818,
339,-on,1,0.456,Hard,Apply,['in-a72859a54359c7af'],0.03225806451612903,0.0,Stable,1.0,0.1381187058985233,Human-AI Collaboration,0.06516042,0.2443180605983389,1.0,0.456,0.08619864398595328,
340,mentor engineers,1,0.659,Soft,Unknown,['in-f672583bbb606ba0'],0.03225806451612903,0.0,Unknown,1.0,0.137634801864624,Advanced Communication & Collaboration,0.008009493,0.24346208316712228,1.0,0.659,0.0859418507565883,
341,shape the future,1,0.628,Soft,Unknown,['in-d315003a87e6a335'],0.03225806451612903,0.0,Unknown,1.0,0.1375472635030746,Environmental & Sustainability Technology,0.027087644,0.24330723663433315,1.0,0.628,0.08589539679675157,
342,drive innovation,3,0.6703333333333333,Soft,Apply,"['in-a0aedc13475d7800', 'in-0f426aefb28b6547', 'in-cd1ca4069518448a']",0.0967741935483871,0.0,Unknown,1.0,0.0881933808326721,Advanced Communication & Collaboration,0.011144862,0.15600519583842654,1.0,0.6703333333333333,0.0855112361708828,
343,-solving skills,1,0.449,Hard,Apply,['in-0f38cde44555d389'],0.03225806451612903,0.0,Stable,1.0,0.1363580107688904,Advanced Communication & Collaboration,0.0033887625,0.24120356849114455,1.0,0.449,0.08526429635379498,
344,Organized,1,0.564,Hard,Analyze,['in-40c1cadce48b1c59'],0.03225806451612903,0.0,Unknown,1.0,0.1361739337444305,Database & Systems Administration,0.055410594,0.24087795480019528,1.0,0.564,0.0851666122465102,
345,communicate verbally,1,0.656,Soft,Unknown,['in-6d5c8a6357865c73'],0.03225806451612903,0.0,Unknown,1.0,0.1343617677688598,Advanced Communication & Collaboration,0.07975078,0.23767241595769398,1.0,0.656,0.0842049505937598,
346,focus on clients,1,0.628,Soft,Unknown,['in-02696f2d4714aaa1'],0.03225806451612903,0.0,Unknown,1.0,0.1341486930847168,Advanced Communication & Collaboration,0.122124106,0.23729550833136082,1.0,0.628,0.08409187830585986,
347,build strong skillset,1,0.635,Soft,Unknown,['in-c4208d9da045eb07'],0.03225806451612903,0.0,Unknown,1.0,0.1329083800315857,Advanced Communication & Collaboration,0.045053154,0.23510151963370798,1.0,0.635,0.08343368169656401,
348,simplify processes,1,0.643,Soft,Unknown,['in-a0353e12c1e224b5'],0.03225806451612903,0.0,Unknown,1.0,0.13267682492733,Process Automation & RPA,0.07956497,0.2346919220080615,1.0,0.643,0.08331080240887007,
349,accessible,1,0.505,Hard,Remember,['in-cf71d1051ebbaecd'],0.03225806451612903,0.0,Unknown,1.0,0.1326087117195129,UX/UI & Digital Design,0.05370018,0.2345714366130765,1.0,0.505,0.08327465679037456,
350,assess potential impacts,1,1.0,Hard,Evaluate,['in-2843eb4717d3486e'],0.03225806451612903,0.0,Unknown,1.0,0.1325057119131088,Environmental & Sustainability Technology,0.03029567,0.23438924034372294,1.0,1.0,0.0832199979095685,
351,contributing to the development,1,0.551,Hard,Create,['in-d4d66ecaadf6eed4'],0.03225806451612903,0.0,Unknown,1.0,0.1322519898414612,Advanced Communication & Collaboration,0.041650355,0.23394043158843758,1.0,0.551,0.08308535528298289,
352,shape culture,1,0.633,Soft,Unknown,['in-87bf3cb4ed2f3080'],0.03225806451612903,0.0,Unknown,1.0,0.1322126001119613,UX/UI & Digital Design,0.051267415,0.23387075512965305,1.0,0.633,0.08306445234534753,
353,think out of the ordinary,1,0.626,Soft,Unknown,['in-c5668b9edf35dc04'],0.03225806451612903,0.0,Unknown,1.0,0.1321850761771202,Human-AI Collaboration,0.055185236,0.2338220680648803,1.0,0.626,0.0830498462259157,
354,print,1,0.452,Hard,Apply,['in-9c583f25348c0eae'],0.03225806451612903,0.0,Unknown,1.0,0.1320566520094871,Human-AI Collaboration,0.0128216,0.23359489866471864,1.0,0.452,0.08298169540586721,
355,optimize processes,1,0.96,Soft,Unknown,['in-6cac15dd8508d808'],0.03225806451612903,0.0,Unknown,1.0,0.1311700642108917,Process Automation & RPA,0.03768541,0.23202661426693313,1.0,0.96,0.08251121008653156,
356,manage timelines,1,0.667,Soft,Unknown,['in-8e1b2efd1265f8b9'],0.03225806451612903,0.0,Unknown,1.0,0.1310397535562515,Database & Systems Administration,0.09077795,0.2317961078615199,1.0,0.667,0.08244205816490759,
357,leaders.,1,0.48,Hard,Apply,['in-9b5f98ea7564baaf'],0.03225806451612903,0.0,Unknown,1.0,0.1307970583438873,Database & Systems Administration,0.014537856,0.23136680450817915,1.0,0.48,0.08231326715890536,
358,solve problems,10,0.6584,Soft,Unknown,"['in-6b3059eeeb93ef35', 'in-0f38cde44555d389', 'in-6055370b483ace56', 'in-2bfe80c191b2c974', 'in-6d5c8a6357865c73']",0.3225806451612903,0.0,Unknown,1.0,-0.088916203379631,Routine Maintenance Coding,0.06203413,-0.15728379602281792,1.0,0.6584,0.08184711925767074,
359,oversee post-production process,1,0.641,Hard,Apply,['in-c61e70300ea947d2'],0.03225806451612903,0.0,Unknown,1.0,0.128426507115364,Process Automation & RPA,0.018687189,0.22717353846985308,1.0,0.641,0.08105528734740754,
360,work with vendors,1,0.814,Soft,Unknown,['in-78f35efe37a1d54d'],0.03225806451612903,0.0,Unknown,1.0,0.1284222364425659,Advanced Communication & Collaboration,0.01652509,0.22716598408039734,1.0,0.814,0.08105302103057081,
361,provide recommendations,1,0.746,Hard,Evaluate,['in-5910bc38a3003b6c'],0.03225806451612903,0.0,Unknown,1.0,0.1278410382568836,UX/UI & Digital Design,0.037184983,0.2261379031074008,1.0,0.746,0.08074459673867186,
362,prepare documentation,1,0.716,Hard,Apply,['in-5f61e121db68b7f3'],0.03225806451612903,0.0,Unknown,1.0,0.1277942895889282,Advanced Communication & Collaboration,0.051976174,0.22605520942868354,1.0,0.716,0.08071978863505667,
363,develop concepts,1,0.676,Hard,Create,['in-0b92f8ae68be10dd'],0.03225806451612903,0.0,Unknown,1.0,0.1276400089263916,Advanced Communication & Collaboration,0.031371444,0.22578230249682696,1.0,0.676,0.0806379165554997,
364,deliver high-quality work,1,0.977,Hard,Apply,['in-8e1b2efd1265f8b9'],0.03225806451612903,0.0,Unknown,1.0,0.1267003536224365,Advanced Communication & Collaboration,0.03822276,0.2241201470342503,1.0,0.977,0.08013926991672671,
365,support strategic decision-making,1,0.931,Soft,Unknown,['in-8e38b6b31fa6d73e'],0.03225806451612903,0.0,Unknown,1.0,0.1266768217086792,Advanced Communication & Collaboration,0.10591099,0.22407852145215443,1.0,0.931,0.08012678224209795,
366,deliver projects,1,0.571,Hard,Apply,['in-c6aaa27ebaaf8d44'],0.03225806451612903,0.0,Unknown,1.0,0.1266214370727539,Advanced Communication & Collaboration,0.036417007,0.22398055161708982,1.0,0.571,0.08009739129157856,
367,operating,1,0.486,Hard,Apply,['in-0832c9c5678ba569'],0.03225806451612903,0.0,Unknown,1.0,0.1265185177326202,Database & Systems Administration,0.015265211,0.2237984976844531,1.0,0.486,0.08004277511178755,
368,establish,3,0.5043333333333333,Hard,Apply,"['in-943ad19608fc7fde', 'in-aedafc26ebb315f5', 'in-16b8ccda0edc7185']",0.0967741935483871,0.0,Unknown,1.0,0.0776203513145446,Advanced Communication & Collaboration,0.070986,0.1373025729770758,1.0,0.5043333333333333,0.07990044931247758,
369,organisational and,1,0.488,Hard,Apply,['in-ddc8d55e66c8ce42'],0.03225806451612903,0.0,Unknown,1.0,0.1260675191879272,Advanced Communication & Collaboration,0.031189501,0.22300072674491772,1.0,0.488,0.07980344382992693,
370,ownership,1,0.473,Hard,Apply,['in-aafc76d049f6d56e'],0.03225806451612903,0.0,Unknown,1.0,0.1260545633733272,Human-AI Collaboration,0.00685668,0.22297780921556537,1.0,0.473,0.07979656857112123,
371,document software,1,0.707,Hard,Apply,['in-e9c98c1d997359b4'],0.03225806451612903,0.0,Unknown,1.0,0.1260457038879394,Advanced Communication & Collaboration,0.009260178,0.2229621376794489,1.0,0.707,0.07979186711028628,
372,work on large and small projects,1,0.672,Hard,Apply,['in-eba5186bbc86e202'],0.03225806451612903,0.0,Unknown,1.0,0.1254107356071472,Advanced Communication & Collaboration,0.03786844,0.22183894283125366,1.0,0.672,0.07945490865582772,
373,make recommendations,1,0.657,Hard,Evaluate,['in-87da0fa9cc457bdb'],0.03225806451612903,0.0,Unknown,1.0,0.1254033520817756,UX/UI & Digital Design,0.06852919,0.2218258821195461,1.0,0.657,0.07945099044231545,
374,communicate in English,1,0.636,Soft,Unknown,['in-679829e5a68d1830'],0.03225806451612903,0.0,Unknown,1.0,0.1244617938995361,Advanced Communication & Collaboration,0.12092163,0.2201603606572015,1.0,0.636,0.07895133400361207,
375,drive strategic initiatives,1,0.956,Soft,Unknown,['in-6cac15dd8508d808'],0.03225806451612903,0.0,Unknown,1.0,0.1244217157363891,Advanced Communication & Collaboration,0.10026431,0.2200894664287281,1.0,0.956,0.07893006573507004,
376,share ideas,2,0.7264999999999999,Soft,Unknown,"['in-2ce72a5ebfa33b22', 'in-0972e6183aff2cf8']",0.06451612903225806,0.0,Unknown,1.0,0.0998786926269531,Advanced Communication & Collaboration,0.014464617,0.1766753338656621,1.0,0.7264999999999999,0.07880905177260185,
377,products,1,0.498,Hard,Apply,['in-277cf9b06c74153d'],0.03225806451612903,0.0,Unknown,1.0,0.1240615129470825,UX/UI & Digital Design,0.015159979,0.21945230402315097,1.0,0.498,0.0787389170133969,
378,organisational,1,0.443,Hard,Apply,['in-753f7fe838c1e5a4'],0.03225806451612903,0.0,Unknown,1.0,0.1232335567474365,Advanced Communication & Collaboration,0.019838423,0.21798773301054317,1.0,0.443,0.07829954570961456,
379,partners,1,0.526,Hard,Apply,['in-e93b7f13f10ee6f3'],0.03225806451612903,0.0,Unknown,1.0,0.1229680061340332,Advanced Communication & Collaboration,0.047207773,0.2175180007578745,1.0,0.526,0.07815862603381396,
380,scalability.,1,0.511,Hard,Apply,['in-6556f40a159eae7f'],0.03225806451612903,0.0,Unknown,1.0,0.1227698147296905,UX/UI & Digital Design,0.0069999397,0.21716742015243612,1.0,0.511,0.07805345185218245,
381,mentor team members,1,0.659,Soft,Unknown,['in-7e13431b8672f3ba'],0.03225806451612903,0.0,Unknown,1.0,0.1225585579872131,Advanced Communication & Collaboration,0.03500521,0.2167937282815586,1.0,0.659,0.0779413442909192,
382,develop strategy,1,0.676,Hard,Create,['in-a0aedc13475d7800'],0.03225806451612903,0.0,Unknown,1.0,0.1224922180175781,Advanced Communication & Collaboration,0.05283746,0.21667637956607555,1.0,0.676,0.07790613967627429,
383,analytical and,1,0.454,Hard,Apply,['in-6055370b483ace56'],0.03225806451612903,0.0,Unknown,1.0,0.1220661289989948,UX/UI & Digital Design,0.019981518,0.21592267106594662,1.0,0.454,0.0776800271262356,
384,build relationships,3,0.8473333333333333,Soft,Unknown,"['in-8e1b2efd1265f8b9', 'in-e758bf85ade6587f', 'in-9faba76b8ffb3600']",0.0967741935483871,0.0,Unknown,1.0,0.0725590765476226,Advanced Communication & Collaboration,0.0012563616,0.12834968837563593,1.0,0.8473333333333333,0.07721458393204561,
385,empower clients,1,0.637,Soft,Unknown,['in-8e0b782a66eed7b2'],0.03225806451612903,0.0,Unknown,1.0,0.1209218978881836,Advanced Communication & Collaboration,0.1306907,0.21389864163379232,1.0,0.637,0.07707281829658931,
386,contractors,1,0.501,Hard,Apply,['in-26690ce23c3fecfb'],0.03225806451612903,0.0,Unknown,1.0,0.1208135962486267,Advanced Communication & Collaboration,0.023247749,0.2137070669563145,1.0,0.501,0.07701534589334597,
387,troubleshoot system issues,1,1.0,Hard,Apply,['in-78f35efe37a1d54d'],0.03225806451612903,0.0,Unknown,1.0,0.1207257509231567,Database & Systems Administration,0.044505224,0.2135516774353091,1.0,1.0,0.07696872903704434,
388,Monitor,2,0.652,Hard,Analyze,"['in-2c6e663f01600447', 'in-b230f99b8e113412']",0.06451612903225806,0.0,Stable,1.0,0.0962059050798416,Database & Systems Administration,0.019834086,0.17017854311843858,1.0,0.652,0.0768600145484348,
389,interpreting,1,0.523,Hard,Understand,['in-bcf8e72773555473'],0.03225806451612903,0.0,Unknown,1.0,0.1204782761633396,Human-AI Collaboration,8.769333e-05,0.21311391954457143,1.0,0.523,0.07683740166982304,
390,engage in continuous development,1,0.638,Soft,Unknown,['in-fee0691b9d44e1a6'],0.03225806451612903,0.0,Unknown,1.0,0.1201099395751953,Advanced Communication & Collaboration,0.004600525,0.21246236926919496,1.0,0.638,0.07664193658721011,
391,timelines,1,0.527,Hard,Apply,['in-8e1b2efd1265f8b9'],0.03225806451612903,0.0,Unknown,1.0,0.1199602037668228,Database & Systems Administration,0.027126282,0.21219750172597768,1.0,0.527,0.07656247632424491,
392,work with the team,1,0.72,Soft,Unknown,['in-2ce72a5ebfa33b22'],0.03225806451612903,0.0,Unknown,1.0,0.1196409225463867,Advanced Communication & Collaboration,0.06177233,0.21163272544853606,1.0,0.72,0.07639304344101243,
393,opportunities.,1,0.557,Hard,Apply,['in-5ed12c1d80178c55'],0.03225806451612903,0.0,Unknown,1.0,0.1178280234336853,Advanced Communication & Collaboration,0.039403856,0.20842588976039203,1.0,0.557,0.07543099273456923,
394,analysis,1,0.51,Hard,Apply,['in-3b3191ff683039db'],0.03225806451612903,0.0,Stable,1.0,0.1173835426568985,UX/UI & Digital Design,0.030665591,0.20763964809492508,1.0,0.51,0.07519512023492914,
395,availability,1,0.288,Hard,Apply,['in-4f28aef42ed3e602'],0.03225806451612903,0.0,Unknown,1.0,0.1170806065201759,Database & Systems Administration,0.030783981,0.20710378462206866,1.0,0.288,0.0750343611930722,
396,value diverse perspectives,1,0.96,Soft,Unknown,['in-78e3960e2c6de427'],0.03225806451612903,0.0,Unknown,1.0,0.1169881105422973,Advanced Communication & Collaboration,0.13030562,0.2069401685659998,1.0,0.96,0.07498527637625156,
397,make payments faster,1,0.565,Hard,Apply,['in-a9caf6044c5982a5'],0.03225806451612903,0.0,Unknown,1.0,0.1167165398597717,Digital Platforms & E-commerce,0.117706746,0.2064597874182155,1.0,0.565,0.07484116203191626,
398,grow,2,0.5695,Hard,Apply,"['in-4487b767bbd8839a', 'in-8f4c6e9b808d2c4f']",0.06451612903225806,0.0,Stable,1.0,0.0920741260051727,Cloud Computing & Infrastructure,0.030265003,0.162869842651135,1.0,0.5695,0.07466740440824372,
399,Setup,1,0.466,Hard,Apply,['in-85998ec8954bd6f0'],0.03225806451612903,0.0,Unknown,1.0,0.1161306127905845,Database & Systems Administration,0.056891188,0.2054233415272363,1.0,0.466,0.0745302282646225,
400,performance,1,0.554,Hard,Apply,['in-53cfdaded73a3d73'],0.03225806451612903,0.0,Stable,1.0,0.1157772958278656,UX/UI & Digital Design,0.03463109,0.2047983594544141,1.0,0.554,0.07434273364277584,
401,manage budgets,1,0.613,Hard,Evaluate,['in-8e1b2efd1265f8b9'],0.03225806451612903,0.0,Unknown,1.0,0.1156580075621604,Database & Systems Administration,0.017446294,0.20458735054334998,1.0,0.613,0.0742794309694566,
402,player,1,0.315,Hard,Apply,['in-2ce72a5ebfa33b22'],0.03225806451612903,0.0,Unknown,1.0,0.1156361103057861,Human-AI Collaboration,0.011473209,0.20454861650529924,1.0,0.315,0.07426781075804138,
403,manage firewalls,1,0.694,Hard,Apply,['in-a404803d836d906d'],0.03225806451612903,0.0,Unknown,1.0,0.114821046590805,Database & Systems Administration,0.031152114,0.20310685099777584,1.0,0.694,0.07383528110578437,
404,hands,1,0.472,Hard,Apply,['in-a72859a54359c7af'],0.03225806451612903,0.0,Stable,1.0,0.114646764844656,UX/UI & Digital Design,0.04411368,0.2027985641662434,1.0,0.472,0.07374279505632463,
405,present ideas in an approachable and engaging way,1,0.676,Soft,Unknown,['in-e448b26aaa4bd60d'],0.03225806451612903,0.0,Unknown,1.0,0.1141794562339782,Advanced Communication & Collaboration,0.09295131,0.20197194236495322,1.0,0.676,0.07349480851593758,
406,energy,1,0.429,Hard,Apply,['in-f74c9cb1b22d819b'],0.03225806451612903,0.0,Unknown,1.0,0.1136497020721435,Environmental & Sustainability Technology,0.045790464,0.20103486068169127,1.0,0.429,0.073213684010959,
407,strategic,1,0.542,Hard,Evaluate,['in-25a71a642585796c'],0.03225806451612903,0.0,Stable,1.0,0.1133222818374633,Advanced Communication & Collaboration,0.08655009,0.2004556873089224,1.0,0.542,0.07303993199912834,
408,thrive on high energy,1,0.674,Soft,Unknown,['in-096cfb69d67e378f'],0.03225806451612903,0.0,Unknown,1.0,0.1132278800010681,Environmental & Sustainability Technology,0.050552726,0.20028869998135548,1.0,0.674,0.07298983580085826,
409,optimization,1,0.248,Hard,Apply,['in-b4e7ced8ffb00d78'],0.03225806451612903,0.0,Unknown,1.0,0.1127530112862587,AI & Machine Learning,0.017498054,0.1994487051183403,1.0,0.248,0.0727378373419537,
410,efficient,1,0.321,Hard,Apply,['in-0ce4ee994f5986ef'],0.03225806451612903,0.0,Unknown,1.0,0.1122680068016052,Environmental & Sustainability Technology,0.058183476,0.1985907811007268,1.0,0.321,0.07248046013666966,
411,communicate orally,1,0.693,Soft,Unknown,['in-e758bf85ade6587f'],0.03225806451612903,0.0,Unknown,1.0,0.1117334365844726,Advanced Communication & Collaboration,0.09113607,0.1976451803013722,1.0,0.693,0.07219677989686328,
412,experimentation,1,0.537,Hard,Apply,['in-0638bc312d573e8e'],0.03225806451612903,0.0,Unknown,1.0,0.1117022603750229,UX/UI & Digital Design,0.014167398,0.19759003273117157,1.0,0.537,0.07218023562580309,
