knowledge,freq,mean_confidence,best_domain_id,best_future_domain,trend_label,trend_score,similarity,top1_similarity,top2_similarity,top3_similarity,mapping_margin,top2_domain_id,top3_domain_id,domain_source,future_weight
"ELT methodologies,",1,0.526,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.31345725,0.31345725,0.27301344,0.26340786,0.040443808,ONET02,MCK04,McKinsey_FutureOfWork_2025,0.1253829002380371
professional services,6,0.7641666666666667,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.31266493,0.31266493,0.24803181,0.2447316,0.064633116,DEC01,MCK03,McKinsey_FutureOfWork_2025,0.12506597042083742
corporate telecoms environment?,1,0.476,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.31242064,0.31242064,0.28952146,0.26159406,0.02289918,ONET02,ESCO02,McKinsey_FutureOfWork_2025,0.12496825456619264
R&D collaborator,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3121556,0.3121556,0.27599594,0.16755542,0.036159664,WEF07,MCK01,McKinsey_FutureOfWork_2025,0.12486224174499512
Student consultancy,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3119695,0.3119695,0.25322863,0.24204795,0.058740854,ESCO02,ESCO01,McKinsey_FutureOfWork_2025,0.12478779554367066
collaborative spaces,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.31178978,0.31178978,0.3043296,0.24527241,0.007460177,WEF07,ONET03,McKinsey_FutureOfWork_2025,0.12471591234207154
emerging technology,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.31173348,0.31173348,0.2542722,0.23247258,0.05746129,WEF06,WEF05,McKinsey_FutureOfWork_2025,0.12469339370727539
community of practice,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3115388,0.3115388,0.23228323,0.19897673,0.07925555,MCK03,MCK05,McKinsey_FutureOfWork_2025,0.12461551427841187
ETL tools,3,0.8436666666666666,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.31147778,0.31147778,0.28323054,0.2639297,0.028247237,ONET02,ONET03,McKinsey_FutureOfWork_2025,0.12459111213684082
event capabilities,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.31137633,0.31137633,0.21980178,0.21239676,0.09157455,ONET02,ESCO02,McKinsey_FutureOfWork_2025,0.12455053329467775
client training,1,0.845,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.31120536,0.31120536,0.23811544,0.2185746,0.07308991,DEC03,DEC01,McKinsey_FutureOfWork_2025,0.12448214292526245
multi-stakeholder ecosystem,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.31102097,0.31102097,0.2850519,0.24725282,0.025969058,WEF06,ONET06,McKinsey_FutureOfWork_2025,0.12440838813781739
"technical school,",1,0.503,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.31091967,0.31091967,0.28238222,0.25868,0.028537452,WEF08,ONET03,McKinsey_FutureOfWork_2025,0.12436786890029908
strategic,1,0.334,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3109001,0.3109001,0.25284684,0.23939922,0.058053255,MCK05,ESCO01,McKinsey_FutureOfWork_2025,0.1243600368499756
technical pre-sales support,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.31073308,0.31073308,0.28447345,0.24632715,0.02625963,WEF05,DEC03,McKinsey_FutureOfWork_2025,0.12429323196411134
equipment and,1,0.464,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3106763,0.3106763,0.27732548,0.27493688,0.033350825,DEC03,DEC01,McKinsey_FutureOfWork_2025,0.12427052259445191
strategic mission,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.31036583,0.31036583,0.2709651,0.26665646,0.039400727,ESCO01,MCK03,McKinsey_FutureOfWork_2025,0.1241463303565979
Army Geospatial Enterprise,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.31025583,0.31025583,0.2976017,0.21646096,0.012654126,WEF04,ONET02,McKinsey_FutureOfWork_2025,0.12410233020782471
OT (Operational Technology),1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.31022438,0.31022438,0.29493707,0.2748145,0.01528731,ONET03,DEC03,McKinsey_FutureOfWork_2025,0.1240897536277771
practices in,1,0.411,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.30948758,0.30948758,0.2962067,0.26754668,0.0132808685,DEC03,MCK03,McKinsey_FutureOfWork_2025,0.1237950325012207
Aviation technical training,1,0.805,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.30939463,0.30939463,0.26668173,0.25199765,0.042712897,ESCO02,WEF07,McKinsey_FutureOfWork_2025,0.12375785112380983
BizTalk,1,0.85,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.309223,0.309223,0.25107393,0.24265647,0.05814907,ONET02,ESCO02,McKinsey_FutureOfWork_2025,0.12368919849395753
enterprise transformation,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.30859596,0.30859596,0.27856576,0.24880134,0.030030191,WEF05,ESCO02,McKinsey_FutureOfWork_2025,0.12343838214874268
Android module teams,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.30817124,0.30817124,0.28975192,0.23496528,0.018419325,MCK03,ONET01,McKinsey_FutureOfWork_2025,0.12326849699020387
tender submissions,1,0.7,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.30780837,0.30780837,0.21087264,0.20406395,0.096935734,ONET06,DEC03,McKinsey_FutureOfWork_2025,0.12312334775924683
CI/CD practices,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3077554,0.3077554,0.28512916,0.2768195,0.022626251,ONET05,ONET03,McKinsey_FutureOfWork_2025,0.12310216426849366
commercial building projects,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.30770975,0.30770975,0.302797,0.27133465,0.004912764,ESCO01,DEC02,McKinsey_FutureOfWork_2025,0.12308390140533448
Advanced Practice Nurse certification,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.307399,0.307399,0.18969217,0.18935339,0.117706835,ONET05,DEC01,McKinsey_FutureOfWork_2025,0.12295960187911988
back-office integration,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.30719706,0.30719706,0.305881,0.28423965,0.0013160706,DEC01,ONET02,McKinsey_FutureOfWork_2025,0.12287882566452027
creative research,2,0.652,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.30712032,0.30712032,0.2891337,0.2564339,0.017986625,MCK04,MCK05,McKinsey_FutureOfWork_2025,0.12284812927246094
modern integration practices,1,0.818,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.30692264,0.30692264,0.29857898,0.2925717,0.008343667,ONET02,DEC03,McKinsey_FutureOfWork_2025,0.1227690577507019
business resource groups,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.30667505,0.30667505,0.2946557,0.28924853,0.012019336,MCK03,ESCO02,McKinsey_FutureOfWork_2025,0.12267001867294312
production support,3,0.7776666666666667,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.30662152,0.30662152,0.27832386,0.27652353,0.028297663,DEC03,DEC02,McKinsey_FutureOfWork_2025,0.1226486086845398
knowledge shares,1,0.793,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.30631706,0.30631706,0.2812792,0.18020695,0.025037855,WEF07,MCK03,McKinsey_FutureOfWork_2025,0.12252682447433472
commercial agreements,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.30591843,0.30591843,0.28339076,0.23030344,0.022527665,WEF05,ONET06,McKinsey_FutureOfWork_2025,0.1223673701286316
industrial communication protocols,1,0.527,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.30531323,0.30531323,0.29362148,0.25474274,0.011691749,MCK01,ONET03,McKinsey_FutureOfWork_2025,0.12212529182434083
inter-agency agreements,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3051005,0.3051005,0.25158083,0.23758183,0.053519666,ONET06,WEF07,McKinsey_FutureOfWork_2025,0.12204020023345948
Front Office trading environment,1,0.759,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.30500463,0.30500463,0.28799853,0.27172992,0.0170061,ONET02,DEC02,McKinsey_FutureOfWork_2025,0.122001850605011
creative activity,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.30452615,0.30452615,0.30266187,0.29170915,0.0018642843,ONET04,DEC03,McKinsey_FutureOfWork_2025,0.12181046009063722
ETL/ELT design,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3041699,0.3041699,0.27295858,0.24669491,0.031211317,ONET03,DEC02,McKinsey_FutureOfWork_2025,0.12166795730590821
Strategy & Support,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3039948,0.3039948,0.28308493,0.27558818,0.020909876,MCK03,MCK05,McKinsey_FutureOfWork_2025,0.12159792184829712
professional societies,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.30375898,0.30375898,0.25257972,0.23056374,0.05117926,MCK03,ONET06,McKinsey_FutureOfWork_2025,0.12150359153747559
operations coordination,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.303751,0.303751,0.29921287,0.27319878,0.004538119,WEF07,ONET06,McKinsey_FutureOfWork_2025,0.12150039672851563
Commercial Strategy:,2,0.5625,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3034896,0.3034896,0.24509333,0.21587986,0.058396265,WEF05,ESCO01,McKinsey_FutureOfWork_2025,0.12139583826065065
Teleconferencing Certifications:,1,0.495,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3028387,0.3028387,0.291213,0.23270184,0.011625707,ONET05,WEF08,McKinsey_FutureOfWork_2025,0.12113548517227174
tech stack,4,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3026224,0.3026224,0.29312047,0.2851644,0.009501934,ONET03,ONET02,McKinsey_FutureOfWork_2025,0.12104896306991578
SAP Mobility technologies,1,0.812,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.30240828,0.30240828,0.2501623,0.24650566,0.052245975,ONET03,WEF02,McKinsey_FutureOfWork_2025,0.12096331119537354
institutional projects,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3023972,0.3023972,0.28400344,0.26735,0.018393755,ESCO01,WEF07,McKinsey_FutureOfWork_2025,0.12095887660980226
creative assets,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.30210403,0.30210403,0.29220492,0.28647572,0.00989911,ONET04,DEC02,McKinsey_FutureOfWork_2025,0.12084161043167115
production and,1,0.479,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.30192,0.30192,0.24670257,0.24069366,0.05521743,MCK03,ONET02,McKinsey_FutureOfWork_2025,0.12076799869537354
technical understanding,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.30098483,0.30098483,0.24703762,0.2383213,0.05394721,ONET03,DEC03,McKinsey_FutureOfWork_2025,0.12039393186569214
clienteling tools,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.30068773,0.30068773,0.26557606,0.23050393,0.035111666,DEC03,DEC02,McKinsey_FutureOfWork_2025,0.12027509212493898
operational specialists,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.30004993,0.30004993,0.2708838,0.24756983,0.029166132,DEC03,ONET02,McKinsey_FutureOfWork_2025,0.12001997232437134
presentations,5,0.6674,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.29410475,0.29410475,0.2522844,0.20143342,0.041820347,ONET03,ESCO01,McKinsey_FutureOfWork_2025,0.0
Microsoft BI Stack,1,0.842,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.22777444,0.22777444,0.21845303,0.21290965,0.0093214065,ESCO02,MCK02,ONET_BrightOutlook_2024,0.0
POSIFLEX,1,0.361,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.12413207,0.12413207,0.07828472,0.075787455,0.04584735,DEC02,WEF04,ONET_BrightOutlook_2024,0.0
Private,1,0.318,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.12956583,0.12956583,0.085182905,0.07870529,0.04438293,ONET02,MCK02,ONET_BrightOutlook_2024,0.0
Private Banking,3,0.7319999999999999,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.24643636,0.24643636,0.21776088,0.15236531,0.028675482,WEF05,WEF03,ONET_BrightOutlook_2024,0.0
Microsoft PowerBI,2,0.7384999999999999,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.17461708,0.17461708,0.15585124,0.14371996,0.018765837,MCK01,DEC02,McKinsey_FutureOfWork_2025,0.0
position data reports,1,0.75,DEC01,Routine Data Entry & Clerical,Decline,-0.6,0.27431458,0.27431458,0.25789657,0.16099454,0.01641801,WEF02,ONET02,WEF_FutureOfJobs_2023,0.0
privacy-preserving approaches,1,0.806,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.15059134,0.15059134,0.11446112,0.103486545,0.036130227,ONET02,WEF05,ONET_BrightOutlook_2024,0.0
program execution,1,0.784,DEC03,Routine Maintenance Coding,Decline,-0.3,0.24067044,0.24067044,0.18390982,0.13404213,0.056760624,ONET02,ONET01,McKinsey_FutureOfWork_2023,0.0
"POS Terminal,",1,0.432,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.24473989,0.24473989,0.14892529,0.12955618,0.0958146,ONET03,ESCO01,ONET_BrightOutlook_2024,0.0
POS tagging,1,0.848,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.21887675,0.21887675,0.14359096,0.13840716,0.07528579,WEF04,WEF03,ONET_BrightOutlook_2024,0.0
professional practice,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.26155403,0.26155403,0.24586362,0.22652766,0.015690416,DEC03,MCK03,McKinsey_FutureOfWork_2025,0.0
Professional Engineer (P.Eng.) designation,1,0.75,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.26266256,0.26266256,0.25539017,0.24692003,0.0072723925,MCK02,ONET03,ESCO_v1.2_2024,0.0
presentation graphics,1,0.556,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.28976336,0.28976336,0.2113413,0.20831338,0.078422055,DEC02,ONET04,ONET_BrightOutlook_2024,0.0
professional practice standards and guidelines,1,0.75,DEC03,Routine Maintenance Coding,Decline,-0.3,0.25429854,0.25429854,0.24750303,0.24260615,0.0067955106,DEC01,MCK02,McKinsey_FutureOfWork_2023,0.0
private debt,2,0.75,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.23226956,0.23226956,0.12113279,0.08879496,0.111136764,ESCO01,MCK05,ONET_BrightOutlook_2024,0.0
professional liability,1,0.75,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.23890962,0.23890962,0.20513272,0.16711396,0.033776894,DEC03,MCK02,WEF_FutureOfJobs_2025,0.0
professional learning,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.290793,0.290793,0.25804502,0.25306952,0.032747984,MCK04,WEF08,McKinsey_FutureOfWork_2025,0.0
private equity,1,0.75,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.27058175,0.27058175,0.19699879,0.18769616,0.07358296,WEF05,WEF04,ONET_BrightOutlook_2024,0.0
POS systems,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.25318006,0.25318006,0.2211364,0.20978037,0.03204365,ONET06,ONET03,ONET_BrightOutlook_2024,0.0
privacy policy,2,0.75,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.14653203,0.14653203,0.1332009,0.1174977,0.01333113,WEF03,ONET02,ONET_BrightOutlook_2024,0.0
professional indemnity,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.2010772,0.2010772,0.12446502,0.12408741,0.076612175,DEC03,MCK05,McKinsey_FutureOfWork_2025,0.0
presentation decks,1,0.846,DEC02,Legacy Web Development,Decline,-0.4,0.25859195,0.25859195,0.21252018,0.19915149,0.046071768,ONET03,MCK02,Expert_consensus,0.0
position control,1,0.75,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.1112144,0.1112144,0.1071836,0.1001284,0.0040308014,MCK03,MCK02,McKinsey_FutureOfWork_2025,0.0
professional publications,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.29013008,0.29013008,0.25940603,0.22084494,0.030724049,ONET02,WEF08,McKinsey_FutureOfWork_2025,0.0
privacy-preserving AI,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.2535031,0.2535031,0.23838384,0.13486686,0.0151192695,WEF01,ONET06,WEF_FutureOfJobs_2025,0.0
profiler,2,0.844,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.16469288,0.16469288,0.12128919,0.106574014,0.043403685,DEC02,ESCO01,ONET_BrightOutlook_2024,0.0
POSIFLEX POS Terminal,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.10019161,0.10019161,0.09859304,0.0433961,0.0015985668,ONET03,ESCO01,ONET_BrightOutlook_2024,0.0
programmatic advertising,2,0.7989999999999999,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.2495741,0.2495741,0.17013581,0.15093488,0.079438284,DEC03,WEF07,WEF_FutureOfJobs_2025,0.0
program,2,0.475,DEC03,Routine Maintenance Coding,Decline,-0.3,0.24906166,0.24906166,0.24475257,0.23332874,0.004309088,WEF07,WEF01,McKinsey_FutureOfWork_2023,0.0
Posit Connect,1,0.838,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.142288,0.142288,0.103172965,0.093361795,0.039115034,ONET02,ONET03,WEF_FutureOfJobs_2025,0.0
privacy-focused engineering,1,0.75,WEF03,Cybersecurity,Strong_Growth,0.9,0.2825852,0.2825852,0.23831293,0.20843656,0.044272274,ESCO02,ONET06,WEF_FutureOfJobs_2025,0.0
programming logic,1,0.782,DEC03,Routine Maintenance Coding,Decline,-0.3,0.2692262,0.2692262,0.22702773,0.1922669,0.042198464,WEF07,ONET06,McKinsey_FutureOfWork_2023,0.0
previews,1,0.75,DEC02,Legacy Web Development,Decline,-0.4,0.1739445,0.1739445,0.15714185,0.15484507,0.016802654,DEC03,ONET03,Expert_consensus,0.0
programmation,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.23920427,0.23920427,0.23192613,0.21699025,0.0072781444,WEF01,ONET04,WEF_FutureOfJobs_2025,0.0
program and unit review,1,0.75,DEC03,Routine Maintenance Coding,Decline,-0.3,0.25426847,0.25426847,0.20728545,0.18706669,0.04698302,ESCO02,ONET03,McKinsey_FutureOfWork_2023,0.0
privacy-by-design,1,0.75,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.14268102,0.14268102,0.115866214,0.09919112,0.026814803,DEC02,ONET03,ONET_BrightOutlook_2024,0.0
Privacy regulations,2,0.7925,WEF03,Cybersecurity,Strong_Growth,0.9,0.1862863,0.1862863,0.18302189,0.1486977,0.0032644123,ONET06,WEF05,WEF_FutureOfJobs_2025,0.0
Profit,2,0.6535,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.11739594,0.11739594,0.116898395,0.10729159,0.0004975423,MCK04,MCK02,WEF_FutureOfJobs_2025,0.0
profiling,3,0.7666666666666666,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.23529345,0.23529345,0.20330988,0.19448458,0.03198357,DEC01,WEF02,ONET_BrightOutlook_2024,0.0
profiles,2,0.7869999999999999,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.21725777,0.21725777,0.20465872,0.17654781,0.012599051,ONET03,DEC01,ONET_BrightOutlook_2024,0.0
programmatic,4,0.7245,DEC03,Routine Maintenance Coding,Decline,-0.3,0.2535797,0.2535797,0.17534721,0.14569946,0.0782325,MCK01,WEF07,McKinsey_FutureOfWork_2023,0.0
press conferences,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.20800179,0.20800179,0.18301342,0.1776224,0.024988368,MCK03,ONET02,McKinsey_FutureOfWork_2025,0.0
proficiency level,1,0.375,WEF08,Technological Literacy & Digital Fluency,Strong_Growth,0.85,0.25762674,0.25762674,0.21151902,0.18949805,0.046107724,DEC01,MCK02,WEF_FutureOfJobs_2025,0.0
privacy protocols,1,0.75,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.2742752,0.2742752,0.18104205,0.17160365,0.09323317,WEF03,ONET02,ONET_BrightOutlook_2024,0.0
preventive healthcare,1,0.75,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.12362073,0.12362073,0.08248472,0.07225761,0.04113601,MCK03,WEF06,WEF_FutureOfJobs_2025,0.0
MicroStrategy,1,0.75,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.16783662,0.16783662,0.13817967,0.13714463,0.029656947,WEF04,WEF05,WEF_FutureOfJobs_2025,0.0
Microsoft Access,1,0.781,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.24343807,0.24343807,0.20356987,0.20211804,0.03986819,DEC01,ONET02,ONET_BrightOutlook_2024,0.0
price changes,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.10117895,0.10117895,0.08211079,0.062341996,0.01906816,DEC02,ONET06,WEF_FutureOfJobs_2025,0.0
privacy principles,1,0.832,WEF03,Cybersecurity,Strong_Growth,0.9,0.1596238,0.1596238,0.14604315,0.10922446,0.01358065,ONET06,DEC01,WEF_FutureOfJobs_2025,0.0
Policy &,1,0.317,WEF06,Environmental & Sustainability Technology,Moderate_Growth,0.6,0.18518783,0.18518783,0.17279805,0.16500859,0.012389779,ONET02,ESCO02,WEF_FutureOfJobs_2025,0.0
MicroStation,4,0.8494999999999999,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.22197808,0.22197808,0.1725272,0.14844756,0.04945089,ONET03,DEC02,WEF_FutureOfJobs_2025,0.0
Pressurised Water Reactor system,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.09695366,0.09695366,0.09432231,0.07563595,0.0026313514,ONET06,MCK01,WEF_FutureOfJobs_2025,0.0
Programme Advisory,1,0.75,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.29321885,0.29321885,0.26936582,0.2560319,0.023853034,MCK02,WEF03,ESCO_v1.2_2024,0.0
program and,1,0.452,DEC03,Routine Maintenance Coding,Decline,-0.3,0.28345186,0.28345186,0.26832825,0.24716522,0.015123606,WEF07,WEF01,McKinsey_FutureOfWork_2023,0.0
press releases,2,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.17561254,0.17561254,0.13320947,0.13168295,0.042403072,DEC03,MCK02,ONET_BrightOutlook_2024,0.0
Posit Package Manager,1,0.75,ESCO01,Project Management & Agile Methodologies,Moderate_Growth,0.55,0.22888914,0.22888914,0.22135447,0.20409366,0.007534668,ONET02,DEC03,ESCO_v1.2_2024,0.0
professional services model,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.24942417,0.24942417,0.23628156,0.23576567,0.013142616,DEC01,ESCO02,McKinsey_FutureOfWork_2025,0.0
pricing models,2,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.2254085,0.2254085,0.19889827,0.14497311,0.026510224,ONET06,ESCO01,WEF_FutureOfJobs_2025,0.0
progress tracking,1,0.789,DEC03,Routine Maintenance Coding,Decline,-0.3,0.19104043,0.19104043,0.17114887,0.161536,0.01989156,MCK01,DEC01,McKinsey_FutureOfWork_2023,0.0
Prisma,1,0.849,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.11871289,0.11871289,0.1165265,0.10265725,0.0021863878,MCK05,MCK02,ONET_BrightOutlook_2024,0.0
print versatility,1,0.75,DEC03,Routine Maintenance Coding,Decline,-0.3,0.15043342,0.15043342,0.13222773,0.12203487,0.018205687,MCK05,DEC02,McKinsey_FutureOfWork_2023,0.0
property marketing,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.2869404,0.2869404,0.19797201,0.18381687,0.08896838,ESCO02,MCK02,WEF_FutureOfJobs_2025,0.0
prior authorizations,1,0.75,DEC01,Routine Data Entry & Clerical,Decline,-0.6,0.12344968,0.12344968,0.1093729,0.109359115,0.014076784,WEF07,MCK02,WEF_FutureOfJobs_2023,0.0
"prioritisation,",1,0.548,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.15477175,0.15477175,0.12395803,0.12056757,0.030813716,MCK02,ONET02,WEF_FutureOfJobs_2025,0.0
"Prioritization,",1,0.527,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.1719924,0.1719924,0.15405193,0.1497961,0.017940477,DEC03,WEF07,ONET_BrightOutlook_2024,0.0
Polygon,1,0.848,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.19300601,0.19300601,0.17822373,0.15616931,0.01478228,ONET02,WEF04,ONET_BrightOutlook_2024,0.0
Polymer Center,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.11902103,0.11902103,0.11364941,0.11020117,0.0053716153,ONET06,MCK02,WEF_FutureOfJobs_2025,0.0
property management,1,0.75,ESCO01,Project Management & Agile Methodologies,Moderate_Growth,0.55,0.23713338,0.23713338,0.23664787,0.19917226,0.00048550963,ONET02,DEC03,ESCO_v1.2_2024,0.0
Property industry,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.2593596,0.2593596,0.2424789,0.23201117,0.016880691,ESCO02,ONET06,WEF_FutureOfJobs_2025,0.0
Primtech,1,0.843,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.13445626,0.13445626,0.13019289,0.10800728,0.004263371,ONET02,MCK05,McKinsey_FutureOfWork_2025,0.0
Prime Vendor system,1,0.75,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.27021074,0.27021074,0.2281304,0.20947634,0.042080343,WEF05,ONET02,ONET_BrightOutlook_2024,0.0
property development,1,0.75,DEC03,Routine Maintenance Coding,Decline,-0.3,0.25542554,0.25542554,0.24915567,0.24167903,0.006269872,DEC02,MCK05,McKinsey_FutureOfWork_2023,0.0
microwave,1,0.796,DEC02,Legacy Web Development,Decline,-0.4,0.0997718,0.0997718,0.07460571,0.043579575,0.025166087,ONET03,MCK02,Expert_consensus,0.0
"property availability, pricing,",1,0.449,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.15864962,0.15864962,0.15058537,0.14509323,0.008064255,MCK05,ONET06,WEF_FutureOfJobs_2025,0.0
pop,1,0.334,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.12901375,0.12901375,0.11408684,0.08808684,0.01492691,MCK05,DEC02,WEF_FutureOfJobs_2025,0.0
pop-ups,1,0.75,DEC02,Legacy Web Development,Decline,-0.4,0.13405325,0.13405325,0.1328955,0.12835288,0.0011577457,WEF07,DEC03,Expert_consensus,0.0
PopPK,1,0.848,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.1573636,0.1573636,0.12289088,0.120645545,0.03447271,DEC03,ONET02,WEF_FutureOfJobs_2025,0.0
