job_id,date_posted,skill,type,bloom,confidence_score,confidence_tier,source,semantic_density,context_agreement,composite_score,verification_level,threshold_source,is_verified
in-290c255a99e5d600,,develop techniques,Soft,,0.626,Medium,LLM,0.86,0.92,0.6628999999999999,Verified_HIGH,calibrated,True
in-290c255a99e5d600,,develop models,Soft,,0.619,Medium,LLM,0.8,0.92,0.6511,Verified_HIGH,calibrated,True
in-290c255a99e5d600,,influence decision making,Soft,,0.623,Medium,LLM,0.83,0.92,0.6571999999999999,Verified_HIGH,calibrated,True
in-290c255a99e5d600,,drive decision making,Soft,,0.618,Medium,LLM,0.79,0.92,0.6492,Verified_HIGH,calibrated,True
in-290c255a99e5d600,,rationalise management reporting,Soft,,0.632,Medium,LLM,0.9,0.92,0.6713,Verified_HIGH,calibrated,True
in-290c255a99e5d600,,improve management reporting production,Soft,,0.628,Medium,LLM,0.87,0.92,0.6652,Verified_HIGH,calibrated,True
in-290c255a99e5d600,,improve analysis production,Hard,Create,0.722,Medium High,LLM,0.85,0.92,0.6998,Verified_HIGH,calibrated,True
in-290c255a99e5d600,,support with CAPEX investments analysis,Hard,Evaluate,0.716,Medium High,LLM,0.81,0.92,0.6914,Verified_HIGH,calibrated,True
in-290c255a99e5d600,,support with CAPEX investments justification,Hard,Evaluate,0.72,Medium High,LLM,0.84,0.92,0.6975,Verified_HIGH,calibrated,True
in-290c255a99e5d600,,support with post investment analysis,Hard,Evaluate,0.714,Medium High,LLM,0.8,0.92,0.6891,Verified_HIGH,calibrated,True
in-290c255a99e5d600,,tools,Hard,Apply,0.478,Low,BERT (standalone),0.75,0.82,0.5571999999999999,Verified_MEDIUM,calibrated,True
in-290c255a99e5d600,,techniques,Hard,Apply,0.493,Low,BERT (standalone),0.9,0.82,0.5857,Verified_MEDIUM,calibrated,True
in-290c255a99e5d600,,models,Hard,Create,0.518,Medium Low,BERT (standalone),0.78,0.82,0.5777,Verified_MEDIUM,calibrated,True
in-fac0a95b0783fd9d,,conduct impactful research,Hard,Remember,0.598,Medium Low,LLM,0.84,0.9,0.6426999999999999,Verified_HIGH,calibrated,True
in-fac0a95b0783fd9d,,design stakeholder engagement programs,Hard,Create,0.681,Medium,LLM,0.86,0.9,0.6789,Verified_HIGH,calibrated,True
in-fac0a95b0783fd9d,,inspire young people to pursue STEM careers,Soft,,0.63,Medium,LLM,0.76,0.9,0.6435,Verified_HIGH,calibrated,True
in-fac0a95b0783fd9d,,increase public understanding of uncertainty and risk,Soft,,0.636,Medium,LLM,0.8,0.9,0.6518999999999999,Verified_HIGH,calibrated,True
in-fac0a95b0783fd9d,,engage the public with the ethical & sustainable AI agenda,Soft,,0.621,Medium,LLM,0.69,0.9,0.6294,Verified_HIGH,calibrated,True
in-a17d7e782cb5033c,,improve app performance,Hard,Create,1.0,Very High,BERT+LLM,0.81,1.33,0.9279999999999999,Verified_HIGH,calibrated,True
in-a17d7e782cb5033c,,improve app reliability,Hard,Create,0.767,Medium High,LLM,0.81,1.02,0.7418,Verified_HIGH,calibrated,True
in-a17d7e782cb5033c,,ensure mobile parity with web platform,Hard,Analyze,1.0,Very High,BERT+LLM,0.78,1.29,0.9115,Verified_HIGH,calibrated,True
in-a17d7e782cb5033c,,reliability,Hard,Apply,0.555,Medium Low,BERT (standalone),0.9,0.92,0.6405000000000001,Verified_HIGH,calibrated,True
in-9b2c3343da5b9f4d,,drive successful team outcomes,Soft,,1.0,Very High,BERT+LLM,0.81,1.32,0.925,Verified_HIGH,calibrated,True
in-9b2c3343da5b9f4d,,shape strategic application design decisions,Soft,,0.733,Medium High,LLM,0.84,1.03,0.7357,Verified_HIGH,calibrated,True
in-9b2c3343da5b9f4d,,identify opportunities to standardise approaches,Soft,,0.921,Very High,BERT+LLM,0.87,1.34,0.9084000000000001,Verified_HIGH,calibrated,True
in-9b2c3343da5b9f4d,,shaping strategic application design decisions,Hard,Create,0.728,Medium High,BERT (standalone),0.85,0.93,0.7052,Verified_HIGH,calibrated,True
in-07a9c2a299829676,,collaborate with stakeholders,Soft,,0.868,High,BERT+LLM,0.87,1.25,0.8827,Verified_HIGH,calibrated,True
in-07a9c2a299829676,,gather requirements,Hard,Apply,0.986,Very High,BERT+LLM,0.87,1.25,0.9074,Verified_HIGH,calibrated,True
in-07a9c2a299829676,,define user stories,Hard,Apply,1.0,Very High,BERT+LLM,0.77,1.25,0.8979999999999999,Verified_HIGH,calibrated,True
in-07a9c2a299829676,,map conversational flows,Hard,Understand,1.0,Very High,BERT+LLM,0.81,1.23,0.8979999999999999,Verified_HIGH,calibrated,True
in-07a9c2a299829676,,build chatbot topics,Hard,Create,0.901,Very High,LLM,0.78,1.21,0.8479,Verified_HIGH,calibrated,True
in-07a9c2a299829676,,configure chatbot topics,Hard,Apply,0.723,Medium High,LLM,0.82,0.96,0.7076999999999999,Verified_HIGH,calibrated,True
in-07a9c2a299829676,,refine chatbot topics,Hard,Apply,0.955,Very High,BERT+LLM,0.79,1.23,0.877,Verified_HIGH,calibrated,True
in-07a9c2a299829676,,build chatbot entities,Hard,Create,0.72,Medium High,LLM,0.8,0.96,0.7034999999999999,Verified_HIGH,calibrated,True
in-07a9c2a299829676,,configure chatbot entities,Hard,Apply,0.726,Medium High,LLM,0.84,0.96,0.7119,Verified_HIGH,calibrated,True
in-07a9c2a299829676,,refine chatbot entities,Hard,Apply,0.609,Medium,LLM,0.81,0.96,0.6605999999999999,Verified_HIGH,calibrated,True
in-07a9c2a299829676,,build chatbot logic,Hard,Create,0.716,Medium High,LLM,0.77,0.96,0.6974,Verified_HIGH,calibrated,True
in-07a9c2a299829676,,configure chatbot logic,Hard,Analyze,0.637,Medium,LLM,0.81,0.96,0.6718,Verified_HIGH,calibrated,True
in-07a9c2a299829676,,refine chatbot logic,Hard,Analyze,0.633,Medium,LLM,0.78,0.96,0.6657,Verified_HIGH,calibrated,True
in-07a9c2a299829676,,connect bot to backend systems,Hard,Apply,1.0,Very High,BERT+LLM,0.75,1.25,0.895,Verified_HIGH,calibrated,True
in-07a9c2a299829676,,connect bot to databases,Hard,Apply,0.714,Medium High,LLM,0.76,0.96,0.6950999999999999,Verified_HIGH,calibrated,True
in-07a9c2a299829676,,connect bot to APIs,Hard,Apply,0.708,Medium High,LLM,0.72,0.96,0.6866999999999999,Verified_HIGH,calibrated,True
in-07a9c2a299829676,,implement generative AI capabilities,Hard,Apply,0.728,Medium High,LLM,0.85,0.96,0.7142,Verified_HIGH,calibrated,True
in-07a9c2a299829676,,fine-tune generative AI capabilities,Hard,Evaluate,0.642,Medium,LLM,0.85,0.96,0.6798,Verified_HIGH,calibrated,True
in-07a9c2a299829676,,handle user queries dynamically,Hard,Apply,0.637,Medium,LLM,0.81,0.96,0.6718,Verified_HIGH,calibrated,True
in-07a9c2a299829676,,conduct thorough testing,Hard,Evaluate,0.638,Medium,LLM,0.82,0.96,0.6737,Verified_HIGH,calibrated,True
in-07a9c2a299829676,,debug bot,Hard,Analyze,0.708,Medium High,LLM,0.72,0.96,0.6866999999999999,Verified_HIGH,calibrated,True
in-07a9c2a299829676,,build,Hard,Create,0.667,Medium,BERT (standalone),0.75,0.87,0.6477999999999999,Verified_HIGH,calibrated,True
in-07a9c2a299829676,,configure,Hard,Apply,0.684,Medium,BERT (standalone),0.87,0.87,0.6725999999999999,Verified_HIGH,calibrated,True
in-07a9c2a299829676,,entities,Hard,Apply,0.517,Medium Low,BERT (standalone),0.84,0.87,0.6013,Verified_HIGH,calibrated,True
in-07a9c2a299829676,,logic.,Hard,Analyze,0.55,Medium Low,BERT (standalone),0.78,0.87,0.6055,Verified_HIGH,calibrated,True
in-07a9c2a299829676,,Integrate: Leverage Power Automate (Flows),Hard,Create,0.669,Medium,BERT (standalone),0.83,0.87,0.6605999999999999,Verified_HIGH,calibrated,True
in-07a9c2a299829676,,databases,Hard,Apply,0.519,Medium Low,BERT (standalone),0.87,0.87,0.6066,Verified_HIGH,calibrated,True
in-07a9c2a299829676,,APIs,Hard,Apply,0.503,Medium Low,BERT (standalone),0.72,0.87,0.5777000000000001,Verified_MEDIUM,calibrated,True
in-07a9c2a299829676,,retrieving user data,Hard,Apply,0.55,Medium Low,BERT (standalone),0.78,0.87,0.6055,Verified_HIGH,calibrated,True
in-07a9c2a299829676,,creating support tickets,Hard,Evaluate,0.677,Medium,BERT (standalone),0.82,0.87,0.6623,Verified_HIGH,calibrated,True
in-07a9c2a299829676,,looking up information).,Hard,Apply,0.514,Medium Low,BERT (standalone),0.82,0.87,0.5971,Verified_MEDIUM,calibrated,True
in-07a9c2a299829676,,Leverage AI:,Hard,Apply,0.476,Low,BERT (standalone),0.77,0.87,0.5744,Verified_MEDIUM,calibrated,True
in-07a9c2a299829676,,Implement,Hard,Apply,0.684,Medium,BERT (standalone),0.87,0.87,0.6725999999999999,Verified_HIGH,calibrated,True
in-07a9c2a299829676,,fine -tune,Hard,Evaluate,0.545,Medium Low,BERT (standalone),0.74,0.87,0.5975,Verified_MEDIUM,calibrated,True
in-e07c53dcbcbf3274,,push boundaries of data science,Hard,Apply,0.563,Medium Low,LLM,0.76,0.9,0.6166999999999999,Verified_HIGH,calibrated,True
in-e07c53dcbcbf3274,,push boundaries of optimisation,Hard,Apply,0.569,Medium Low,LLM,0.81,0.9,0.6266,Verified_HIGH,calibrated,True
in-e07c53dcbcbf3274,,push boundaries of artificial intelligence,Hard,Apply,0.571,Medium Low,LLM,0.83,0.9,0.6304,Verified_HIGH,calibrated,True
in-e07c53dcbcbf3274,,solve complex problems,Soft,,0.636,Medium,LLM,0.8,0.9,0.6518999999999999,Verified_HIGH,calibrated,True
in-e73b0bc1ec1ad643,,write code,Hard,Create,1.0,Very High,BERT+LLM,0.75,1.4,0.9475,Verified_HIGH,calibrated,True
in-e73b0bc1ec1ad643,,approach writing code,Soft,,0.93,Very High,LLM,0.79,1.38,0.9119999999999999,Verified_HIGH,calibrated,True
in-e73b0bc1ec1ad643,,think about a problem,Soft,,0.852,High,BERT+LLM,0.74,1.39,0.8763,Verified_HIGH,calibrated,True
in-43db16c291d4d8cb,,develop experiences,Hard,Create,0.682,Medium,LLM,0.87,0.9,0.6808000000000001,Verified_HIGH,calibrated,True
in-d18c707abbf6d1eb,,understand code dependencies,Soft,,0.616,Medium,LLM,0.86,0.9,0.6528999999999999,Verified_HIGH,calibrated,True
in-d18c707abbf6d1eb,,understanding how each line of code affects all the others?,Hard,Apply,0.582,Medium Low,BERT (standalone),0.75,0.81,0.5958,Verified_MEDIUM,calibrated,True
in-2e43cfa3de5cdbea,,foster inclusion,Soft,,0.639,Medium,LLM,0.83,0.9,0.6576,Verified_HIGH,calibrated,True
in-2e43cfa3de5cdbea,,take care of each other,Soft,,0.625,Medium,LLM,0.71,0.9,0.634,Verified_HIGH,calibrated,True
in-5a81c5ecd1c8765b,,drive growth,Soft,,0.631,Medium,LLM,0.77,0.9,0.6454,Verified_HIGH,calibrated,True
in-5a81c5ecd1c8765b,,drive engagement,Soft,,0.639,Medium,LLM,0.83,0.9,0.6651,Verified_HIGH,calibrated,True
in-5a81c5ecd1c8765b,,drive brand loyalty,Soft,,0.632,Medium,LLM,0.77,0.9,0.6457999999999999,Verified_HIGH,calibrated,True
in-5a81c5ecd1c8765b,,craft animations,Hard,Apply,0.625,Medium,BERT+LLM,0.85,0.9,0.655,Verified_HIGH,calibrated,True
in-5a81c5ecd1c8765b,,slice video edits,Hard,Apply,0.587,Medium Low,LLM,0.75,0.9,0.6248,Verified_HIGH,calibrated,True
in-cbc4fc39eb5961f3,,supervise production process,Soft,,0.742,Medium High,LLM,0.86,1.04,0.7453,Verified_HIGH,calibrated,True
in-cbc4fc39eb5961f3,,manage creative work,Soft,,0.829,High,BERT+LLM,0.78,1.32,0.8521,Verified_HIGH,calibrated,True
in-cbc4fc39eb5961f3,,plan tasks,Soft,,0.872,High,BERT+LLM,0.77,1.31,0.8648,Verified_HIGH,calibrated,True
in-cbc4fc39eb5961f3,,set realistic deadlines,Soft,,0.909,Very High,BERT+LLM,0.84,1.33,0.8961,Verified_HIGH,calibrated,True
in-cbc4fc39eb5961f3,,supervise your team,Soft,,0.765,Medium High,BERT (standalone),0.77,0.93,0.708,Verified_HIGH,calibrated,True
in-4194860976cb1be9,,write promotional content,Hard,Create,0.71,Medium High,LLM,0.83,0.94,0.6979999999999998,Verified_HIGH,calibrated,True
in-4194860976cb1be9,,deliver promotions,Hard,Apply,0.962,Very High,BERT+LLM,0.86,1.23,0.8903,Verified_HIGH,calibrated,True
in-4194860976cb1be9,,drive tune-in,Soft,,0.877,High,BERT+LLM,0.75,1.23,0.8397999999999999,Verified_HIGH,calibrated,True
in-4194860976cb1be9,,drive engagement,Soft,,0.671,Medium,LLM,0.83,0.94,0.6899,Verified_HIGH,calibrated,True
in-4194860976cb1be9,,passionate,Hard,Apply,0.498,Low,BERT (standalone),0.9,0.85,0.6492,Verified_HIGH,calibrated,True
in-4194860976cb1be9,,creatives,Hard,Apply,0.366,Very Low,BERT (standalone),0.87,0.85,0.5394,Verified_MEDIUM,calibrated,True
in-4194860976cb1be9,,writing skills,Hard,Apply,0.484,Low,BERT (standalone),0.8,0.85,0.5761000000000001,Verified_MEDIUM,calibrated,True
in-4194860976cb1be9,,keen,Hard,Apply,0.469,Low,BERT (standalone),0.72,0.85,0.5656,Verified_MEDIUM,calibrated,True
in-4194860976cb1be9,,sense of pacing,Hard,Apply,0.46,Low,BERT (standalone),0.73,0.85,0.556,Verified_MEDIUM,calibrated,True
in-4194860976cb1be9,,tone,Hard,Apply,0.459,Low,BERT (standalone),0.72,0.85,0.5541,Verified_MEDIUM,calibrated,True
in-4194860976cb1be9,,engagement.,Hard,Apply,0.468,Low,BERT (standalone),0.9,0.85,0.5847,Verified_MEDIUM,calibrated,True
in-601c49b2a52c9d10,,translate business processes into system/software requirements,Hard,Understand,1.0,Very High,BERT+LLM,0.85,1.26,0.913,Verified_HIGH,calibrated,True
in-601c49b2a52c9d10,,translate business processes into designs,Hard,Create,0.668,Medium,LLM,0.82,0.97,0.6887,Verified_HIGH,calibrated,True
in-601c49b2a52c9d10,,understand business processes,Soft,,0.663,Medium,LLM,0.87,0.97,0.6941999999999999,Verified_HIGH,calibrated,True
in-601c49b2a52c9d10,,understand,Hard,Apply,0.513,Medium Low,BERT (standalone),0.9,0.87,0.6087,Verified_HIGH,calibrated,True
in-601c49b2a52c9d10,,designs,Hard,Create,0.542,Medium Low,BERT (standalone),0.81,0.87,0.6068,Verified_HIGH,calibrated,True
in-8543415ad2ef374e,,validate hardware,Hard,Evaluate,0.777,Medium High,LLM,0.84,1.03,0.7533,Verified_HIGH,calibrated,True
in-8543415ad2ef374e,,work with cross-functional teams,Soft,,1.0,Very High,BERT+LLM,0.8,1.34,0.937,Verified_HIGH,calibrated,True
in-8543415ad2ef374e,,drive product excellence,Soft,,0.878,High,BERT+LLM,0.82,1.33,0.8806999999999999,Verified_HIGH,calibrated,True
in-9952e2c2c0e072ea,,understand SAP technologies,Hard,Analyze,0.625,Medium,LLM,0.85,0.9,0.655,Verified_HIGH,calibrated,True
in-9952e2c2c0e072ea,,consult on SAP technology,Hard,Analyze,0.614,Medium,LLM,0.77,0.9,0.6386000000000001,Verified_HIGH,calibrated,True
in-9952e2c2c0e072ea,,perform presales activities,Soft,,0.615,Medium,LLM,0.85,0.9,0.651,Verified_HIGH,calibrated,True
in-9952e2c2c0e072ea,,-on,Hard,Apply,0.35,Very Low,BERT (standalone),0.69,0.81,0.524,Verified_MEDIUM,calibrated,True
in-040fa566371acf2f,,harness technology,Hard,Analyze,0.626,Medium,LLM,0.86,0.9,0.6568999999999999,Verified_HIGH,calibrated,True
in-040fa566371acf2f,,harness data,Hard,Apply,0.588,Medium Low,LLM,0.77,0.9,0.6281999999999999,Verified_HIGH,calibrated,True
in-040fa566371acf2f,,improve outcomes,Soft,,0.611,Medium,LLM,0.83,0.9,0.6463999999999999,Verified_HIGH,calibrated,True
in-acc05f25dcb874c4,,drive integrated go-to-market strategies,Soft,,0.811,High,BERT+LLM,0.83,1.22,0.8223999999999999,Verified_HIGH,calibrated,True
in-acc05f25dcb874c4,,position new products,Soft,,0.663,Medium,LLM,0.79,0.94,0.6732,Verified_HIGH,calibrated,True
in-acc05f25dcb874c4,,price new products,Soft,,0.659,Medium,LLM,0.76,0.94,0.6670999999999999,Verified_HIGH,calibrated,True
in-acc05f25dcb874c4,,enable campaigns,Soft,,0.668,Medium,LLM,0.83,0.94,0.6811999999999999,Verified_HIGH,calibrated,True
in-acc05f25dcb874c4,,measure campaign performance,Soft,,0.672,Medium,LLM,0.86,0.94,0.6872999999999999,Verified_HIGH,calibrated,True
in-f436eaa0ec0e4041,,build diverse environment,Soft,,0.64,Medium,LLM,0.83,0.9,0.6579999999999999,Verified_HIGH,calibrated,True
in-f436eaa0ec0e4041,,build equitable environment,Soft,,0.643,Medium,LLM,0.85,0.9,0.6622000000000001,Verified_HIGH,calibrated,True
in-f436eaa0ec0e4041,,build inclusive environment,Soft,,0.643,Medium,LLM,0.85,0.9,0.6622000000000001,Verified_HIGH,calibrated,True
in-f436eaa0ec0e4041,,build engaging environment,Soft,,0.641,Medium,LLM,0.84,0.9,0.6598999999999999,Verified_HIGH,calibrated,True
in-9bf4d6d9ee1e4a14,,manage administrative processes,Soft,,0.667,Medium,LLM,0.89,0.93,0.6868000000000001,Verified_HIGH,calibrated,True
in-9bf4d6d9ee1e4a14,,report activity,Soft,,0.657,Medium,LLM,0.81,0.93,0.6708000000000001,Verified_HIGH,calibrated,True
in-9bf4d6d9ee1e4a14,,apply sourcing processes,Soft,,0.658,Medium,LLM,0.82,0.93,0.6727,Verified_HIGH,calibrated,True
in-9bf4d6d9ee1e4a14,,embed sourcing processes,Soft,,0.658,Medium,LLM,0.82,0.93,0.6727,Verified_HIGH,calibrated,True
in-9bf4d6d9ee1e4a14,,improve sourcing processes,Soft,,0.793,Medium High,BERT+LLM,0.82,1.19,0.8047,Verified_HIGH,calibrated,True
in-9bf4d6d9ee1e4a14,,administrative,Hard,Apply,0.454,Low,BERT (standalone),0.9,0.83,0.5730999999999999,Verified_MEDIUM,calibrated,True
in-9bf4d6d9ee1e4a14,,Applies,Hard,Apply,0.471,Low,BERT (standalone),0.81,0.83,0.5664,Verified_MEDIUM,calibrated,True
in-9bf4d6d9ee1e4a14,,embeds,Hard,Apply,0.468,Low,BERT (standalone),0.78,0.83,0.5607,Verified_MEDIUM,calibrated,True
in-9bf4d6d9ee1e4a14,,maximize the efficiency,Hard,Apply,0.435,Low,BERT (standalone),0.81,0.83,0.552,Verified_MEDIUM,calibrated,True
in-9bf4d6d9ee1e4a14,,effectiveness,Hard,Apply,0.444,Low,BERT (standalone),0.9,0.83,0.5690999999999999,Verified_MEDIUM,calibrated,True
in-9bf4d6d9ee1e4a14,,compliance,Hard,Apply,0.444,Low,BERT (standalone),0.9,0.83,0.5690999999999999,Verified_MEDIUM,calibrated,True
in-8a9eb5ffe70927ec,,prototype ideas effectively,Soft,,0.684,Medium,LLM,0.85,0.96,0.6965999999999999,Verified_HIGH,calibrated,True
in-8a9eb5ffe70927ec,,assess own designs objectively,Soft,,0.818,High,BERT+LLM,0.79,1.23,0.8221999999999998,Verified_HIGH,calibrated,True
in-8a9eb5ffe70927ec,,appreciate different perspectives,Soft,,0.691,Medium,LLM,0.9,0.96,0.7069,Verified_HIGH,calibrated,True
in-8a9eb5ffe70927ec,,appreciate group critique,Soft,,0.681,Medium,LLM,0.83,0.96,0.6923999999999999,Verified_HIGH,calibrated,True
in-8a9eb5ffe70927ec,,think outside the box on ways,Soft,,0.664,Medium,BERT+LLM,0.73,1.1,0.7126,Verified_HIGH,calibrated,True
in-8a9eb5ffe70927ec,,resourceful,Hard,Apply,0.52,Medium Low,BERT (standalone),0.9,0.86,0.6160000000000001,Verified_HIGH,calibrated,True
in-2511582640fae0ca,,serve customers,Soft,,0.796,Medium High,BERT+LLM,0.83,1.24,0.8299,Verified_HIGH,calibrated,True
in-2511582640fae0ca,,enable commercialization of advanced technical capabilities,Soft,,0.661,Medium,LLM,0.87,0.96,0.6903999999999999,Verified_HIGH,calibrated,True
in-2511582640fae0ca,,work as a team player,Soft,,0.787,Medium High,BERT+LLM,0.73,0.96,0.7198,Verified_HIGH,calibrated,True
in-2511582640fae0ca,,enabling,Hard,Apply,0.49,Low,BERT (standalone),0.84,0.87,0.5905,Verified_MEDIUM,calibrated,True
in-75aabc2af29af24c,,consolidate data,Hard,Apply,1.0,Very High,BERT+LLM,0.8,1.41,0.9504999999999999,Verified_HIGH,calibrated,True
in-75aabc2af29af24c,,generate scientific evidence,Hard,Create,1.0,Very High,BERT+LLM,0.87,1.4,0.958,Verified_HIGH,calibrated,True
in-e5a40a553d833e46,,specialize in AI Business Process,Hard,Apply,0.564,Medium Low,LLM,0.77,0.9,0.6186,Verified_HIGH,calibrated,True
in-94c8e798911e3470,,develop software,Hard,Create,0.705,Medium High,LLM,0.83,0.9,0.6915,Verified_HIGH,calibrated,True
in-94c8e798911e3470,,develop MuleSoft,Hard,Create,0.705,Medium High,LLM,0.83,0.9,0.6839999999999999,Verified_HIGH,calibrated,True
in-94c8e798911e3470,,use RAML/OpenAPI,Hard,Apply,0.705,Medium High,LLM,0.83,0.9,0.6839999999999999,Verified_HIGH,calibrated,True
in-94c8e798911e3470,,use DataWeave,Hard,Apply,0.699,Medium,LLM,0.78,0.9,0.6741,Verified_HIGH,calibrated,True
in-94c8e798911e3470,,use MUnit testing framework,Hard,Evaluate,0.636,Medium,LLM,0.93,0.9,0.6714,Verified_HIGH,calibrated,True
in-94c8e798911e3470,,use RESTful APIs,Hard,Apply,0.693,Medium,LLM,0.74,0.9,0.6657,Verified_HIGH,calibrated,True
in-94c8e798911e3470,,use JSON,Hard,Apply,0.688,Medium,LLM,0.71,0.9,0.6592,Verified_HIGH,calibrated,True
in-94c8e798911e3470,,use XML,Hard,Apply,0.685,Medium,LLM,0.69,0.9,0.655,Verified_HIGH,calibrated,True
in-94c8e798911e3470,,use JMS,Hard,Apply,0.685,Medium,LLM,0.69,0.9,0.655,Verified_HIGH,calibrated,True
in-94c8e798911e3470,,use message queues,Hard,Apply,0.696,Medium,LLM,0.76,0.9,0.6698999999999999,Verified_HIGH,calibrated,True
in-94c8e798911e3470,,use CI/CD tools,Hard,Apply,0.691,Medium,LLM,0.73,0.9,0.6634,Verified_HIGH,calibrated,True
in-94c8e798911e3470,,use version control,Hard,Apply,0.697,Medium,LLM,0.77,0.9,0.6718,Verified_HIGH,calibrated,True
in-94c8e798911e3470,,automate deployment,Hard,Create,0.731,Medium High,LLM,1.0,0.9,0.7199,Verified_HIGH,calibrated,True
in-94c8e798911e3470,,understand security protocols,Hard,Apply,0.601,Medium,LLM,0.87,0.9,0.6483999999999999,Verified_HIGH,calibrated,True
in-94c8e798911e3470,,understand API gateway policies,Hard,Apply,0.612,Medium,LLM,0.96,0.9,0.6663,Verified_HIGH,calibrated,True
in-abcde2d27f5adc56,,Struggling,Hard,Apply,0.293,Very Low,BERT (standalone),0.9,0.81,0.5026999999999999,Verified_MEDIUM,calibrated,True
in-cd884a98466c5d51,,implement compliance,Hard,Apply,0.684,Medium,LLM,0.89,0.9,0.6846000000000001,Verified_HIGH,calibrated,True
in-cd884a98466c5d51,,maintain compliance,Hard,Analyze,0.682,Medium,LLM,0.87,0.9,0.6808000000000001,Verified_HIGH,calibrated,True
in-4d39d1108694485c,,solve problems,Soft,,0.676,Medium,LLM,0.8,0.96,0.7609,Verified_HIGH,calibrated,True
in-4d39d1108694485c,,pay attention to detail,Soft,,0.784,Medium High,BERT+LLM,0.77,1.2,0.8266,Verified_HIGH,calibrated,True
in-4d39d1108694485c,,problem,Hard,Apply,0.503,Medium Low,BERT (standalone),0.81,0.86,0.6257000000000001,Verified_HIGH,calibrated,True
in-4d39d1108694485c,,-solving skills,Hard,Apply,0.459,Low,BERT (standalone),0.81,0.86,0.5781000000000001,Verified_MEDIUM,calibrated,True
in-75321c71d3b48fdc,,develop backend,Hard,Create,0.674,Medium,LLM,0.81,0.9,0.6686000000000001,Verified_HIGH,calibrated,True
in-fe47a8774f6fee8b,,build responsive mobile applications,Hard,Create,0.755,Medium High,LLM,0.85,0.96,0.7250000000000001,Verified_HIGH,calibrated,True
in-fe47a8774f6fee8b,,build interactive mobile applications,Hard,Create,1.0,Very High,BERT+LLM,0.87,1.22,0.9039999999999999,Verified_HIGH,calibrated,True
in-fe47a8774f6fee8b,,driven,Hard,Apply,0.31,Very Low,BERT (standalone),0.78,0.86,0.5215000000000001,Verified_MEDIUM,calibrated,True
in-fe47a8774f6fee8b,,building responsive,Hard,Create,0.53,Medium Low,BERT (standalone),0.87,0.86,0.6080000000000001,Verified_HIGH,calibrated,True
in-4f4c7c65d5d697a1,,manage stock flow,Hard,Apply,0.665,Medium,LLM,0.75,0.9,0.6559999999999999,Verified_HIGH,calibrated,True
in-4f4c7c65d5d697a1,,execute merchandise plan,Hard,Create,0.675,Medium,LLM,0.82,0.9,0.6705,Verified_HIGH,calibrated,True
in-4f4c7c65d5d697a1,,manage a seamless flow of stock,Hard,Apply,0.615,Medium,BERT (standalone),0.73,0.81,0.606,Verified_HIGH,calibrated,True
in-688c9596567360d1,,design front-end components,Hard,Create,0.892,High,LLM,0.85,1.18,0.8457999999999999,Verified_HIGH,calibrated,True
in-688c9596567360d1,,implement front-end components,Hard,Apply,1.0,Very High,BERT+LLM,0.84,1.2,0.8935,Verified_HIGH,calibrated,True
in-688c9596567360d1,,design back-end systems,Hard,Create,0.697,Medium,LLM,0.81,0.93,0.6868000000000001,Verified_HIGH,calibrated,True
in-688c9596567360d1,,implement back-end systems,Hard,Apply,0.701,Medium High,LLM,0.84,0.93,0.6929,Verified_HIGH,calibrated,True
in-688c9596567360d1,,implement vault logic,Hard,Analyze,0.612,Medium,LLM,0.79,0.93,0.6497999999999999,Verified_HIGH,calibrated,True
in-688c9596567360d1,,implement API endpoints,Hard,Apply,0.724,Medium High,LLM,1.0,0.93,0.7261,Verified_HIGH,calibrated,True
in-688c9596567360d1,,implement integrations with lending protocols,Hard,Apply,0.702,Medium High,LLM,0.85,0.93,0.6948000000000001,Verified_HIGH,calibrated,True
in-688c9596567360d1,,implement integrations with AMM protocols,Hard,Apply,0.698,Medium,LLM,0.82,0.93,0.6887,Verified_HIGH,calibrated,True
in-688c9596567360d1,,architect AI features,Hard,Create,0.694,Medium,LLM,0.79,0.93,0.6825999999999999,Verified_HIGH,calibrated,True
in-688c9596567360d1,,deploy AI features,Hard,Apply,1.0,Very High,BERT+LLM,0.76,1.21,0.8845,Verified_HIGH,calibrated,True
in-688c9596567360d1,,collaborate with UI/UX designers,Soft,,0.739,Medium High,BERT+LLM,0.77,1.19,0.7756000000000001,Verified_HIGH,calibrated,True
in-688c9596567360d1,,ensure secure development practices for smart contract interactions,Hard,Create,0.617,Medium,LLM,0.83,0.93,0.6577999999999999,Verified_HIGH,calibrated,True
in-688c9596567360d1,,ensure secure development practices for vault mechanics,Hard,Create,0.615,Medium,LLM,0.81,0.93,0.6539999999999999,Verified_HIGH,calibrated,True
in-688c9596567360d1,,ensure secure development practices for chain interoperability,Hard,Create,0.618,Medium,LLM,0.84,0.93,0.6597,Verified_HIGH,calibrated,True
in-688c9596567360d1,,build CI/CD pipelines,Hard,Create,0.694,Medium,LLM,0.79,0.93,0.6825999999999999,Verified_HIGH,calibrated,True
in-688c9596567360d1,,maintain CI/CD pipelines,Hard,Analyze,0.698,Medium,LLM,0.82,0.93,0.6887,Verified_HIGH,calibrated,True
in-688c9596567360d1,,build automated tests,Hard,Create,0.694,Medium,LLM,0.79,0.93,0.6825999999999999,Verified_HIGH,calibrated,True
