knowledge,freq,mean_confidence,best_domain_id,best_future_domain,trend_label,trend_score,similarity,top1_similarity,top2_similarity,top3_similarity,mapping_margin,top2_domain_id,top3_domain_id,domain_source,future_weight
criminal investigations,1,0.75,WEF03,Cybersecurity,Strong_Growth,0.9,0.28493804,0.28493804,0.2845647,0.2619159,0.0003733337,1-Dec,ONET02,WEF_FutureOfJobs_2023,0.25644423365592955
NLP,1,0.75,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.25616983,0.25616983,0.1896523,0.14413303,0.06651753,WEF07,3-Dec,WEF_FutureOfJobs_2023,0.2561698257923126
ML lifecycle,1,0.77,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.25588498,0.25588498,0.21182857,0.13655406,0.0440564,3-Dec,MCK01,WEF_FutureOfJobs_2023,0.25588497519493103
digital car marketplace,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.3649601,0.3649601,0.19976981,0.18752731,0.1651903,ONET03,MCK01,WEF_FutureOfJobs_2023,0.2554720729589462
FinTech products,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.36457005,0.36457005,0.29148597,0.23264927,0.073084086,ONET03,ONET02,WEF_FutureOfJobs_2023,0.2551990360021591
secure data transmission,1,0.841,WEF03,Cybersecurity,Strong_Growth,0.9,0.2832222,0.2832222,0.22614339,0.15733369,0.05707881,1-Dec,ONET02,WEF_FutureOfJobs_2023,0.2548999786376953
technical drawings,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.4618105,0.4618105,0.37328383,0.31365672,0.088526666,MCK02,ONET04,ONET_BrightOutlook_2024,0.25399577468633655
industry trends,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.36210248,0.36210248,0.33073336,0.32071364,0.03136912,WEF06,ONET03,WEF_FutureOfJobs_2023,0.25347173511981963
IT Team,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.266097,0.266097,0.23593687,0.1485303,0.030160144,MCK02,WEF04,WEF_FutureOfJobs_2023,0.25279215872287747
sustainability standards,1,0.75,WEF06,Environmental & Sustainability Technology,Moderate_Growth,0.6,0.4210871,0.4210871,0.22770637,0.19983232,0.19338071,WEF04,3-Dec,WEF_FutureOfJobs_2023,0.25265225172042843
database processes,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.5047323,0.5047323,0.34061602,0.32400465,0.1641163,1-Dec,MCK01,ONET_BrightOutlook_2024,0.25236615538597107
data mining,1,0.776,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.2795215,0.2795215,0.26049942,0.23803744,0.019022077,WEF01,1-Dec,WEF_FutureOfJobs_2023,0.25156934559345245
RPG,1,0.75,ONET04,Game Development & Interactive Media,Moderate_Growth,0.6,0.41893733,0.41893733,0.23509474,0.22203729,0.18384258,ONET01,ONET02,ONET_BrightOutlook_2024,0.25136239528656007
design management,1,0.831,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.4569,0.4569,0.3774608,0.33469197,0.07943919,2-Dec,3-Dec,ONET_BrightOutlook_2024,0.2512950003147125
criminal offences,1,0.75,WEF03,Cybersecurity,Strong_Growth,0.9,0.27877477,0.27877477,0.2281213,0.18918546,0.050653473,1-Dec,ONET02,WEF_FutureOfJobs_2023,0.25089729130268096
data protection rights,1,0.75,WEF03,Cybersecurity,Strong_Growth,0.9,0.27631056,0.27631056,0.2306356,0.2193456,0.045674965,ONET02,1-Dec,WEF_FutureOfJobs_2023,0.24867950677871706
AWS S3,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.29235,0.29235,0.20860319,0.1591799,0.083746806,ONET02,WEF05,WEF_FutureOfJobs_2023,0.24849749505519866
digital learning platform,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.3541566,0.3541566,0.2921893,0.2698295,0.061967313,ONET03,WEF01,WEF_FutureOfJobs_2023,0.24790962934494018
AISC,1,0.763,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.2476804,0.2476804,0.24702154,0.22723813,0.00065885484,WEF07,WEF03,WEF_FutureOfJobs_2023,0.2476803958415985
funding mechanics,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.26025382,0.26025382,0.18243541,0.18175247,0.07781841,MCK02,WEF04,WEF_FutureOfJobs_2023,0.2472411260008812
"-based,",1,0.536,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.25990328,0.25990328,0.1808567,0.17693661,0.07904658,MCK02,MCK01,WEF_FutureOfJobs_2023,0.2469081178307533
design practices,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.44890645,0.44890645,0.40990007,0.38068318,0.039006382,2-Dec,3-Dec,ONET_BrightOutlook_2024,0.24689854830503466
defence,2,0.75,WEF03,Cybersecurity,Strong_Growth,0.9,0.2741993,0.2741993,0.17605242,0.14576815,0.098146886,ONET01,WEF07,WEF_FutureOfJobs_2023,0.24677937626838684
Development,2,0.55,ONET01,Software Development & Engineering,Moderate_Growth,0.65,0.379191,0.379191,0.36791605,0.35023388,0.011274964,MCK02,2-Dec,ONET_BrightOutlook_2024,0.2464741572737694
User experiences,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.44720984,0.44720984,0.26848224,0.26229724,0.1787276,2-Dec,ONET04,ONET_BrightOutlook_2024,0.24596540927886965
Electronic Arts,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.44635662,0.44635662,0.41180405,0.37665176,0.034552574,ONET04,MCK02,ONET_BrightOutlook_2024,0.2454961434006691
Decentralized Applications (DApps),1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.35052493,0.35052493,0.3384806,0.2805271,0.01204434,WEF04,ONET02,WEF_FutureOfJobs_2023,0.24536745250225064
telecommunications technologies,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.350367,0.350367,0.34330907,0.32542154,0.007057935,MCK02,ONET03,WEF_FutureOfJobs_2023,0.24525690674781797
product knowledge,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.2574292,0.2574292,0.23264149,0.23116893,0.024787724,WEF01,MCK02,WEF_FutureOfJobs_2023,0.24455775171518324
Privacy standards,1,0.75,WEF03,Cybersecurity,Strong_Growth,0.9,0.27134636,0.27134636,0.18892889,0.17668878,0.08241747,1-Dec,ONET02,WEF_FutureOfJobs_2023,0.24421172440052033
commercial sector,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.34725463,0.34725463,0.28815612,0.23998429,0.059098512,MCK02,WEF04,WEF_FutureOfJobs_2023,0.24307824373245238
renewables,1,0.75,WEF06,Environmental & Sustainability Technology,Moderate_Growth,0.6,0.4044098,0.4044098,0.23751199,0.13031727,0.1668978,WEF04,ONET02,WEF_FutureOfJobs_2023,0.24264587759971618
data loss incidents,1,0.75,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.26949385,0.26949385,0.25423324,0.203536,0.015260607,1-Dec,ONET02,WEF_FutureOfJobs_2023,0.2425444632768631
Amazon Web Services,1,0.822,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.2850839,0.2850839,0.25198674,0.23720706,0.033097148,ONET02,WEF05,WEF_FutureOfJobs_2023,0.24232130646705627
medical innovation,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.2549952,0.2549952,0.17867358,0.17856292,0.07632162,ONET03,MCK01,WEF_FutureOfJobs_2023,0.2422454372048378
SAP S4 HANA,1,0.75,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.26859176,0.26859176,0.26534444,0.23699883,0.0032473207,ONET02,MCK02,WEF_FutureOfJobs_2023,0.24173258543014528
data platforms,1,0.557,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.4832329,0.4832329,0.40004188,0.39160228,0.08319101,WEF05,WEF04,ONET_BrightOutlook_2024,0.24161644279956818
CI,6,0.5573333333333333,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.25390673,0.25390673,0.23456377,0.21984996,0.019342959,ONET04,ONET03,WEF_FutureOfJobs_2023,0.24121139049530027
risk indicators,1,0.807,WEF03,Cybersecurity,Strong_Growth,0.9,0.2678156,0.2678156,0.15915242,0.15330704,0.10866317,WEF01,ONET02,WEF_FutureOfJobs_2023,0.24103403091430664
IPS,1,0.848,WEF03,Cybersecurity,Strong_Growth,0.9,0.26767322,0.26767322,0.23941568,0.22252154,0.028257549,ONET02,WEF04,WEF_FutureOfJobs_2023,0.24090590178966523
marketing,1,0.628,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.34405863,0.34405863,0.27304825,0.23668577,0.07101038,ONET03,MCK02,WEF_FutureOfJobs_2023,0.24084104299545286
design innovation,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.43623084,0.43623084,0.31207266,0.25844666,0.124158174,2-Dec,3-Dec,ONET_BrightOutlook_2024,0.2399269610643387
Salesforce DX,1,0.763,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.43551862,0.43551862,0.27654526,0.20304689,0.15897337,ONET02,2-Dec,ONET_BrightOutlook_2024,0.23953524231910708
Consumer Banking,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.34192005,0.34192005,0.1771581,0.17420565,0.16476195,1-Dec,ONET02,WEF_FutureOfJobs_2023,0.23934403359889983
stormwater systems,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.28103256,0.28103256,0.1967758,0.17814046,0.08425677,ONET02,WEF03,WEF_FutureOfJobs_2023,0.23887767791748046
dashboard reports,1,0.75,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.2652618,0.2652618,0.22698192,0.19136068,0.038279876,ONET02,3-Dec,WEF_FutureOfJobs_2023,0.23873561918735506
forecasts,1,0.661,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.23821461,0.23821461,0.21817818,0.19815405,0.02003643,ONET02,WEF02,WEF_FutureOfJobs_2023,0.2382146120071411
3D first-person adventure game,1,0.75,ONET04,Game Development & Interactive Media,Moderate_Growth,0.6,0.3966984,0.3966984,0.23499106,0.20411454,0.16170733,WEF07,ONET03,ONET_BrightOutlook_2024,0.2380190312862396
digital authentication,1,0.75,WEF03,Cybersecurity,Strong_Growth,0.9,0.26430783,0.26430783,0.20205799,0.17277199,0.06224984,WEF05,ONET03,WEF_FutureOfJobs_2023,0.23787704408168794
Telecommunications,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.3395186,0.3395186,0.28447762,0.25716287,0.055040985,MCK02,ONET02,WEF_FutureOfJobs_2023,0.23766302466392517
Wide Area Network environment,1,0.654,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.2795671,0.2795671,0.25763038,0.20794173,0.021936715,MCK02,ONET02,WEF_FutureOfJobs_2023,0.23763202875852585
interaction design,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.4318904,0.4318904,0.30917653,0.2794266,0.122713864,MCK02,WEF07,ONET_BrightOutlook_2024,0.23753971904516222
BigQuery,2,0.8494999999999999,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.2635085,0.2635085,0.23272602,0.1388536,0.030782476,ONET02,1-Dec,WEF_FutureOfJobs_2023,0.2371576488018036
design patterns,1,0.823,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.42978197,0.42978197,0.38976133,0.3506202,0.040020645,3-Dec,2-Dec,ONET_BrightOutlook_2024,0.23638008534908297
partner ecosystem,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.27797723,0.27797723,0.24720217,0.24360311,0.030775055,WEF06,WEF05,WEF_FutureOfJobs_2023,0.23628064393997192
design process,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.42950875,0.42950875,0.30472535,0.26368016,0.1247834,2-Dec,3-Dec,ONET_BrightOutlook_2024,0.23622981011867525
application engineering,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.42922568,0.42922568,0.4024552,0.33009294,0.026770473,ONET01,2-Dec,ONET_BrightOutlook_2024,0.23607412576675416
vault strategies,1,0.75,WEF03,Cybersecurity,Strong_Growth,0.9,0.2617848,0.2617848,0.20224723,0.19164781,0.05953756,ONET02,WEF04,WEF_FutureOfJobs_2023,0.23560631275177002
CRM nurturing,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.24745026,0.24745026,0.20930786,0.20855261,0.038142398,MCK02,MCK01,WEF_FutureOfJobs_2023,0.23507774919271468
Secure by Design,1,0.811,WEF03,Cybersecurity,Strong_Growth,0.9,0.26119566,0.26119566,0.19417097,0.16091095,0.06702469,ONET03,2-Dec,WEF_FutureOfJobs_2023,0.23507609367370605
multimedia,1,0.694,ONET04,Game Development & Interactive Media,Moderate_Growth,0.6,0.39157957,0.39157957,0.3451612,0.2735839,0.04641837,ONET03,MCK02,ONET_BrightOutlook_2024,0.23494774103164673
online payments,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.3344999,0.3344999,0.10487806,0.10324842,0.22962183,2-Dec,1-Dec,WEF_FutureOfJobs_2023,0.23414992690086364
analytics platforms,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.46739128,0.46739128,0.43320322,0.3488944,0.034188062,WEF02,WEF05,ONET_BrightOutlook_2024,0.2336956411600113
environnement innovateur,1,0.75,WEF06,Environmental & Sustainability Technology,Moderate_Growth,0.6,0.38927856,0.38927856,0.35858136,0.2875144,0.030697197,WEF04,ONET03,WEF_FutureOfJobs_2023,0.23356713652610778
cloud database services,1,0.817,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.46681917,0.46681917,0.45562956,0.26840413,0.01118961,WEF04,1-Dec,ONET_BrightOutlook_2024,0.233409583568573
software systems,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.46560556,0.46560556,0.37941036,0.37933975,0.0861952,MCK01,ONET01,ONET_BrightOutlook_2024,0.23280277848243713
Joinery,1,0.694,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.24461575,0.24461575,0.16825657,0.16139166,0.07635918,WEF01,MCK02,WEF_FutureOfJobs_2023,0.23238496109843254
Civil Engineering,1,0.55,ONET01,Software Development & Engineering,Moderate_Growth,0.65,0.35736513,0.35736513,0.26878825,0.25768283,0.08857688,ONET04,MCK01,ONET_BrightOutlook_2024,0.232287335395813
SharePoint Online,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.33174765,0.33174765,0.2922433,0.29004103,0.03950435,ONET03,2-Dec,WEF_FutureOfJobs_2023,0.23222335577011108
3D visual design,1,0.848,ONET04,Game Development & Interactive Media,Moderate_Growth,0.6,0.3870131,0.3870131,0.38662055,0.19223064,0.0003925562,ONET03,2-Dec,ONET_BrightOutlook_2024,0.23220786452293396
database application,1,0.847,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.46238142,0.46238142,0.35004565,0.27823728,0.11233577,1-Dec,2-Dec,ONET_BrightOutlook_2024,0.23119071125984192
-driven design environments,1,0.556,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.41976565,0.41976565,0.4072274,0.38539863,0.012538254,2-Dec,3-Dec,ONET_BrightOutlook_2024,0.23087110817432405
finance,4,0.6757500000000001,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.32973984,0.32973984,0.27829757,0.23530298,0.051442266,ONET02,ONET01,WEF_FutureOfJobs_2023,0.23081788718700408
PostgreSQL,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.46155593,0.46155593,0.19599766,0.1638617,0.26555827,WEF02,1-Dec,ONET_BrightOutlook_2024,0.23077796399593353
Salesforce,5,0.762,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.46080887,0.46080887,0.34187305,0.34182695,0.11893582,ONET03,WEF05,ONET_BrightOutlook_2024,0.23040443658828735
Insurance domain concepts,1,0.835,WEF03,Cybersecurity,Strong_Growth,0.9,0.2554342,0.2554342,0.22326437,0.21980962,0.03216982,3-Dec,WEF05,WEF_FutureOfJobs_2023,0.2298907667398453
defense,1,0.75,WEF03,Cybersecurity,Strong_Growth,0.9,0.2547717,0.2547717,0.15721,0.13796647,0.0975617,ONET01,3-Dec,WEF_FutureOfJobs_2023,0.2292945384979248
CIOB,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.24034661,0.24034661,0.18801102,0.1627884,0.05233559,ONET04,MCK02,WEF_FutureOfJobs_2023,0.22832928001880645
hybrid platforms,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.32608515,0.32608515,0.300865,0.279722,0.025220156,2-Dec,WEF04,WEF_FutureOfJobs_2023,0.22825960516929625
Computer Graphics,1,0.75,ONET04,Game Development & Interactive Media,Moderate_Growth,0.6,0.38015807,0.38015807,0.3584429,0.29174423,0.021715164,ONET03,ONET02,ONET_BrightOutlook_2024,0.22809484004974365
digital twins,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.24003665,0.24003665,0.2301308,0.18139759,0.009905845,ONET03,WEF05,WEF_FutureOfJobs_2023,0.22803481891751287
mobile development,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.41408485,0.41408485,0.41270712,0.34070063,0.0013777316,2-Dec,ONET01,ONET_BrightOutlook_2024,0.22774666845798494
media marketing,1,0.413,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.32483625,0.32483625,0.25808004,0.24921623,0.06675622,MCK02,ONET04,WEF_FutureOfJobs_2023,0.2273853778839111
DevSecOps,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.26706922,0.26706922,0.22043282,0.21195963,0.046636403,WEF07,MCK02,WEF_FutureOfJobs_2023,0.22700883746147155
data services,2,0.731,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.4521208,0.4521208,0.42032006,0.39930934,0.031800747,1-Dec,WEF02,ONET_BrightOutlook_2024,0.2260604053735733
design coordination,1,0.847,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.41086262,0.41086262,0.35082567,0.3301931,0.060036957,WEF07,MCK02,ONET_BrightOutlook_2024,0.22597444355487825
market structures,1,0.849,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.32274097,0.32274097,0.2002044,0.18050122,0.12253657,ONET02,ONET03,WEF_FutureOfJobs_2023,0.2259186804294586
workflow-powered technology,1,0.75,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.45176762,0.45176762,0.37560254,0.3038571,0.07616508,MCK02,2-Dec,McKinsey_FutureOfWork_2023,0.22588381171226501
process engineering,1,0.75,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.45136184,0.45136184,0.3025742,0.25132295,0.14878765,ONET02,ONET03,McKinsey_FutureOfWork_2023,0.22568091750144958
database,2,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.4508781,0.4508781,0.3580969,0.23730998,0.092781216,1-Dec,2-Dec,ONET_BrightOutlook_2024,0.22543905675411224
smart city,1,0.75,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.2251141,0.2251141,0.2221008,0.2021715,0.0030133128,MCK01,WEF06,WEF_FutureOfJobs_2023,0.225114107131958
research design,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.4092498,0.4092498,0.2790476,0.25473514,0.1302022,MCK02,2-Dec,ONET_BrightOutlook_2024,0.22508739680051806
multi-tenant technology,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.3211872,0.3211872,0.31042826,0.29098052,0.010758936,WEF04,MCK02,WEF_FutureOfJobs_2023,0.2248310387134552
politiques de confidentialité,1,0.75,WEF03,Cybersecurity,Strong_Growth,0.9,0.249565,0.249565,0.11520114,0.10800496,0.13436386,1-Dec,WEF07,WEF_FutureOfJobs_2023,0.22460850477218627
Technical skills,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.55891526,0.55891526,0.39631316,0.37480205,0.1626021,1-Dec,ONET03,McKinsey_FutureOfWork_2023,0.2235661029815674
Enterprise Workflows,1,0.75,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.44706225,0.44706225,0.33827564,0.33508527,0.10878661,1-Dec,3-Dec,McKinsey_FutureOfWork_2023,0.22353112697601318
SSCC,1,0.811,WEF03,Cybersecurity,Strong_Growth,0.9,0.24767485,0.24767485,0.24599335,0.21706173,0.0016815066,MCK01,WEF04,WEF_FutureOfJobs_2023,0.22290736734867098
graphic application,1,0.838,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.40458757,0.40458757,0.36344975,0.30734783,0.041137815,ONET04,ONET02,ONET_BrightOutlook_2024,0.2225231617689133
airside infrastructure,1,0.75,WEF03,Cybersecurity,Strong_Growth,0.9,0.24672769,0.24672769,0.24636379,0.22052634,0.00036390126,WEF04,WEF05,WEF_FutureOfJobs_2023,0.22205492109060287
terrorism,1,0.75,WEF03,Cybersecurity,Strong_Growth,0.9,0.24671786,0.24671786,0.12143322,0.09888777,0.12528464,WEF04,WEF07,WEF_FutureOfJobs_2023,0.22204606980085373
applications commerciales,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.3166055,0.3166055,0.31168112,0.2953587,0.0049243867,ONET03,MCK02,WEF_FutureOfJobs_2023,0.22162385582923888
system integrations,1,0.85,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.44322494,0.44322494,0.31332552,0.29791018,0.12989941,MCK01,ONET03,ONET_BrightOutlook_2024,0.22161246836185455
Safeguarding,1,0.75,WEF03,Cybersecurity,Strong_Growth,0.9,0.24616128,0.24616128,0.14696194,0.13939285,0.09919934,MCK02,WEF07,WEF_FutureOfJobs_2023,0.22154515385627746
administrative processes,1,0.729,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.44308716,0.44308716,0.44157785,0.3687132,0.0015093088,MCK01,1-Dec,ONET_BrightOutlook_2024,0.2215435802936554
advertisers,1,0.751,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.31623656,0.31623656,0.25929415,0.25452894,0.056942403,ONET03,WEF01,WEF_FutureOfJobs_2023,0.2213655889034271
Product Design,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.40235555,0.40235555,0.26239148,0.23748773,0.13996407,2-Dec,3-Dec,ONET_BrightOutlook_2024,0.22129555344581606
edge computing,1,0.558,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.260042,0.260042,0.24511494,0.18500052,0.014927074,WEF01,ONET02,WEF_FutureOfJobs_2023,0.22103570997714997
Enterprise Data Platform,1,0.847,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.44155654,0.44155654,0.35947278,0.3516402,0.08208376,WEF02,WEF04,ONET_BrightOutlook_2024,0.22077827155590057
identity systems,1,0.254,WEF03,Cybersecurity,Strong_Growth,0.9,0.24439006,0.24439006,0.21461111,0.17201781,0.029778942,ONET02,WEF04,WEF_FutureOfJobs_2023,0.21995104998350143
land,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.258136,0.258136,0.22010478,0.17804277,0.03803122,ONET04,ONET01,WEF_FutureOfJobs_2023,0.21941560357809067
Hypervisor,1,0.848,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.25801447,0.25801447,0.23118651,0.19439049,0.026827961,ONET02,ONET04,WEF_FutureOfJobs_2023,0.21931229978799818
-production workflows.,1,0.557,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.43808776,0.43808776,0.43333974,0.36017567,0.0047480166,3-Dec,ONET02,McKinsey_FutureOfWork_2023,0.21904388070106506
OneStream Planning Architect,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.23011652,0.23011652,0.2255883,0.20654735,0.0045282096,MCK02,ONET03,WEF_FutureOfJobs_2023,0.21861069053411483
Développement d’applications d’entreprise,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.39597312,0.39597312,0.30690253,0.26922455,0.08907059,MCK02,ONET04,ONET_BrightOutlook_2024,0.2177852138876915
Redistribution & Co-sell partnerships,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.31093627,0.31093627,0.26971117,0.18091322,0.041225106,MCK02,WEF04,WEF_FutureOfJobs_2023,0.21765539050102234
scheduling,2,0.5045,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.228679,0.228679,0.22209297,0.21448573,0.00658603,3-Dec,1-Dec,WEF_FutureOfJobs_2023,0.21724505126476287
Commercial & Investment Bank (CIB) Market Operations,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.3103348,0.3103348,0.20686984,0.20004937,0.10346496,ONET02,MCK02,WEF_FutureOfJobs_2023,0.2172343611717224
UN Sustainable Development Goals,1,0.75,WEF06,Environmental & Sustainability Technology,Moderate_Growth,0.6,0.36183244,0.36183244,0.14395949,0.14337187,0.21787295,ONET04,WEF04,WEF_FutureOfJobs_2023,0.21709946393966675
multi-disciplinary engineering,1,0.75,ONET01,Software Development & Engineering,Moderate_Growth,0.65,0.33343846,0.33343846,0.32737604,0.31987995,0.006062418,ONET03,MCK02,ONET_BrightOutlook_2024,0.21673499643802643
business,1,0.833,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.30938235,0.30938235,0.27832958,0.24892329,0.031052768,ONET02,MCK02,WEF_FutureOfJobs_2023,0.21656764447689056
Real World Insights,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.22780521,0.22780521,0.22145976,0.21554181,0.006345451,WEF01,3-Dec,WEF_FutureOfJobs_2023,0.21641495153307913
social,1,0.551,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.22780481,0.22780481,0.22773565,0.16903327,6.915629e-05,MCK02,WEF05,WEF_FutureOfJobs_2023,0.2164145693182945
Graduate Development Programme,1,0.75,ONET01,Software Development & Engineering,Moderate_Growth,0.65,0.3319729,0.3319729,0.22601295,0.20274465,0.10595995,MCK02,2-Dec,ONET_BrightOutlook_2024,0.21578238308429717
Funding,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.22670273,0.22670273,0.20865493,0.17957911,0.01804781,WEF04,WEF05,WEF_FutureOfJobs_2023,0.21536759808659553
network,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.22664273,0.22664273,0.21819825,0.20136389,0.008444473,MCK02,WEF01,WEF_FutureOfJobs_2023,0.21531059145927428
production studios,1,0.834,ONET04,Game Development & Interactive Media,Moderate_Growth,0.6,0.35794434,0.35794434,0.30244204,0.2448226,0.055502295,MCK02,ONET03,ONET_BrightOutlook_2024,0.2147666037082672
-driven design.,1,0.556,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.39024255,0.39024255,0.3035075,0.29609916,0.08673504,WEF07,3-Dec,ONET_BrightOutlook_2024,0.2146334007382393
CI/CD,4,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.25227037,0.25227037,0.22067104,0.20948619,0.031599328,ONET03,ONET04,WEF_FutureOfJobs_2023,0.21442981511354445
Data Architecture and Management,1,0.806,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.42867547,0.42867547,0.34622613,0.33108842,0.08244935,1-Dec,WEF02,ONET_BrightOutlook_2024,0.21433773636817932
ECS,1,0.821,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.25205725,0.25205725,0.23436089,0.21091773,0.017696366,ONET02,WEF05,WEF_FutureOfJobs_2023,0.2142486661672592
