skill,freq,mean_confidence,best_domain_id,best_future_domain,trend_label,trend_score,similarity,top1_similarity,top2_similarity,top3_similarity,mapping_margin,top2_domain_id,top3_domain_id,domain_source,future_weight
automate payment processes,1,0.678,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.40828747,0.40828747,0.22165073,0.21357723,0.18663673,3-Dec,WEF05,McKinsey_FutureOfWork_2023,0.2041437327861786
foster internal relationships,1,0.673,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.21480107,0.21480107,0.16513798,0.13456167,0.049663097,MCK02,ONET03,WEF_FutureOfJobs_2023,0.20406101942062377
communicating with both technical,1,0.508,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.5097565,0.5097565,0.300168,0.27795216,0.2095885,ONET03,WEF07,McKinsey_FutureOfWork_2023,0.20390260219573975
work in a collaborative environment,2,0.6679999999999999,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.509754,0.509754,0.34964702,0.31032464,0.16010699,WEF07,ONET03,McKinsey_FutureOfWork_2023,0.20390160083770753
work with domain-driven design,1,0.702,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.37048796,0.37048796,0.32662824,0.30208156,0.04385972,2-Dec,MCK02,ONET_BrightOutlook_2024,0.20376837700605394
Deploy,2,0.679,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.23949125,0.23949125,0.23323838,0.21468644,0.00625287,3-Dec,2-Dec,WEF_FutureOfJobs_2023,0.2035675659775734
foster joy,1,0.627,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.2142782,0.2142782,0.12197309,0.10095101,0.09230512,ONET04,MCK01,WEF_FutureOfJobs_2023,0.20356429591774938
maintain SME section,1,1.0,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.2394539,0.2394539,0.21212608,0.19417508,0.02732782,ONET02,3-Dec,WEF_FutureOfJobs_2023,0.20353581234812737
diagnose incidents using alerting,1,0.753,WEF03,Cybersecurity,Strong_Growth,0.9,0.22604668,0.22604668,0.1712326,0.16616471,0.054814085,MCK01,3-Dec,WEF_FutureOfJobs_2023,0.2034420132637024
communicate with non-technical stakeholders,1,0.769,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.50839764,0.50839764,0.2684913,0.23253362,0.23990634,ONET03,3-Dec,McKinsey_FutureOfWork_2023,0.20335905551910402
cost efficiency.,1,0.489,WEF06,Environmental & Sustainability Technology,Moderate_Growth,0.6,0.33871248,0.33871248,0.16594996,0.15597475,0.17276253,3-Dec,MCK02,WEF_FutureOfJobs_2023,0.20322749018669128
collaborate with engineering professionals,1,0.648,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.50801975,0.50801975,0.4709058,0.37091345,0.037113935,WEF07,ONET03,McKinsey_FutureOfWork_2023,0.20320789813995363
collaborate with cross-functional teams,3,0.8953333333333333,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.5079517,0.5079517,0.41607776,0.24166955,0.091873914,WEF07,ONET03,McKinsey_FutureOfWork_2023,0.20318067073822021
deliver cutting-edge solutions,1,0.577,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.29022348,0.29022348,0.27585813,0.2695604,0.014365345,WEF04,MCK02,WEF_FutureOfJobs_2023,0.20315643548965454
develop hands-on experience in structured finance and securitisation,1,0.726,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.29012984,0.29012984,0.28406274,0.25692785,0.006067097,MCK02,1-Dec,WEF_FutureOfJobs_2023,0.20309088826179503
partner with cross-functional stakeholders,1,0.843,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.507692,0.507692,0.22764084,0.22472824,0.28005114,WEF07,WEF04,McKinsey_FutureOfWork_2023,0.20307679176330568
work with engineers,1,0.632,ONET01,Software Development & Engineering,Moderate_Growth,0.65,0.31241387,0.31241387,0.31237927,0.28568873,3.4600496e-05,MCK02,ONET03,ONET_BrightOutlook_2024,0.20306901633739471
protected,1,0.484,WEF03,Cybersecurity,Strong_Growth,0.9,0.22556756,0.22556756,0.089277014,0.07854848,0.13629055,ONET02,WEF07,WEF_FutureOfJobs_2023,0.2030108079314232
remain composed in a fast-paced environment,1,0.812,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.2136521,0.2136521,0.20389412,0.17272633,0.009757981,1-Dec,3-Dec,WEF_FutureOfJobs_2023,0.2029694989323616
plan development,1,0.611,ONET01,Software Development & Engineering,Moderate_Growth,0.65,0.31217343,0.31217343,0.30793124,0.28974548,0.004242182,3-Dec,WEF07,ONET_BrightOutlook_2024,0.20291272699832916
represent the mission,1,0.665,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.21355592,0.21355592,0.12849188,0.12430864,0.08506404,MCK02,WEF04,WEF_FutureOfJobs_2023,0.20287812128663063
administration,1,0.262,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.40544516,0.40544516,0.28052565,0.24449386,0.124919504,1-Dec,MCK01,ONET_BrightOutlook_2024,0.20272257924079895
maintain database,1,0.7,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.40519568,0.40519568,0.31853688,0.31279033,0.086658806,1-Dec,3-Dec,ONET_BrightOutlook_2024,0.20259784162044525
deliver seamless digital experiences,1,0.951,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.3680661,0.3680661,0.33333027,0.2787024,0.03473583,2-Dec,ONET04,ONET_BrightOutlook_2024,0.2024363562464714
lead the design direction,1,0.619,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.36722603,0.36722603,0.29421094,0.26739672,0.073015094,WEF07,MCK02,ONET_BrightOutlook_2024,0.20197431892156603
roadmaps,1,0.594,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.3669214,0.3669214,0.33394837,0.31878737,0.03297302,ONET04,WEF01,ONET_BrightOutlook_2024,0.20180676728487015
take meeting minutes,1,0.968,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.21235146,0.21235146,0.19856709,0.10179837,0.013784364,MCK02,3-Dec,WEF_FutureOfJobs_2023,0.20173388347029686
workflows,2,0.486,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.40318474,0.40318474,0.39639884,0.37547225,0.0067858994,3-Dec,1-Dec,McKinsey_FutureOfWork_2023,0.2015923708677292
design innovative solutions,1,1.0,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.3664597,0.3664597,0.30694607,0.28138518,0.05951363,2-Dec,MCK02,ONET_BrightOutlook_2024,0.20155283361673357
fund ventures,1,0.565,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.28785557,0.28785557,0.25514472,0.19257294,0.03271085,MCK02,WEF04,WEF_FutureOfJobs_2023,0.20149889588356018
design real-time integration with Salesforce,1,0.735,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.3662343,0.3662343,0.33662,0.2736781,0.0296143,2-Dec,MCK01,ONET_BrightOutlook_2024,0.20142886638641358
work with cross-functional engineering teams,1,0.681,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.50346404,0.50346404,0.36764464,0.3299613,0.1358194,ONET01,ONET03,McKinsey_FutureOfWork_2023,0.20138561725616455
transform financial institutions,1,0.621,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.28751603,0.28751603,0.2090776,0.17372146,0.07843843,ONET02,1-Dec,WEF_FutureOfJobs_2023,0.20126121938228606
market on social media,1,0.608,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.2874956,0.2874956,0.1818561,0.16578558,0.10563952,MCK02,ONET03,WEF_FutureOfJobs_2023,0.20124692916870116
manage hybrid database platforms,1,0.91,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.40236703,0.40236703,0.2661987,0.20568687,0.13616833,2-Dec,WEF05,ONET_BrightOutlook_2024,0.2011835128068924
build collaboration within the organization,1,0.676,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.5028188,0.5028188,0.38670602,0.25243127,0.1161128,WEF07,ONET03,McKinsey_FutureOfWork_2023,0.2011275291442871
predictive,1,0.533,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.20087093,0.20087093,0.17235573,0.102317266,0.028515205,WEF07,ONET03,WEF_FutureOfJobs_2023,0.20087093114852905
implementing REST based micro services,1,0.529,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.23624167,0.23624167,0.15599175,0.15035999,0.08024992,MCK01,2-Dec,WEF_FutureOfJobs_2023,0.2008054181933403
deliver technically feasible solutions,1,0.663,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.23547135,0.23547135,0.23216552,0.22713897,0.0033058375,WEF07,MCK02,WEF_FutureOfJobs_2023,0.20015064999461174
ensure platform meets organisational goals on performance,1,0.704,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.28549847,0.28549847,0.2582213,0.25561205,0.027277172,ONET02,MCK02,WEF_FutureOfJobs_2023,0.19984892904758453
design experiments,1,0.778,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.36255693,0.36255693,0.26357162,0.20679373,0.098985314,2-Dec,3-Dec,ONET_BrightOutlook_2024,0.19940631389617922
leverage Python,1,0.569,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.20983616,0.20983616,0.1956455,0.18482058,0.014190659,MCK01,3-Dec,WEF_FutureOfJobs_2023,0.19934434741735457
use MongoDB,1,0.694,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.39867014,0.39867014,0.11323805,0.0974723,0.2854321,1-Dec,2-Dec,ONET_BrightOutlook_2024,0.19933506846427917
Commercial,1,0.295,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.20958377,0.20958377,0.1521152,0.15008269,0.05746858,3-Dec,ONET03,WEF_FutureOfJobs_2023,0.19910458549857138
create experiences,2,0.7125,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.36194134,0.36194134,0.3346066,0.26583573,0.02733475,ONET04,2-Dec,ONET_BrightOutlook_2024,0.1990677356719971
work with fast-paced digital products,1,0.9,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.36192614,0.36192614,0.30852637,0.2876711,0.05339977,1-Dec,MCK02,ONET_BrightOutlook_2024,0.19905937612056734
make critical decisions under pressure,1,0.804,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.20948051,0.20948051,0.19222161,0.1290663,0.017258897,3-Dec,MCK02,WEF_FutureOfJobs_2023,0.19900648370385168
lead,3,0.438,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.20946379,0.20946379,0.20327596,0.19151466,0.0061878264,MCK02,MCK01,WEF_FutureOfJobs_2023,0.19899060055613516
determine data usability for client -focused use cases,1,0.689,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.36178446,0.36178446,0.34260142,0.324957,0.01918304,2-Dec,1-Dec,ONET_BrightOutlook_2024,0.19898145198822023
administer enterprise servers,1,0.751,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.39777282,0.39777282,0.315358,0.28881395,0.082414806,WEF04,MCK01,ONET_BrightOutlook_2024,0.19888640940189362
implement back-end systems,1,0.701,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.39774102,0.39774102,0.3390053,0.27736914,0.05873573,2-Dec,3-Dec,ONET_BrightOutlook_2024,0.19887050986289978
processes,1,0.518,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.39639625,0.39639625,0.3251542,0.22059043,0.071242064,ONET02,WEF04,McKinsey_FutureOfWork_2023,0.1981981247663498
oversee regulation of building systems,1,0.594,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.23289293,0.23289293,0.23207523,0.22176442,0.0008177012,MCK01,ONET02,WEF_FutureOfJobs_2023,0.19795899093151093
provide help,1,0.701,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.20783386,0.20783386,0.17812014,0.1324101,0.02971372,3-Dec,MCK02,WEF_FutureOfJobs_2023,0.19744216352701185
coordinate demonstrations,1,0.818,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.2077191,0.2077191,0.16333708,0.15632692,0.04438202,ONET04,ONET03,WEF_FutureOfJobs_2023,0.19733314737677574
writing skills,1,0.484,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.4932595,0.4932595,0.32745427,0.2189971,0.16580522,1-Dec,3-Dec,McKinsey_FutureOfWork_2023,0.19730379581451418
analytical,3,0.49499999999999994,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.2189772,0.2189772,0.20830423,0.17824446,0.010672972,ONET03,ONET02,WEF_FutureOfJobs_2023,0.19707947820425034
ensure platform meets customer expectations,1,0.757,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.281509,0.281509,0.23742571,0.1871975,0.044083297,3-Dec,ONET02,WEF_FutureOfJobs_2023,0.19705630838871002
input confirmations,1,0.715,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.2071373,0.2071373,0.19658287,0.15309355,0.010554433,MCK01,1-Dec,WEF_FutureOfJobs_2023,0.19678043648600577
shape finance's future,1,0.608,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.19659744,0.19659744,0.19252801,0.19167154,0.0040694326,WEF06,WEF02,WEF_FutureOfJobs_2023,0.19659744203090668
work with Boomi,1,0.559,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.20690957,0.20690957,0.18404204,0.16188808,0.02286753,MCK02,ONET03,WEF_FutureOfJobs_2023,0.19656408876180648
collaboration,3,0.44566666666666666,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.49136108,0.49136108,0.43655753,0.27603054,0.05480355,WEF07,ONET03,McKinsey_FutureOfWork_2023,0.1965444326400757
innovate with technology,1,0.611,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.35730356,0.35730356,0.33672842,0.32098445,0.020575136,MCK02,WEF06,ONET_BrightOutlook_2024,0.19651695787906648
team player,1,0.63,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.20674336,0.20674336,0.20015055,0.120987274,0.00659281,MCK02,ONET01,WEF_FutureOfJobs_2023,0.1964061915874481
ensure secure development practices for chain interoperability,1,0.618,WEF03,Cybersecurity,Strong_Growth,0.9,0.21821827,0.21821827,0.20506328,0.20200561,0.0131549835,ONET02,MCK02,WEF_FutureOfJobs_2023,0.19639644026756287
manage Oracle-based data environments,1,1.0,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.39246663,0.39246663,0.31962436,0.2973081,0.07284227,1-Dec,WEF04,ONET_BrightOutlook_2024,0.19623331725597382
show understanding,1,0.715,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.20632727,0.20632727,0.14164244,0.10551738,0.06468484,3-Dec,MCK02,WEF_FutureOfJobs_2023,0.19601091071963309
consoles,1,0.515,ONET04,Game Development & Interactive Media,Moderate_Growth,0.6,0.32595408,0.32595408,0.28277087,0.22756982,0.043183208,ONET02,WEF05,ONET_BrightOutlook_2024,0.19557244777679442
optimise database infrastructure,1,1.0,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.39108685,0.39108685,0.25081024,0.24483444,0.14027661,2-Dec,WEF04,ONET_BrightOutlook_2024,0.19554342329502106
manage marketing initiatives,1,0.71,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.27908292,0.27908292,0.24369466,0.22563924,0.03538826,MCK02,ONET03,WEF_FutureOfJobs_2023,0.1953580468893051
analytical technical skills,1,0.479,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.48827472,0.48827472,0.33715507,0.33578703,0.15111965,1-Dec,ONET03,McKinsey_FutureOfWork_2023,0.19530988931655885
orchestrating these,1,0.42,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.2055009,0.2055009,0.20340288,0.18883738,0.002098024,MCK02,WEF04,WEF_FutureOfJobs_2023,0.19522585570812223
guide development of products,1,0.648,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.35485908,0.35485908,0.32692197,0.31054243,0.027937114,MCK02,2-Dec,ONET_BrightOutlook_2024,0.19517249614000323
connect,1,0.61,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.20510319,0.20510319,0.12669104,0.103389606,0.078412145,MCK02,ONET02,WEF_FutureOfJobs_2023,0.19484802931547163
think in stories,1,0.816,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.19482887,0.19482887,0.18929376,0.17577226,0.005535111,WEF07,MCK02,WEF_FutureOfJobs_2023,0.19482886791229248
embrace technology,1,0.615,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.487026,0.487026,0.4018277,0.31573844,0.08519831,ONET03,WEF05,McKinsey_FutureOfWork_2023,0.19481040239334108
execute vision,1,0.665,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.20494649,0.20494649,0.19406116,0.17989779,0.010885328,MCK01,WEF01,WEF_FutureOfJobs_2023,0.19469916373491286
translate business processes into designs,1,0.668,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.389385,0.389385,0.27287897,0.2685484,0.11650604,3-Dec,ONET03,McKinsey_FutureOfWork_2023,0.19469250738620758
foster a collaborative work culture,1,0.789,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.48611963,0.48611963,0.27861336,0.2573206,0.20750627,ONET03,WEF07,McKinsey_FutureOfWork_2023,0.19444785118103028
lead capacity planning,1,1.0,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.20463182,0.20463182,0.19439106,0.18949898,0.010240763,WEF06,WEF02,WEF_FutureOfJobs_2023,0.1944002293050289
Majoring,1,0.47,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.21599385,0.21599385,0.2063874,0.2058292,0.009606451,MCK02,ONET01,WEF_FutureOfJobs_2023,0.1943944662809372
build rapid prototypes,1,1.0,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.35331413,0.35331413,0.3491038,0.31531268,0.004210323,2-Dec,MCK02,ONET_BrightOutlook_2024,0.19432277232408526
develop experiences,1,0.682,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.3532525,0.3532525,0.31744063,0.28995392,0.03581187,MCK02,2-Dec,ONET_BrightOutlook_2024,0.1942888751626015
detect financing of terrorism,1,0.672,WEF03,Cybersecurity,Strong_Growth,0.9,0.21579275,0.21579275,0.09456544,0.09093135,0.1212273,WEF07,WEF05,WEF_FutureOfJobs_2023,0.19421347081661225
leverage Enterprise Data Platform,1,0.571,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.3882992,0.3882992,0.32976297,0.3207282,0.05853623,WEF04,WEF05,ONET_BrightOutlook_2024,0.19414959847927094
collaborate with IT teams,1,0.584,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.48466477,0.48466477,0.43658608,0.2827698,0.048078686,WEF07,ONET03,McKinsey_FutureOfWork_2023,0.19386590719223024
design network infrastructure,1,0.718,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.35229233,0.35229233,0.3009575,0.27561364,0.05133483,WEF04,2-Dec,ONET_BrightOutlook_2024,0.19376078099012375
roadmap,1,0.516,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.35155344,0.35155344,0.29235926,0.28451002,0.059194177,ONET04,WEF01,ONET_BrightOutlook_2024,0.1933543920516968
lead a team,5,0.7802,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.2033383,0.2033383,0.17869002,0.11409752,0.024648279,MCK02,ONET01,WEF_FutureOfJobs_2023,0.19317138046026228
design payloads,1,0.674,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.351025,0.351025,0.26857197,0.2624302,0.08245301,2-Dec,3-Dec,ONET_BrightOutlook_2024,0.19306374192237855
interfacing technology.,1,0.563,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.4820561,0.4820561,0.3956761,0.36634547,0.086380005,ONET03,WEF07,McKinsey_FutureOfWork_2023,0.19282244443893434
anticipate guest needs,1,0.704,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.20286822,0.20286822,0.15449068,0.107572526,0.048377544,3-Dec,2-Dec,WEF_FutureOfJobs_2023,0.19272481203079223
experiment creatively,1,0.649,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.20271134,0.20271134,0.19827445,0.16035384,0.0044368953,ONET03,3-Dec,WEF_FutureOfJobs_2023,0.19257577657699584
mentor designers,1,0.814,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.3500711,0.3500711,0.33169824,0.26022473,0.018372864,MCK02,WEF07,ONET_BrightOutlook_2024,0.19253910630941393
prioritize safety,1,0.641,WEF03,Cybersecurity,Strong_Growth,0.9,0.21391171,0.21391171,0.18493646,0.16702247,0.028975248,3-Dec,WEF07,WEF_FutureOfJobs_2023,0.1925205409526825
communication skills,8,0.657375,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.48054025,0.48054025,0.23871318,0.2333135,0.24182707,1-Dec,WEF07,McKinsey_FutureOfWork_2023,0.19221609830856323
offer products,1,0.567,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.27450117,0.27450117,0.15963471,0.1537978,0.114866465,MCK02,ONET03,WEF_FutureOfJobs_2023,0.19215082228183744
excel in relationship management,1,0.731,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.21349935,0.21349935,0.19364813,0.17808132,0.019851223,1-Dec,ONET02,WEF_FutureOfJobs_2023,0.19214941710233688
audition,1,0.641,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.20214856,0.20214856,0.15573435,0.12402444,0.04641421,1-Dec,MCK01,WEF_FutureOfJobs_2023,0.19204112887382507
launch ventures,1,0.674,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.27415416,0.27415416,0.23659913,0.23028666,0.037555024,ONET04,MCK02,WEF_FutureOfJobs_2023,0.19190790951251982
guide technical investigations,1,0.808,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.34868857,0.34868857,0.33807957,0.32075784,0.010609001,MCK02,1-Dec,ONET_BrightOutlook_2024,0.19177871495485307
integrate Power Apps with Dataverse,1,0.758,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.22507443,0.22507443,0.21754728,0.19988295,0.0075271428,WEF02,ONET02,WEF_FutureOfJobs_2023,0.19131326153874398
leverage strengths from design,1,0.636,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.34758922,0.34758922,0.2695432,0.24780513,0.078046024,2-Dec,MCK02,ONET_BrightOutlook_2024,0.19117407351732255
interact with marketing,1,0.61,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.2726734,0.2726734,0.27075034,0.24244502,0.0019230545,ONET03,MCK02,WEF_FutureOfJobs_2023,0.1908713787794113
leading the design,1,0.645,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.3469838,0.3469838,0.24692889,0.22513193,0.100054905,WEF07,2-Dec,ONET_BrightOutlook_2024,0.19084108471870423
understand database concepts,1,0.633,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.38163215,0.38163215,0.34812993,0.24680497,0.03350222,1-Dec,3-Dec,ONET_BrightOutlook_2024,0.19081607460975647
provide leadership,1,0.822,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.20085299,0.20085299,0.19765621,0.13511948,0.003196776,MCK02,ONET02,WEF_FutureOfJobs_2023,0.19081034064292907
dig into systems,1,0.959,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.38156003,0.38156003,0.3204578,0.29317167,0.06110224,MCK01,WEF04,ONET_BrightOutlook_2024,0.19078001379966736
strengthen collaboration,1,0.45,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.47647625,0.47647625,0.39197513,0.16030093,0.08450112,WEF07,ONET03,McKinsey_FutureOfWork_2023,0.190590500831604
deliver secure database environments,1,0.632,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.38024515,0.38024515,0.26764446,0.24979801,0.112600684,WEF03,1-Dec,ONET_BrightOutlook_2024,0.1901225745677948
enable commercialization of advanced technical capabilities,1,0.661,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.47522327,0.47522327,0.3441265,0.31630304,0.13109678,WEF05,MCK01,McKinsey_FutureOfWork_2023,0.19008930921554568
integrate with PLM/ERP systems,1,0.723,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.37950876,0.37950876,0.34522957,0.3071072,0.034279197,MCK01,WEF04,ONET_BrightOutlook_2024,0.18975438177585602
"combine market research, competitive intelligence and early-stage deal sourcing",1,0.598,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.27091596,0.27091596,0.26477817,0.25562942,0.0061377883,MCK02,WEF02,WEF_FutureOfJobs_2023,0.18964116871356962
services,3,0.49,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.37823966,0.37823966,0.30670857,0.29575464,0.07153109,WEF04,MCK01,ONET_BrightOutlook_2024,0.1891198307275772
stakeholder management abilities.,1,0.497,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.47242525,0.47242525,0.21377793,0.21180783,0.25864732,WEF04,3-Dec,McKinsey_FutureOfWork_2023,0.1889701008796692
support the optimization,1,0.55,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.18896157,0.18896157,0.15229106,0.14242591,0.036670506,3-Dec,WEF07,WEF_FutureOfJobs_2023,0.18896156549453735
collaborate with stakeholders,4,0.7195,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.47231048,0.47231048,0.30093008,0.19925262,0.1713804,WEF07,WEF04,McKinsey_FutureOfWork_2023,0.18892419338226318
build Power BI reports,1,0.701,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.20986915,0.20986915,0.20775002,0.17379734,0.002119124,MCK02,ONET03,WEF_FutureOfJobs_2023,0.1888822317123413
provide guidance in technical areas,1,0.703,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.47217786,0.47217786,0.39385632,0.3240018,0.07832155,ONET03,ONET01,McKinsey_FutureOfWork_2023,0.18887114524841309
share perspective as a technical specialist,1,0.615,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.4719692,0.4719692,0.29657945,0.25603163,0.17538974,ONET03,3-Dec,McKinsey_FutureOfWork_2023,0.18878767490386963
lead growth marketing,1,0.635,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.20961103,0.20961103,0.19672097,0.18477887,0.012890056,WEF05,MCK02,WEF_FutureOfJobs_2023,0.18864992558956148
administrative,1,0.454,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.37711906,0.37711906,0.34198195,0.24871947,0.035137117,1-Dec,MCK02,ONET_BrightOutlook_2024,0.18855953216552734
use MS365 products,1,0.736,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.26918814,0.26918814,0.1699859,0.15309836,0.09920223,2-Dec,WEF01,WEF_FutureOfJobs_2023,0.18843169510364532
analyze problems,2,0.8125,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.20916978,0.20916978,0.20481928,0.19134517,0.0043504983,ONET03,3-Dec,WEF_FutureOfJobs_2023,0.18825279772281647
evolve your technical,1,0.495,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.34202862,0.34202862,0.33814785,0.30865428,0.003880769,MCK02,WEF07,ONET_BrightOutlook_2024,0.18811573982238772
user decisions.,1,0.531,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.34114274,0.34114274,0.24492009,0.19910207,0.096222654,ONET02,MCK02,ONET_BrightOutlook_2024,0.18762850910425188
leverage your technical skills,1,0.416,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.46890366,0.46890366,0.33635655,0.30163184,0.13254711,ONET03,3-Dec,McKinsey_FutureOfWork_2023,0.1875614643096924
